measured_on,Municiapl Landfill Gas Generation,Municiapl Landfill Gas Quantity Consumed For Electricity,Municiapl Landfill Gas Total Fuel Consumed
2008-01-01,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0
2008-10-01,1997.5520000000001,41324.0,41324.0
2008-11-01,1903.058,39368.0,39368.0
2008-12-01,2081.39,43058.0,43058.0
2009-01-01,0.8490000000000001,8.0,8.0
2009-02-01,0.8580000000000001,8.0,8.0
2009-03-01,0.9730000000000001,9.0,9.0
2009-04-01,0.919,8.0,8.0
2009-05-01,0.883,8.0,8.0
2009-06-01,0.922,8.0,8.0
2009-07-01,0.9810000000000001,9.0,9.0
2009-08-01,0.9380000000000001,9.0,9.0
2009-09-01,0.86,8.0,8.0
2009-10-01,0.93,8.0,8.0
2009-11-01,0.9420000000000001,9.0,9.0
2009-12-01,0.945,9.0,9.0
2010-01-01,1134.961,9918.0,9918.0
2010-02-01,949.8810000000001,8300.0,8300.0
2010-03-01,1192.414,10420.0,10420.0
2010-04-01,1247.8390000000002,10904.0,10904.0
2010-05-01,1124.01,9822.0,9822.0
2010-06-01,1223.594,10692.0,10692.0
2010-07-01,1176.776,10283.0,10283.0
2010-08-01,1206.979,10547.0,10547.0
2010-09-01,1173.472,10254.0,10254.0
2010-10-01,1088.2640000000001,9510.0,9510.0
2010-11-01,1225.057,10705.0,10705.0
2010-12-01,1302.7530000000002,11384.0,11384.0
2011-01-01,1087.24,9514.0,9514.0
2011-02-01,1235.1,10809.0,10809.0
2011-03-01,1254.819,10982.0,10982.0
2011-04-01,1243.194,10880.0,10880.0
2011-05-01,1335.064,11684.0,11684.0
2011-06-01,1383.073,12104.0,12104.0
2011-07-01,1397.33,12229.0,12229.0
2011-08-01,1295.985,11342.0,11342.0
2011-09-01,1239.694,10849.0,10849.0
2011-10-01,1359.681,11899.0,11899.0
2011-11-01,1350.17,11816.0,11816.0
2011-12-01,1429.65,12512.0,12512.0
2012-01-01,1512.954,12584.0,12584.0
2012-02-01,1464.98,12185.0,12185.0
2012-03-01,1612.654,13414.0,13414.0
2012-04-01,1527.911,12709.0,12709.0
2012-05-01,1503.905,12509.0,12509.0
2012-06-01,1592.411,13246.0,13246.0
2012-07-01,1576.636,13115.0,13115.0
2012-08-01,1570.48,13063.0,13063.0
2012-09-01,1485.748,12359.0,12359.0
2012-10-01,1503.034,12502.0,12502.0
2012-11-01,1443.074,12003.0,12003.0
2012-12-01,1576.213,13111.0,13111.0
2013-01-01,926.195,9842.0,9842.0
2013-02-01,855.706,9093.0,9093.0
2013-03-01,965.114,10255.0,10255.0
2013-04-01,830.781,8828.0,8828.0
2013-05-01,860.06,9139.0,9139.0
2013-06-01,954.179,10139.0,10139.0
2013-07-01,982.872,10444.0,10444.0
2013-08-01,994.664,10570.0,10570.0
2013-09-01,937.039,9957.0,9957.0
2013-10-01,935.418,9940.0,9940.0
2013-11-01,931.97,9903.0,9903.0
2013-12-01,1025.002,10892.0,10892.0
2014-01-01,777.944,8220.0,8220.0
2014-02-01,642.358,6788.0,6788.0
2014-03-01,827.701,8746.0,8746.0
2014-04-01,881.55,9315.0,9315.0
2014-05-01,869.466,9187.0,9187.0
2014-06-01,844.658,8925.0,8925.0
2014-07-01,906.97,9584.0,9584.0
2014-08-01,908.761,9603.0,9603.0
2014-09-01,872.772,9222.0,9222.0
2014-10-01,712.118,7525.0,7525.0
2014-11-01,783.777,8282.0,8282.0
2014-12-01,929.925,9826.0,9826.0
2015-01-01,525.581,5602.0,5602.0
2015-02-01,414.415,4417.0,4417.0
2015-03-01,511.264,5449.0,5449.0
2015-04-01,513.447,5472.0,5472.0
2015-05-01,492.453,5248.0,5248.0
2015-06-01,508.682,5421.0,5421.0
2015-07-01,528.432,5632.0,5632.0
2015-08-01,542.163,5778.0,5778.0
2015-09-01,497.67,5304.0,5304.0
2015-10-01,484.991,5169.0,5169.0
2015-11-01,532.313,5673.0,5673.0
2015-12-01,567.589,6049.0,6049.0
2016-01-01,419.433,3722.0,3722.0
2016-02-01,395.671,3511.0,3511.0
2016-03-01,418.374,3712.0,3712.0
2016-04-01,393.604,3493.0,3493.0
2016-05-01,407.631,3617.0,3617.0
2016-06-01,390.295,3463.0,3463.0
2016-07-01,402.987,3576.0,3576.0
2016-08-01,400.101,3550.0,3550.0
2016-09-01,341.004,3026.0,3026.0
2016-10-01,311.668,2766.0,2766.0
2016-11-01,402.688,3573.0,3573.0
2016-12-01,408.544,3625.0,3625.0
2017-01-01,531.464,4970.0,4970.0
2017-02-01,465.64,4354.0,4354.0
2017-03-01,524.628,4906.0,4906.0
2017-04-01,431.625,4036.0,4036.0
2017-05-01,488.092,4564.0,4564.0
2017-06-01,515.453,4820.0,4820.0
2017-07-01,512.387,4791.0,4791.0
2017-08-01,542.641,5074.0,5074.0
2017-09-01,469.67,4392.0,4392.0
2017-10-01,488.225,4565.0,4565.0
2017-11-01,502.882,4702.0,4702.0
2017-12-01,522.293,4884.0,4884.0
2018-01-01,327.261,2966.0,2966.0
2018-02-01,323.833,2936.0,2936.0
2018-03-01,351.43,3186.0,3186.0
2018-04-01,305.692,2772.0,2772.0
2018-05-01,343.974,3119.0,3119.0
2018-06-01,326.211,2958.0,2958.0
2018-07-01,342.701,3107.0,3107.0
2018-08-01,356.801,3235.0,3235.0
2018-09-01,315.306,2859.0,2859.0
2018-10-01,340.0,3083.0,3083.0
2018-11-01,346.432,3141.0,3141.0
2018-12-01,349.359,3167.0,3167.0
2019-01-01,568.548,5764.0,5764.0
2019-02-01,534.699,5422.0,5422.0
2019-03-01,551.492,5592.0,5592.0
2019-04-01,537.911,5454.0,5454.0
2019-05-01,546.811,5545.0,5545.0
2019-06-01,577.09,5852.0,5852.0
2019-07-01,592.427,6007.0,6007.0
2019-08-01,591.727,6000.0,6000.0
2019-09-01,549.838,5575.0,5575.0
2019-10-01,587.105,5953.0,5953.0
2019-11-01,558.498,5663.0,5663.0
2019-12-01,599.854,6082.0,6082.0
2020-01-01,331.171,3572.0,3572.0
2020-02-01,283.279,3056.0,3056.0
2020-03-01,309.757,3342.0,3342.0
2020-04-01,306.28,3304.0,3304.0
2020-05-01,302.33,3261.0,3261.0
2020-06-01,299.398,3230.0,3230.0
2020-07-01,317.369,3424.0,3424.0
2020-08-01,312.857,3375.0,3375.0
2020-09-01,296.174,3195.0,3195.0
2020-10-01,238.058,2568.0,2568.0
2020-11-01,268.924,2901.0,2901.0
2020-12-01,295.403,3187.0,3187.0
2021-01-01,528.515,5027.0,5027.0
2021-02-01,428.722,4078.0,4078.0
2021-03-01,527.455,5018.0,5018.0
2021-04-01,502.192,4778.0,4778.0
2021-05-01,515.872,4907.0,4907.0
2021-06-01,507.908,4832.0,4832.0
2021-07-01,498.462,4742.0,4742.0
2021-08-01,480.313,4569.0,4569.0
2021-09-01,471.29,4484.0,4484.0
2021-10-01,473.194,4502.0,4502.0
2021-11-01,417.329,3970.0,3970.0
2021-12-01,478.748,4554.0,4554.0
2022-01-01,405.262,3937.0,3937.0
2022-02-01,344.693,3349.0,3349.0
2022-03-01,461.06,4479.0,4479.0
2022-04-01,431.249,4190.0,4190.0
2022-05-01,433.409,4211.0,4211.0
2022-06-01,411.879,4001.0,4001.0
2022-07-01,415.473,4036.0,4036.0
2022-08-01,385.298,3743.0,3743.0
2022-09-01,308.484,2997.0,2997.0
2022-10-01,394.182,3830.0,3830.0
2022-11-01,428.078,4159.0,4159.0
2022-12-01,421.933,4099.0,4099.0
2023-01-01,283.526,2605.0,2605.0
2023-02-01,258.281,2373.0,2373.0
2023-03-01,302.991,2784.0,2784.0
2023-04-01,242.279,2226.0,2226.0
2023-05-01,280.722,2579.0,2579.0
2023-06-01,288.547,2651.0,2651.0
2023-07-01,286.089,2629.0,2629.0
2023-08-01,298.603,2744.0,2744.0
2023-09-01,276.358,2539.0,2539.0
2023-10-01,291.195,2676.0,2676.0
2023-11-01,277.316,2548.0,2548.0
2023-12-01,304.093,2794.0,2794.0
2024-01-01,9.898,190.0,190.0
2024-02-01,9.963,191.0,191.0
2024-03-01,11.089,213.0,213.0
2024-04-01,9.852,189.0,189.0
2024-05-01,10.794,207.0,207.0
2024-06-01,10.711,206.0,206.0
2024-07-01,10.692,205.0,205.0
2024-08-01,11.142,214.0,214.0
2024-09-01,9.863,189.0,189.0
2024-10-01,10.166,195.0,195.0
2024-11-01,9.975,191.0,191.0
2024-12-01,9.855,189.0,189.0
