measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2020-11-01,0.0,0.0,0.0,424.748,3724.0,3724.0
2020-12-01,0.0,0.0,0.0,323.252,2834.0,2834.0
2021-01-01,0.0,0.0,0.0,41.75,369.0,369.0
2021-02-01,0.0,0.0,0.0,32.977,292.0,292.0
2021-03-01,0.0,0.0,0.0,104.379,923.0,923.0
2021-04-01,0.0,0.0,0.0,84.482,747.0,747.0
2021-05-01,0.0,0.0,0.0,104.999,929.0,929.0
2021-06-01,0.0,0.0,0.0,108.848,963.0,963.0
2021-07-01,0.0,0.0,0.0,85.656,758.0,758.0
2021-08-01,0.0,0.0,0.0,86.341,764.0,764.0
2021-09-01,0.0,0.0,0.0,80.241,710.0,710.0
2021-10-01,0.0,0.0,0.0,59.3,524.0,524.0
2021-11-01,0.0,0.0,0.0,58.648,519.0,519.0
2021-12-01,0.0,0.0,0.0,31.379,278.0,278.0
2022-01-01,-3.136,0.0,0.0,564.042,1925.0,1925.0
2022-02-01,-2.601,0.0,0.0,371.191,1267.0,1267.0
2022-03-01,-2.69,0.0,0.0,553.979,1890.0,1890.0
2022-04-01,-3.22,0.0,0.0,676.851,2309.0,2309.0
2022-05-01,-3.221,0.0,0.0,761.809,2599.0,2599.0
2022-06-01,-3.273,0.0,0.0,766.255,2614.0,2614.0
2022-07-01,-3.134,0.0,0.0,845.83,2886.0,2886.0
2022-08-01,-3.071,0.0,0.0,746.128,2546.0,2546.0
2022-09-01,-3.13,0.0,0.0,618.574,2111.0,2111.0
2022-10-01,-3.228,0.0,0.0,490.319,1673.0,1673.0
2022-11-01,-3.114,0.0,0.0,404.426,1380.0,1380.0
2022-12-01,-3.182,0.0,0.0,262.596,896.0,896.0
2023-01-01,-6.0,0.0,0.0,589.0,2010.0,2010.0
2023-02-01,-6.0,0.0,0.0,590.0,2013.0,2013.0
2023-03-01,-6.0,0.0,0.0,559.0,1907.0,1907.0
2023-04-01,-7.0,0.0,0.0,610.0,2081.0,2081.0
2023-05-01,-12.0,0.0,0.0,601.0,2051.0,2051.0
2023-06-01,-14.0,0.0,0.0,612.0,2088.0,2088.0
2023-07-01,-14.0,0.0,0.0,585.0,1996.0,1996.0
2023-08-01,-16.0,0.0,0.0,571.0,1948.0,1948.0
2023-09-01,-19.0,0.0,0.0,558.0,1904.0,1904.0
2023-10-01,-23.0,0.0,0.0,598.0,2040.0,2040.0
2023-11-01,-14.0,0.0,0.0,575.0,1962.0,1962.0
2023-12-01,-15.0,0.0,0.0,625.0,2133.0,2133.0
2024-01-01,-3.0,0.0,0.0,167.0,570.0,570.0
2024-02-01,-6.0,0.0,0.0,561.0,1914.0,1914.0
2024-03-01,0.0,0.0,0.0,611.0,2085.0,2085.0
2024-04-01,-5.0,0.0,0.0,641.0,2187.0,2187.0
2024-05-01,-6.0,0.0,0.0,776.0,2648.0,2648.0
2024-06-01,-9.0,0.0,0.0,733.0,2501.0,2501.0
2024-07-01,-2.0,0.0,0.0,702.0,2395.0,2395.0
2024-08-01,-4.0,0.0,0.0,647.0,2208.0,2208.0
2024-09-01,-6.0,0.0,0.0,621.0,2119.0,2119.0
2024-10-01,0.0,0.0,0.0,611.0,2085.0,2085.0
2024-11-01,0.0,0.0,0.0,430.0,1467.0,1467.0
2024-12-01,0.0,0.0,0.0,262.0,894.0,894.0
