measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2003-01-01,23.823,938.0,938.0
2003-02-01,22.302,878.0,878.0
2003-03-01,21.546,849.0,849.0
2003-04-01,20.63,813.0,813.0
2003-05-01,20.931,824.0,824.0
2003-06-01,21.841,860.0,860.0
2003-07-01,25.187,992.0,992.0
2003-08-01,25.537000000000003,1006.0,1006.0
2003-09-01,22.128,872.0,872.0
2003-10-01,22.944000000000003,904.0,904.0
2003-11-01,23.55,928.0,928.0
2003-12-01,24.58,968.0,968.0
2004-01-01,14.566,257.0,257.0
2004-02-01,0.40900000000000003,7.0,7.0
2004-03-01,4.602,81.0,81.0
2004-04-01,0.548,10.0,10.0
2004-05-01,4.134,73.0,73.0
2004-06-01,16.3,288.0,288.0
2004-07-01,13.495,238.0,238.0
2004-08-01,0.0,0.0,0.0
2004-09-01,5.146,91.0,91.0
2004-10-01,2.008,35.0,35.0
2004-11-01,0.228,4.0,4.0
2004-12-01,10.563,186.0,186.0
2005-01-01,30.936,483.32,483.32
2005-02-01,10.629000000000001,166.05,166.05
2005-03-01,11.781,184.05,184.05
2005-04-01,14.27,222.93,222.93
2005-05-01,13.253,207.05,207.05
2005-06-01,17.201,268.73,268.73
2005-07-01,17.509,273.53,273.53
2005-08-01,20.568,321.33,321.33
2005-09-01,13.464,210.35,210.35
2005-10-01,14.952,233.6,233.6
2005-11-01,12.02,187.79,187.79
2005-12-01,25.417,397.08,397.08
2006-01-01,26.09,402.0,402.0
2006-02-01,13.652000000000001,210.0,210.0
2006-03-01,11.468,177.0,177.0
2006-04-01,21.968,339.0,339.0
2006-05-01,20.534000000000002,317.0,317.0
2006-06-01,18.664,288.0,288.0
2006-07-01,27.035,417.0,417.0
2006-08-01,26.224,404.0,404.0
2006-09-01,12.048,186.0,186.0
2006-10-01,12.726,196.0,196.0
2006-11-01,14.986,231.0,231.0
2006-12-01,16.604,256.0,256.0
2007-01-01,38.2,614.0,614.0
2007-02-01,81.95,1308.0,1308.0
2007-03-01,13.347000000000001,211.0,211.0
2007-04-01,9.467,149.0,149.0
2007-05-01,11.677000000000001,186.0,186.0
2007-06-01,12.459000000000001,198.0,198.0
2007-07-01,9.865,155.0,155.0
2007-08-01,0.874,12.0,12.0
2007-09-01,3.1710000000000003,50.0,50.0
2007-10-01,2.783,43.0,43.0
2007-11-01,10.815,174.0,174.0
2007-12-01,17.392,279.0,279.0
2008-01-01,34.111000000000004,546.0,546.0
2008-02-01,43.603,701.0,701.0
2008-03-01,17.244,279.0,279.0
2008-04-01,19.305,310.0,310.0
2008-05-01,7.9750000000000005,130.0,130.0
2008-06-01,7.907,124.0,124.0
2008-07-01,3.75,62.0,62.0
2008-08-01,4.5680000000000005,74.0,74.0
2008-09-01,6.644,105.0,105.0
2008-10-01,5.133,81.0,81.0
2008-11-01,17.172,279.0,279.0
2008-12-01,43.588,701.0,701.0
2009-01-01,73.73100000000001,1290.0,1290.0
2009-02-01,12.605,223.0,223.0
2009-03-01,7.449000000000001,130.0,130.0
2009-04-01,10.589,186.0,186.0
2009-05-01,7.412,130.0,130.0
2009-06-01,7.227,124.0,124.0
2009-07-01,5.622,99.0,99.0
2009-08-01,7.087000000000001,124.0,124.0
2009-09-01,5.656000000000001,99.0,99.0
