measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2022-11-01,,,,204.328,697.0,697.0
2022-12-01,,,,132.672,453.0,453.0
2023-01-01,,,,153.0,522.0,522.0
2023-02-01,0.0,0.0,0.0,343.0,1170.0,1170.0
2023-03-01,0.0,0.0,0.0,503.0,1716.0,1716.0
2023-04-01,0.0,0.0,0.0,654.0,2231.0,2231.0
2023-05-01,0.0,0.0,0.0,902.0,3078.0,3078.0
2023-06-01,0.0,0.0,0.0,677.0,2310.0,2310.0
2023-07-01,0.0,0.0,0.0,784.0,2675.0,2675.0
2023-08-01,0.0,0.0,0.0,679.0,2317.0,2317.0
2023-09-01,0.0,0.0,0.0,544.0,1856.0,1856.0
2023-10-01,0.0,0.0,0.0,459.0,1566.0,1566.0
2023-11-01,0.0,0.0,0.0,409.0,1396.0,1396.0
2023-12-01,0.0,0.0,0.0,266.0,908.0,908.0
2024-01-01,0.0,0.0,0.0,133.0,454.0,454.0
2024-02-01,0.0,0.0,0.0,452.0,1542.0,1542.0
2024-03-01,0.0,0.0,0.0,576.0,1965.0,1965.0
2024-04-01,0.0,0.0,0.0,653.0,2228.0,2228.0
2024-05-01,0.0,0.0,0.0,762.0,2600.0,2600.0
2024-06-01,0.0,0.0,0.0,809.0,2760.0,2760.0
2024-07-01,0.0,0.0,0.0,842.0,2873.0,2873.0
2024-08-01,0.0,0.0,0.0,680.0,2320.0,2320.0
2024-09-01,0.0,0.0,0.0,596.0,2034.0,2034.0
2024-10-01,0.0,0.0,0.0,545.0,1860.0,1860.0
2024-11-01,0.0,0.0,0.0,420.0,1433.0,1433.0
2024-12-01,0.0,0.0,0.0,235.0,802.0,802.0
