measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2019-01-01,862.927,5618.0,5618.0
2019-02-01,800.115,5208.0,5208.0
2019-03-01,697.739,4542.0,4542.0
2019-04-01,489.601,3187.0,3187.0
2019-05-01,421.896,2746.0,2746.0
2019-06-01,564.151,3672.0,3672.0
2019-07-01,889.33,5789.0,5789.0
2019-08-01,1044.625,6800.0,6800.0
2019-09-01,919.192,5983.0,5983.0
2019-10-01,941.451,6128.0,6128.0
2019-11-01,923.318,6010.0,6010.0
2019-12-01,957.655,6234.0,6234.0
2020-01-01,752.51,5218.0,5218.0
2020-02-01,664.538,4607.0,4607.0
2020-03-01,737.682,5115.0,5115.0
2020-04-01,521.689,3617.0,3617.0
2020-05-01,490.529,3401.0,3401.0
2020-06-01,690.032,4784.0,4784.0
2020-07-01,965.282,6693.0,6693.0
2020-08-01,1200.395,8322.0,8322.0
2020-09-01,1045.357,7248.0,7248.0
2020-10-01,1085.63,7527.0,7527.0
2020-11-01,867.162,6012.0,6012.0
2020-12-01,961.194,6665.0,6665.0
2021-01-01,722.016,5189.0,5189.0
2021-02-01,612.293,4400.0,4400.0
2021-03-01,658.333,4732.0,4732.0
2021-04-01,584.162,4198.0,4198.0
2021-05-01,610.524,4388.0,4388.0
2021-06-01,834.857,6001.0,6001.0
2021-07-01,1152.087,8280.0,8280.0
2021-08-01,1051.894,7560.0,7560.0
2021-09-01,895.038,6432.0,6432.0
2021-10-01,853.246,6133.0,6133.0
2021-11-01,784.175,5636.0,5636.0
2021-12-01,809.375,5817.0,5817.0
2022-01-01,563.23,4061.0,4061.0
2022-02-01,467.632,3372.0,3372.0
2022-03-01,432.684,3120.0,3120.0
2022-04-01,443.213,3196.0,3196.0
2022-05-01,406.723,2932.0,2932.0
2022-06-01,553.17,3988.0,3988.0
2022-07-01,738.98,5328.0,5328.0
2022-08-01,891.678,6429.0,6429.0
2022-09-01,817.22,5893.0,5893.0
2022-10-01,750.491,5412.0,5412.0
2022-11-01,689.197,4970.0,4970.0
2022-12-01,761.782,5493.0,5493.0
2023-01-01,755.41,5413.0,5413.0
2023-02-01,643.463,4608.0,4608.0
2023-03-01,618.451,4429.0,4429.0
2023-04-01,483.139,3460.0,3460.0
2023-05-01,312.927,2241.0,2241.0
2023-06-01,411.667,2948.0,2948.0
2023-07-01,952.928,6825.0,6825.0
2023-08-01,961.523,6887.0,6887.0
2023-09-01,680.593,4874.0,4874.0
2023-10-01,831.13,5952.0,5952.0
2023-11-01,780.754,5592.0,5592.0
2023-12-01,879.015,6295.0,6295.0
2024-01-01,820.0,5761.0,5761.0
2024-02-01,765.0,5396.0,5396.0
2024-03-01,560.0,3972.0,3972.0
2024-04-01,476.0,3378.0,3378.0
2024-05-01,764.0,5503.0,5503.0
2024-06-01,729.0,5255.0,5255.0
2024-07-01,741.0,5434.0,5434.0
2024-08-01,762.0,5550.0,5550.0
2024-09-01,752.0,5479.0,5479.0
2024-10-01,785.0,5739.0,5739.0
2024-11-01,755.0,5547.0,5547.0
2024-12-01,769.0,5675.0,5675.0
