measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,,,,,,,253168.0,2036889.0,2286889.0,0.0,0.0,0.0
2003-02-01,,,,,,,226344.0,1823061.0,2035561.0,0.0,0.0,0.0
2003-03-01,,,,,,,172940.0,2055153.0,2055153.0,73041.0,0.0,0.0
2003-04-01,,,,,,,143580.0,1690536.0,1690536.0,60892.0,96060.0,96297.0
2003-05-01,,,,,,,104190.0,1267879.0,1267879.0,37169.0,41732.0,41916.0
2003-06-01,,,,,,,155400.0,1920115.0,1920115.0,82691.0,187360.0,187566.0
2003-07-01,,,,,,,158720.0,1959706.0,1959706.0,88194.0,209766.0,209941.0
2003-08-01,,,,,,,151530.0,1864800.0,1864800.0,85394.0,207593.0,207727.0
2003-09-01,,,,,,,159200.0,1922663.0,1922663.0,80875.0,173414.0,173661.0
2003-10-01,,,,,,,162470.0,1930753.0,1930753.0,71517.0,108908.0,109183.0
2003-11-01,,,,,,,160430.0,1894456.0,1894456.0,64928.0,76793.0,77016.0
2003-12-01,,,,,,,168130.0,1991774.0,1991774.0,63842.0,72969.0,73213.0
2004-01-01,,,,,,,143909.2,1619312.76,1738343.14,51662.2,38864.06,38864.06
2004-02-01,,,,,,,163561.4,1871685.43,1922831.58,64111.18,58665.3,58665.3
2004-03-01,,,,,,,166034.9,1905116.84,2091297.84,71457.96,108496.38,108496.38
2004-04-01,,,,,,,135726.28,1566915.08,1717998.7,54953.41,49786.76,49786.76
2004-05-01,,,,,,,150959.16,1769055.9,1938463.08,74924.74,146129.28,146129.28
2004-06-01,,,,,,,148022.0,1730341.41,1833986.28,73905.27,151296.99,151296.99
