measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2019-12-01,124.0,1104.0,1104.0
2020-01-01,132.86,1165.0,1165.0
2020-02-01,180.096,1579.0,1579.0
2020-03-01,176.235,1545.0,1545.0
2020-04-01,222.105,1947.0,1947.0
2020-05-01,290.68,2548.0,2548.0
2020-06-01,289.459,2538.0,2538.0
2020-07-01,326.949,2866.0,2866.0
2020-08-01,270.868,2375.0,2375.0
2020-09-01,212.685,1865.0,1865.0
2020-10-01,196.591,1724.0,1724.0
2020-11-01,155.419,1363.0,1363.0
2020-12-01,123.053,1079.0,1079.0
2021-01-01,158.324,1400.0,1400.0
2021-02-01,207.402,1834.0,1834.0
2021-03-01,267.792,2368.0,2368.0
2021-04-01,335.205,2965.0,2965.0
2021-05-01,365.367,3231.0,3231.0
2021-06-01,354.915,3139.0,3139.0
2021-07-01,339.941,3006.0,3006.0
2021-08-01,334.367,2957.0,2957.0
2021-09-01,288.311,2550.0,2550.0
2021-10-01,239.968,2122.0,2122.0
2021-11-01,190.941,1689.0,1689.0
2021-12-01,130.467,1154.0,1154.0
2022-01-01,170.068,580.0,580.0
2022-02-01,202.858,692.0,692.0
2022-03-01,268.947,918.0,918.0
2022-04-01,303.381,1035.0,1035.0
2022-05-01,355.571,1213.0,1213.0
2022-06-01,370.239,1263.0,1263.0
2022-07-01,357.09,1218.0,1218.0
2022-08-01,331.555,1131.0,1131.0
2022-09-01,279.805,955.0,955.0
2022-10-01,257.782,880.0,880.0
2022-11-01,191.102,652.0,652.0
2022-12-01,133.602,456.0,456.0
2023-01-01,130.0,444.0,444.0
2023-02-01,171.0,583.0,583.0
2023-03-01,225.0,768.0,768.0
2023-04-01,334.0,1140.0,1140.0
2023-05-01,355.0,1211.0,1211.0
2023-06-01,369.0,1259.0,1259.0
2023-07-01,374.0,1276.0,1276.0
2023-08-01,316.0,1078.0,1078.0
2023-09-01,250.0,853.0,853.0
2023-10-01,222.0,757.0,757.0
2023-11-01,161.0,549.0,549.0
2023-12-01,112.0,382.0,382.0
2024-01-01,106.0,362.0,362.0
2024-02-01,154.0,525.0,525.0
2024-03-01,240.0,819.0,819.0
2024-04-01,307.0,1047.0,1047.0
2024-05-01,365.0,1245.0,1245.0
2024-06-01,358.0,1221.0,1221.0
2024-07-01,353.0,1204.0,1204.0
2024-08-01,311.0,1061.0,1061.0
2024-09-01,255.0,870.0,870.0
2024-10-01,199.0,679.0,679.0
2024-11-01,138.0,471.0,471.0
2024-12-01,99.0,338.0,338.0
