measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2024-01-01,104.0,355.0,355.0
2024-02-01,155.0,529.0,529.0
2024-03-01,204.0,696.0,696.0
2024-04-01,198.0,676.0,676.0
2024-05-01,217.0,740.0,740.0
2024-06-01,258.0,880.0,880.0
2024-07-01,265.0,904.0,904.0
2024-08-01,260.0,887.0,887.0
2024-09-01,194.0,662.0,662.0
2024-10-01,211.0,720.0,720.0
2024-11-01,124.0,423.0,423.0
2024-12-01,96.0,328.0,328.0
