measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2022-02-01,19.431,270.0,270.0
2022-03-01,15.473,215.0,215.0
2022-04-01,16.129,224.0,224.0
2022-05-01,23.827,331.0,331.0
2022-06-01,29.004,402.0,402.0
2022-07-01,34.178,474.0,474.0
2022-08-01,34.356,476.0,476.0
2022-09-01,28.96,402.0,402.0
2022-10-01,22.382,311.0,311.0
2022-11-01,20.979,292.0,292.0
2022-12-01,23.281,323.0,323.0
2023-01-01,19.792,276.0,276.0
2023-02-01,18.666,259.0,259.0
2023-03-01,18.422,256.0,256.0
2023-04-01,17.792,247.0,247.0
2023-05-01,25.401,353.0,353.0
2023-06-01,29.343,408.0,408.0
2023-07-01,32.18,448.0,448.0
2023-08-01,35.42,492.0,492.0
2023-09-01,29.839,415.0,415.0
2023-10-01,22.025,306.0,306.0
2023-11-01,20.421,283.0,283.0
2023-12-01,21.699,301.0,301.0
2024-01-01,15.121,238.0,238.0
2024-02-01,10.439,166.0,166.0
2024-03-01,11.847,188.0,188.0
2024-04-01,11.13,176.0,176.0
2024-05-01,14.871,235.0,235.0
2024-06-01,16.778,266.0,266.0
2024-07-01,18.135,288.0,288.0
2024-08-01,20.492,325.0,325.0
2024-09-01,17.003,270.0,270.0
2024-10-01,14.728,234.0,234.0
2024-11-01,11.799,187.0,187.0
2024-12-01,12.657,200.0,200.0
