measured_on,"Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-01-01,1548.815,18159.98,103756.75
2004-02-01,1349.098,15818.29,90377.49
2004-03-01,1462.25,17145.0,97957.64
2004-04-01,1752.8890000000001,20552.78,117427.94
2004-05-01,1466.057,17189.64,98212.74
2004-06-01,1838.705,21558.97,123176.83
2004-07-01,1997.362,23419.24,133805.33
2004-08-01,1871.932,21948.57,125402.69
2004-09-01,1822.7520000000002,21371.93,122108.07
2004-10-01,1314.62,15414.03,88067.75
2004-11-01,1741.856,20423.41,116688.77
2004-12-01,1748.7330000000002,20504.04,117149.4
2005-01-01,1443.86,16929.39,99539.64
2005-02-01,1299.429,15235.92,89582.49
2005-03-01,1387.159,16264.56,95630.58
2005-04-01,1366.1580000000001,16018.32,94182.75
2005-05-01,1368.25,16042.85,94327.02
2005-06-01,1416.757,16611.61,97671.15
2005-07-01,1476.559,17312.78,101793.87
2005-08-01,1458.2060000000001,17097.59,100528.56
2005-09-01,1407.124,16498.65,97007.04
2005-10-01,1436.175,16839.28,99009.81
2005-11-01,1391.575,16316.33,95935.05
2005-12-01,1417.048,16615.01,97691.13
2006-01-01,237.33800000000002,2782.82,36950.13
2006-02-01,205.603,2410.7,32009.31
2006-03-01,218.46900000000002,2561.57,34012.44
2006-04-01,218.393,2560.67,34000.56
2006-05-01,216.925,2543.48,33772.14
2006-06-01,222.607,2610.09,34656.57
2006-07-01,242.31300000000002,2841.15,37724.67
2006-08-01,237.59400000000002,2785.81,36989.91
2006-09-01,228.757,2682.2,35614.08
2006-10-01,218.126,2557.54,33959.07
2006-11-01,216.942,2543.67,33774.75
2006-12-01,232.562,2726.81,36206.46
2009-01-01,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0
2010-01-01,585.0,68796.0,68796.0
2010-02-01,1350.0,41860.0,41860.0
2010-03-01,4885.0,156940.0,156940.0
2010-04-01,8648.0,273490.0,273490.0
2010-05-01,6903.0,233884.0,233884.0
2010-06-01,6704.0,218456.0,218456.0
2010-07-01,10103.0,286258.0,286258.0
2010-08-01,10685.0,289786.0,289786.0
2010-09-01,9860.0,253512.0,253512.0
2010-10-01,8647.0,240436.0,240436.0
2010-11-01,10823.0,294966.0,294966.0
2010-12-01,8696.477,229824.0,229824.0
2011-01-01,9020.0,197449.0,197449.0
2011-02-01,7874.0,162268.0,162268.0
2011-03-01,9443.0,208146.0,208146.0
2011-04-01,7162.0,157078.0,157078.0
2011-05-01,9528.0,207494.0,207494.0
2011-06-01,8433.0,188452.0,188452.0
2011-07-01,9236.0,177339.0,177339.0
2011-08-01,7071.0,134934.0,134934.0
2011-09-01,10433.0,201226.0,201226.0
2011-10-01,9345.0,180036.0,180036.0
2011-11-01,9994.0,192453.0,192453.0
2011-12-01,9485.0,179323.0,179323.0
2012-01-01,10328.0,196468.0,196468.0
2012-02-01,10306.0,197834.0,197834.0
2012-03-01,11265.0,217708.0,217708.0
2012-04-01,9286.0,176974.0,176974.0
2012-05-01,11540.0,221436.0,221436.0
2012-06-01,11582.0,222768.0,222768.0
2012-07-01,9411.0,179051.0,179051.0
2012-08-01,9863.0,184630.0,184630.0
2012-09-01,9735.0,185801.0,185801.0
2012-10-01,9326.0,177443.0,177443.0
2012-11-01,11251.0,215449.0,215449.0
2012-12-01,11531.0,222322.0,222322.0
2013-01-01,11277.0,216717.0,216717.0
2013-02-01,10346.0,198384.0,198384.0
2013-03-01,10718.0,204933.0,204933.0
2013-04-01,7823.0,150737.0,150737.0
2013-05-01,10007.0,192185.0,192185.0
2013-06-01,8814.0,167515.0,167515.0
2013-07-01,10244.0,194831.0,194831.0
2013-08-01,10463.0,199225.0,199225.0
2013-09-01,11106.0,212427.0,212427.0
2013-10-01,9212.0,175338.0,175338.0
2013-11-01,11192.0,214355.0,214355.0
2013-12-01,10721.0,205462.0,205462.0
2014-01-01,11177.0,213942.0,213942.0
2014-02-01,8428.0,160937.0,160937.0
2014-03-01,5634.0,107754.0,107754.0
2014-04-01,7405.0,136652.0,136652.0
2014-05-01,8856.0,169419.0,169419.0
2014-06-01,8594.0,164227.0,164227.0
2014-07-01,8626.0,173734.0,173734.0
2014-08-01,9034.0,182008.0,182008.0
2014-09-01,8388.0,168844.0,168844.0
2014-10-01,7893.0,158925.0,158925.0
2014-11-01,8946.0,180115.0,180115.0
2014-12-01,9451.0,190278.0,190278.0
2015-01-01,8184.0,164241.0,164241.0
2015-02-01,8419.0,169861.0,169861.0
2015-03-01,8789.0,176397.0,176397.0
2015-04-01,8246.0,165300.0,165300.0
2015-05-01,6913.0,138513.0,138513.0
2015-06-01,8784.0,176610.0,176610.0
2015-07-01,9332.0,188547.0,188547.0
2015-08-01,9381.0,189718.0,189718.0
2015-09-01,8923.0,173880.0,173880.0
2015-10-01,7311.0,144094.0,144094.0
2015-11-01,9186.0,178842.0,178842.0
2015-12-01,9024.0,182738.0,182738.0
2016-01-01,9251.0,180379.0,180379.0
2016-02-01,8605.0,167279.0,167279.0
2016-03-01,5636.0,110100.0,110100.0
2016-04-01,0.0,0.0,0.0
2016-05-01,1343.0,26303.0,26303.0
2016-06-01,8392.0,164827.0,164827.0
2016-07-01,9737.0,191338.0,191338.0
2016-08-01,10802.0,212157.0,212157.0
2016-09-01,9714.0,190392.0,190392.0
2016-10-01,10798.0,207107.0,207107.0
2016-11-01,11764.0,227826.0,227826.0
2016-12-01,10799.0,211928.0,211928.0
2017-01-01,10497.0,206294.0,206294.0
2017-02-01,10404.0,203782.0,203782.0
2017-03-01,10960.0,214600.0,214600.0
2017-04-01,7638.0,149630.0,149630.0
2017-05-01,9937.0,181191.0,181191.0
2017-06-01,10444.0,190588.0,190588.0
2017-07-01,10270.0,186689.0,186689.0
2017-08-01,10820.0,196966.0,196966.0
2017-09-01,4476.0,89307.0,89307.0
2017-10-01,10777.0,213482.0,213482.0
2017-11-01,10279.0,214430.0,214430.0
2017-12-01,10359.0,199988.0,199988.0
2018-01-01,10000.0,188741.0,188741.0
2018-02-01,5911.0,111593.0,111593.0
2018-03-01,0.0,0.0,0.0
2018-04-01,9199.0,174041.0,174041.0
2018-05-01,10661.0,201268.0,201268.0
2018-06-01,9853.0,186004.0,186004.0
2018-07-01,9193.0,173754.0,173754.0
2018-08-01,9414.0,177509.0,177509.0
2018-09-01,8453.0,159706.0,159706.0
2018-10-01,7690.0,145380.0,145380.0
2018-11-01,8740.0,165338.0,165338.0
2018-12-01,7759.0,145049.0,145049.0
2019-01-01,7411.0,136423.0,136423.0
2019-02-01,7359.0,129766.0,129766.0
2019-03-01,4390.0,78486.0,78486.0
2019-04-01,7863.0,140650.0,140650.0
2019-05-01,11990.0,213920.0,213920.0
2019-06-01,10658.0,191826.0,191826.0
2019-07-01,12046.0,218285.0,218285.0
2019-08-01,12401.0,224890.0,224890.0
2019-09-01,11511.0,207564.0,207564.0
2019-10-01,8648.0,156339.0,156339.0
2019-11-01,11867.0,215687.0,215687.0
2019-12-01,11640.0,210422.0,210422.0
2020-01-01,11479.0,205935.0,205935.0
2020-02-01,8126.0,145913.0,145913.0
2020-03-01,10561.0,189802.0,189802.0
2020-04-01,3463.0,62328.0,62328.0
2020-05-01,11333.0,203657.0,203657.0
2020-06-01,11215.0,204416.0,204416.0
2020-07-01,11339.0,205811.0,205811.0
2020-08-01,10415.0,189180.0,189180.0
2020-09-01,11796.0,211897.0,211897.0
2020-10-01,10020.0,180974.0,180974.0
2020-11-01,10789.0,193671.0,193671.0
2020-12-01,9885.0,176378.0,176378.0
2021-01-01,10567.0,157755.0,157755.0
2021-02-01,8276.0,126677.0,126677.0
2021-03-01,11281.0,168203.0,168203.0
2021-04-01,10923.0,146935.0,146935.0
2021-05-01,9685.0,140147.0,140147.0
