measured_on,"Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2021-06-01,10370.0,151677.0,151677.0
2021-07-01,8488.0,130780.0,130780.0
2021-08-01,9644.0,141879.0,141879.0
2021-09-01,8040.0,120614.0,120614.0
2021-10-01,10772.0,154354.0,154354.0
2021-11-01,10349.0,140945.0,140945.0
2021-12-01,8299.0,116248.0,116248.0
2022-01-01,8803.0,137052.0,137052.0
2022-02-01,8702.0,134183.0,134183.0
2022-03-01,5164.0,80325.0,80325.0
2022-04-01,9145.0,142672.0,142672.0
2022-05-01,10312.0,159256.0,159256.0
2022-06-01,9626.0,149789.0,149789.0
2022-07-01,10484.0,162136.0,162136.0
2022-08-01,11940.0,184246.0,184246.0
2022-09-01,11222.0,174669.0,174669.0
2022-10-01,8329.0,129341.0,129341.0
2022-11-01,11189.0,173350.0,173350.0
2022-12-01,9258.0,143820.0,143820.0
2023-01-01,9946.0,80655.0,80655.0
2023-02-01,10313.0,82650.0,82650.0
2023-03-01,10367.0,83198.0,83198.0
2023-04-01,8514.0,68850.0,68850.0
2023-05-01,11704.0,94088.0,94088.0
2023-06-01,11244.0,91223.0,91223.0
2023-07-01,11046.0,89415.0,89415.0
2023-08-01,11068.0,89565.0,89565.0
2023-09-01,10250.0,82500.0,82500.0
2023-10-01,9129.0,74250.0,74250.0
2023-11-01,10670.0,85590.0,85590.0
2023-12-01,9654.0,77858.0,77858.0
2024-01-01,8357.0,131288.0,131288.0
2024-02-01,3807.0,59723.0,59723.0
2024-03-01,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0
