measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-01-01,20.918,313.0,313.0
2021-02-01,20.342,306.0,306.0
2021-03-01,15.853,239.0,239.0
2021-04-01,18.059,272.0,272.0
2021-05-01,20.671,311.0,311.0
2021-06-01,28.137,424.0,424.0
2021-07-01,30.997,467.0,467.0
2021-08-01,31.61,476.0,476.0
2021-09-01,26.711,402.0,402.0
2021-10-01,22.602,341.0,341.0
2021-11-01,18.591,280.0,280.0
2021-12-01,19.509,294.0,294.0
2022-01-01,18.299,282.0,282.0
2022-02-01,16.291,253.0,253.0
2022-03-01,12.973,202.0,202.0
2022-04-01,13.523,210.0,210.0
2022-05-01,19.978,310.0,310.0
2022-06-01,24.318,378.0,378.0
2022-07-01,28.656,445.0,445.0
2022-08-01,28.806,448.0,448.0
2022-09-01,24.281,377.0,377.0
2022-10-01,18.766,292.0,292.0
2022-11-01,17.589,274.0,274.0
2022-12-01,19.52,304.0,304.0
2023-01-01,21.763,314.0,314.0
2023-02-01,20.527,295.0,295.0
2023-03-01,20.258,292.0,292.0
2023-04-01,19.565,282.0,282.0
2023-05-01,27.933,402.0,402.0
2023-06-01,32.267,464.0,464.0
2023-07-01,35.387,510.0,510.0
2023-08-01,38.95,562.0,562.0
2023-09-01,32.813,473.0,473.0
2023-10-01,24.22,349.0,349.0
2023-11-01,22.456,324.0,324.0
2023-12-01,23.861,343.0,343.0
2024-01-01,21.946,367.0,367.0
2024-02-01,15.152,252.0,252.0
2024-03-01,17.195,286.0,286.0
2024-04-01,16.155,269.0,269.0
2024-05-01,21.585,359.0,359.0
2024-06-01,24.352,406.0,406.0
2024-07-01,26.322,438.0,438.0
2024-08-01,29.742,494.0,494.0
2024-09-01,24.678,410.0,410.0
2024-10-01,21.377,355.0,355.0
2024-11-01,17.125,284.0,284.0
2024-12-01,18.371,306.0,306.0
