measured_on,"Wind - Wind Turbine, Onshore - Wind - Generation","Wind - Wind Turbine, Onshore - Wind - Quantity Consumed For Electricity","Wind - Wind Turbine, Onshore - Wind - Total Fuel Consumed"
2009-06-01,32563.0,317815.0,317815.0
2009-07-01,23313.0,227535.0,227535.0
2009-08-01,22480.0,219405.0,219405.0
2009-09-01,20189.0,197045.0,197045.0
2009-10-01,18045.0,176119.0,176119.0
2009-11-01,13118.0,128032.0,128032.0
2009-12-01,5465.0,53338.0,53338.0
2010-01-01,6875.0,67073.0,67073.0
2010-02-01,10298.0,100467.0,100467.0
2010-03-01,26913.0,262563.0,262563.0
2010-04-01,28997.0,282895.0,282895.0
2010-05-01,39279.0,383206.0,383206.0
2010-06-01,50935.0,496922.0,496922.0
2010-07-01,36980.0,360777.0,360777.0
2010-08-01,28310.0,276192.0,276192.0
2010-09-01,19921.0,194349.0,194349.0
2010-10-01,19297.0,188262.0,188262.0
2010-11-01,18355.0,179071.0,179071.0
2010-12-01,20549.0,200476.0,200476.0
2011-01-01,14418.0,140085.0,140085.0
2011-02-01,18410.0,178872.0,178872.0
2011-03-01,33904.0,329411.0,329411.0
2011-04-01,43833.0,425881.0,425881.0
2011-05-01,37483.0,364185.0,364185.0
2011-06-01,33791.0,328313.0,328313.0
2011-07-01,24225.0,235370.0,235370.0
2011-08-01,25968.0,252305.0,252305.0
2011-09-01,10767.0,104612.0,104612.0
2011-10-01,16129.0,156709.0,156709.0
2011-11-01,17084.0,165988.0,165988.0
2011-12-01,10108.0,98209.0,98209.0
2012-01-01,18265.0,173810.0,173810.0
2012-02-01,19679.0,187265.0,187265.0
2012-03-01,25223.0,240022.0,240022.0
2012-04-01,29374.0,279523.0,279523.0
2012-05-01,44078.0,419446.0,419446.0
2012-06-01,34369.0,327055.0,327055.0
2012-07-01,20690.0,196886.0,196886.0
2012-08-01,19616.0,186666.0,186666.0
2012-09-01,12620.0,120092.0,120092.0
2012-10-01,25166.0,239480.0,239480.0
2012-11-01,11955.0,113764.0,113764.0
2012-12-01,20940.0,199265.0,199265.0
2013-01-01,11454.0,109283.0,109283.0
2013-02-01,17584.0,167769.0,167769.0
2013-03-01,32042.0,305713.0,305713.0
2013-04-01,35522.0,338915.0,338915.0
2013-05-01,31585.0,301352.0,301352.0
2013-06-01,32764.0,312601.0,312601.0
2013-07-01,24063.0,229585.0,229585.0
2013-08-01,23362.0,222897.0,222897.0
2013-09-01,24701.0,235672.0,235672.0
2013-10-01,17891.0,170698.0,170698.0
2013-11-01,13951.0,133106.0,133106.0
2013-12-01,9024.0,86098.0,86098.0
2014-01-01,15274.0,145256.0,145256.0
2014-02-01,24209.0,230228.0,230228.0
2014-03-01,24849.0,236314.0,236314.0
2014-04-01,32344.0,307591.0,307591.0
2014-05-01,33371.0,317358.0,317358.0
2014-06-01,41241.0,392202.0,392202.0
2014-07-01,25092.0,238625.0,238625.0
2014-08-01,23315.0,221726.0,221726.0
2014-09-01,16876.0,160491.0,160491.0
2014-10-01,15079.0,143401.0,143401.0
2014-11-01,18450.0,175460.0,175460.0
2014-12-01,13165.0,125199.0,125199.0
2015-01-01,3056.0,28479.0,28479.0
2015-02-01,11853.0,110458.0,110458.0
2015-03-01,15244.0,142059.0,142059.0
2015-04-01,26311.0,245192.0,245192.0
2015-05-01,12573.0,117168.0,117168.0
2015-06-01,25057.0,233506.0,233506.0
2015-07-01,24723.0,230394.0,230394.0
2015-08-01,1392.0,12972.0,12972.0
2015-09-01,2143.0,19971.0,19971.0
2015-10-01,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0
2016-01-01,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0
2016-04-01,13308.0,122859.0,122859.0
2016-05-01,26178.0,241675.0,241675.0
2016-06-01,16270.0,150205.0,150205.0
2016-07-01,28812.0,265992.0,265992.0
2016-08-01,0.0,0.0,0.0
2016-09-01,6712.0,61965.0,61965.0
2016-10-01,19288.0,178067.0,178067.0
2016-11-01,12870.0,118816.0,118816.0
2016-12-01,18171.0,167755.0,167755.0
2017-01-01,16302.424,150194.0,150194.0
2017-02-01,15010.059,138288.0,138288.0
2017-03-01,19069.566,175688.0,175688.0
2017-04-01,24222.161,223159.0,223159.0
2017-05-01,32886.079,302979.0,302979.0
2017-06-01,32771.572,301924.0,301924.0
2017-07-01,28352.386,261211.0,261211.0
2017-08-01,32822.62,302395.0,302395.0
2017-09-01,24325.897,224114.0,224114.0
2017-10-01,16748.275,154302.0,154302.0
2017-11-01,8944.918,82410.0,82410.0
2017-12-01,4632.043,42675.0,42675.0
2018-01-01,8639.228,78652.0,78652.0
2018-02-01,18058.936,164409.0,164409.0
2018-03-01,21606.147,196702.0,196702.0
2018-04-01,25140.814,228882.0,228882.0
2018-05-01,39279.31,357599.0,357599.0
2018-06-01,36318.06,330640.0,330640.0
2018-07-01,31879.364,290230.0,290230.0
2018-08-01,33492.732,304918.0,304918.0
2018-09-01,25629.515,233331.0,233331.0
2018-10-01,20947.671,190708.0,190708.0
2018-11-01,13003.004,118379.0,118379.0
2018-12-01,11298.219,102859.0,102859.0
2019-01-01,10090.785,89858.0,89858.0
2019-02-01,19781.321,176153.0,176153.0
2019-03-01,20583.931,183300.0,183300.0
2019-04-01,27688.183,246563.0,246563.0
2019-05-01,34500.971,307231.0,307231.0
2019-06-01,29343.405,261303.0,261303.0
2019-07-01,31405.653,279667.0,279667.0
2019-08-01,27568.286,245496.0,245496.0
2019-09-01,22705.628,202194.0,202194.0
2019-10-01,16455.877,146540.0,146540.0
2019-11-01,8769.697,78094.0,78094.0
2019-12-01,8929.263,79515.0,79515.0
2020-01-01,14563.893,127682.0,127682.0
2020-02-01,14928.983,130882.0,130882.0
2020-03-01,21641.622,189732.0,189732.0
2020-04-01,29177.667,255801.0,255801.0
2020-05-01,29772.459,261015.0,261015.0
2020-06-01,33017.688,289466.0,289466.0
2020-07-01,32417.947,284208.0,284208.0
2020-08-01,27619.43,242140.0,242140.0
2020-09-01,15290.213,134049.0,134049.0
2020-10-01,16659.125,146051.0,146051.0
2020-11-01,12748.64,111767.0,111767.0
2020-12-01,12519.333,109757.0,109757.0
2021-01-01,11233.664,99351.0,99351.0
2021-02-01,16430.826,145314.0,145314.0
2021-03-01,19212.565,169916.0,169916.0
2021-04-01,25718.847,227457.0,227457.0
2021-05-01,28411.823,251274.0,251274.0
2021-06-01,25037.371,221431.0,221431.0
2021-07-01,20341.486,179900.0,179900.0
2021-08-01,21421.349,189450.0,189450.0
2021-09-01,16865.768,149161.0,149161.0
2021-10-01,12883.142,113939.0,113939.0
2021-11-01,7670.327,67836.0,67836.0
2021-12-01,10475.832,92648.0,92648.0
2022-01-01,4981.47,16997.0,16997.0
2022-02-01,6603.197,22530.0,22530.0
2022-03-01,11413.366,38942.0,38942.0
2022-04-01,14704.439,50172.0,50172.0
2022-05-01,16983.16,57947.0,57947.0
2022-06-01,14102.068,48116.0,48116.0
2022-07-01,14485.559,49425.0,49425.0
2022-08-01,11248.599,38380.0,38380.0
2022-09-01,8390.631,28629.0,28629.0
2022-10-01,6682.587,22801.0,22801.0
2022-11-01,6904.285,23557.0,23557.0
2022-12-01,6685.639,22811.0,22811.0
2023-01-01,3870.0,13204.0,13204.0
2023-02-01,2505.0,8547.0,8547.0
2023-03-01,5446.0,18582.0,18582.0
2023-04-01,7196.0,24553.0,24553.0
2023-05-01,6817.0,23260.0,23260.0
2023-06-01,5671.0,19349.0,19349.0
2023-07-01,7502.0,25597.0,25597.0
2023-08-01,4100.0,13989.0,13989.0
2023-09-01,4064.0,13866.0,13866.0
2023-10-01,5160.0,17606.0,17606.0
2023-11-01,3769.0,12860.0,12860.0
2023-12-01,4907.0,16743.0,16743.0
2024-01-01,8630.0,29446.0,29446.0
2024-02-01,9286.0,31684.0,31684.0
2024-03-01,20845.0,71123.0,71123.0
2024-04-01,19724.0,67298.0,67298.0
2024-05-01,20796.0,70956.0,70956.0
2024-06-01,13190.0,45004.0,45004.0
2024-07-01,4784.0,16323.0,16323.0
