measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-03-01,13.759,194.0,194.0
2021-04-01,15.674,221.0,221.0
2021-05-01,17.941,252.0,252.0
2021-06-01,24.421,343.0,343.0
2021-07-01,26.903,378.0,378.0
2021-08-01,27.435,386.0,386.0
2021-09-01,23.183,326.0,326.0
2021-10-01,19.617,276.0,276.0
2021-11-01,16.135,227.0,227.0
2021-12-01,16.932,238.0,238.0
2022-01-01,24.774,379.0,379.0
2022-02-01,22.057,338.0,338.0
2022-03-01,17.564,270.0,270.0
2022-04-01,18.309,281.0,281.0
2022-05-01,27.048,415.0,415.0
2022-06-01,32.925,505.0,505.0
2022-07-01,38.798,595.0,595.0
2022-08-01,39.0,599.0,599.0
2022-09-01,32.875,504.0,504.0
2022-10-01,25.408,390.0,390.0
2022-11-01,23.814,365.0,365.0
2022-12-01,26.428,406.0,406.0
2023-01-01,21.56,331.0,331.0
2023-02-01,20.334,312.0,312.0
2023-03-01,20.068,308.0,308.0
2023-04-01,19.381,298.0,298.0
2023-05-01,27.671,425.0,425.0
2023-06-01,31.965,491.0,491.0
2023-07-01,35.056,539.0,539.0
2023-08-01,38.584,593.0,593.0
2023-09-01,32.505,499.0,499.0
2023-10-01,23.993,368.0,368.0
2023-11-01,22.245,342.0,342.0
2023-12-01,23.638,364.0,364.0
2024-01-01,20.477,342.0,342.0
2024-02-01,14.138,236.0,236.0
2024-03-01,16.044,268.0,268.0
2024-04-01,15.074,252.0,252.0
2024-05-01,20.14,336.0,336.0
2024-06-01,22.722,379.0,379.0
2024-07-01,24.56,410.0,410.0
2024-08-01,27.752,463.0,463.0
2024-09-01,23.026,384.0,384.0
2024-10-01,19.946,334.0,334.0
2024-11-01,15.979,266.0,266.0
2024-12-01,17.142,287.0,287.0
