measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2024-01-01,286.0,976.0,976.0
2024-02-01,344.0,1174.0,1174.0
2024-03-01,455.0,1552.0,1552.0
2024-04-01,526.0,1795.0,1795.0
2024-05-01,131.0,447.0,447.0
2024-06-01,300.0,1024.0,1024.0
2024-07-01,532.0,1815.0,1815.0
2024-08-01,495.0,1689.0,1689.0
2024-09-01,450.0,1535.0,1535.0
2024-10-01,408.0,1392.0,1392.0
2024-11-01,333.0,1136.0,1136.0
2024-12-01,268.0,914.0,914.0
