measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-01-01,21.224,298.0,298.0
2021-02-01,20.638,289.0,289.0
2021-03-01,16.085,226.0,226.0
2021-04-01,18.323,257.0,257.0
2021-05-01,20.973,294.0,294.0
2021-06-01,28.548,401.0,401.0
2021-07-01,31.449,442.0,442.0
2021-08-01,32.072,450.0,450.0
2021-09-01,27.101,380.0,380.0
2021-10-01,22.932,322.0,322.0
2021-11-01,18.862,265.0,265.0
2021-12-01,19.793,277.0,277.0
2022-01-01,24.399,355.0,355.0
2022-02-01,21.721,316.0,316.0
2022-03-01,17.297,252.0,252.0
2022-04-01,18.031,263.0,263.0
2022-05-01,26.637,388.0,388.0
2022-06-01,32.424,472.0,472.0
2022-07-01,38.209,556.0,556.0
2022-08-01,38.407,559.0,559.0
2022-09-01,32.375,472.0,472.0
2022-10-01,25.022,364.0,364.0
2022-11-01,23.452,341.0,341.0
2022-12-01,26.026,379.0,379.0
2023-01-01,21.899,318.0,318.0
2023-02-01,20.655,300.0,300.0
2023-03-01,20.385,296.0,296.0
2023-04-01,19.687,286.0,286.0
2023-05-01,28.107,408.0,408.0
2023-06-01,32.469,472.0,472.0
2023-07-01,35.608,517.0,517.0
2023-08-01,39.193,569.0,569.0
2023-09-01,33.018,480.0,480.0
2023-10-01,24.372,354.0,354.0
2023-11-01,22.596,329.0,329.0
2023-12-01,24.011,349.0,349.0
2024-01-01,19.527,310.0,310.0
2024-02-01,13.482,215.0,215.0
2024-03-01,15.299,244.0,244.0
2024-04-01,14.374,228.0,228.0
2024-05-01,19.205,305.0,305.0
2024-06-01,21.667,344.0,344.0
2024-07-01,23.42,372.0,372.0
2024-08-01,26.464,421.0,421.0
2024-09-01,21.958,349.0,349.0
2024-10-01,19.02,302.0,302.0
2024-11-01,15.238,242.0,242.0
2024-12-01,16.346,260.0,260.0
