measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,2.696,31.0,31.0,0.0,0.0,0.0
2003-02-01,2.434,28.0,28.0,0.0,0.0,0.0
2003-03-01,2.3320000000000003,27.0,27.0,0.0,0.0,0.0
2003-04-01,1.961,23.0,23.0,0.0,0.0,0.0
2003-05-01,2.271,26.0,26.0,0.0,0.0,0.0
2003-06-01,2.56,30.0,30.0,0.0,0.0,0.0
2003-07-01,3.0010000000000003,35.0,35.0,0.0,0.0,0.0
2003-08-01,3.059,35.0,35.0,0.0,0.0,0.0
2003-09-01,2.3160000000000003,27.0,27.0,0.0,0.0,0.0
2003-10-01,2.278,26.0,26.0,0.0,0.0,0.0
2003-11-01,2.382,28.0,28.0,0.0,0.0,0.0
2003-12-01,2.7110000000000003,31.0,31.0,0.0,0.0,0.0
2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-01,1.15,13.0,13.0,0.0,0.0,0.0
2004-04-01,0.08800000000000001,1.0,1.0,0.0,0.0,0.0
2004-05-01,0.442,5.0,5.0,0.0,0.0,0.0
2004-06-01,0.35400000000000004,4.0,4.0,0.0,0.0,0.0
2004-07-01,2.654,29.0,29.0,0.0,0.0,0.0
2004-08-01,13.977,154.0,154.0,0.0,0.0,0.0
2004-09-01,0.442,5.0,5.0,0.0,0.0,0.0
2004-10-01,1.7690000000000001,19.0,19.0,0.0,0.0,0.0
2004-11-01,2.035,22.0,22.0,0.0,0.0,0.0
2004-12-01,0.08800000000000001,1.0,1.0,0.0,0.0,0.0
2005-01-01,37.675,352.4,352.4,0.0,0.0,0.0
2005-02-01,12.944,121.08,121.08,0.0,0.0,0.0
2005-03-01,14.347000000000001,134.2,134.2,0.0,0.0,0.0
2005-04-01,17.378,162.55,162.55,0.0,0.0,0.0
2005-05-01,16.14,150.97,150.97,0.0,0.0,0.0
2005-06-01,20.948,195.94,195.94,0.0,0.0,0.0
2005-07-01,21.322000000000003,199.45,199.45,0.0,0.0,0.0
