measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2019-01-01,-27.456,0.0,0.0
2019-02-01,-18.881,0.0,0.0
2019-03-01,-18.577,0.0,0.0
2019-04-01,-18.488,0.0,0.0
2019-05-01,-25.13,0.0,0.0
2019-06-01,-24.371,0.0,0.0
2019-07-01,-22.11,0.0,0.0
2019-08-01,-25.729,0.0,0.0
2019-09-01,-19.935,0.0,0.0
2019-10-01,-26.116,0.0,0.0
2019-11-01,-24.966,0.0,0.0
2019-12-01,-21.241,0.0,0.0
2020-01-01,-12.336,0.0,0.0
2020-02-01,-14.729,0.0,0.0
2020-03-01,-21.457,0.0,0.0
2020-04-01,-20.426,0.0,0.0
2020-05-01,-20.394,0.0,0.0
2020-06-01,-19.783,0.0,0.0
2020-07-01,-20.375,0.0,0.0
2020-08-01,-20.47,0.0,0.0
2020-09-01,-18.287,0.0,0.0
2020-10-01,-20.213,0.0,0.0
2020-11-01,-19.911,0.0,0.0
2020-12-01,-19.619,0.0,0.0
2021-01-01,-14.687,0.0,0.0
2021-02-01,-11.974,0.0,0.0
2021-03-01,-13.61,0.0,0.0
2021-04-01,-15.182,0.0,0.0
2021-05-01,-14.756,0.0,0.0
2021-06-01,-14.55,0.0,0.0
2021-07-01,-12.157,0.0,0.0
2021-08-01,-15.252,0.0,0.0
2021-09-01,-15.653,0.0,0.0
2021-10-01,-13.314,0.0,0.0
2021-11-01,-16.304,0.0,0.0
2021-12-01,-15.561,0.0,0.0
2022-01-01,-16.643,0.0,0.0
2022-02-01,-15.218,0.0,0.0
2022-03-01,-15.503,0.0,0.0
2022-04-01,-12.022,0.0,0.0
2022-05-01,-18.345,0.0,0.0
2022-06-01,-18.084,0.0,0.0
2022-07-01,-16.901,0.0,0.0
2022-08-01,-18.039,0.0,0.0
2022-09-01,-16.612,0.0,0.0
2022-10-01,-17.441,0.0,0.0
2022-11-01,-16.228,0.0,0.0
2022-12-01,-15.964,0.0,0.0
2023-01-01,-26.0,0.0,0.0
2023-02-01,-21.0,0.0,0.0
2023-03-01,-19.0,0.0,0.0
2023-04-01,-16.0,0.0,0.0
2023-05-01,-11.0,0.0,0.0
2023-06-01,-11.0,0.0,0.0
2023-07-01,-10.0,0.0,0.0
2023-08-01,-11.0,0.0,0.0
2023-09-01,-11.0,0.0,0.0
2023-10-01,-14.0,0.0,0.0
2023-11-01,-15.0,0.0,0.0
2023-12-01,-15.0,0.0,0.0
2024-01-01,-54.0,0.0,0.0
2024-02-01,-38.0,0.0,0.0
2024-03-01,-37.0,0.0,0.0
2024-04-01,-25.0,0.0,0.0
2024-05-01,-22.0,0.0,0.0
2024-06-01,-20.0,0.0,0.0
2024-07-01,-18.0,0.0,0.0
2024-08-01,-25.0,0.0,0.0
2024-09-01,-19.0,0.0,0.0
2024-10-01,-26.0,0.0,0.0
2024-11-01,-37.0,0.0,0.0
2024-12-01,-50.0,0.0,0.0
