measured_on,Wind Generation,Wind Quantity Consumed For Electricity,Wind Total Fuel Consumed
2006-01-01,1099.892,10910.0,10910.0
2006-02-01,894.125,8869.0,8869.0
2006-03-01,913.128,9057.0,9057.0
2006-04-01,917.697,9103.0,9103.0
2006-05-01,863.6980000000001,8567.0,8567.0
2006-06-01,579.491,5748.0,5748.0
2006-07-01,591.02,5862.0,5862.0
2006-08-01,511.505,5074.0,5074.0
2006-09-01,624.552,6195.0,6195.0
2006-10-01,886.4910000000001,8793.0,8793.0
2006-11-01,1001.101,9930.0,9930.0
2006-12-01,1076.299,10676.0,10676.0
2007-01-01,1275.848,12610.0,12610.0
2007-02-01,896.85,8864.0,8864.0
2007-03-01,1240.545,12262.0,12262.0
2007-04-01,1109.25,10964.0,10964.0
2007-05-01,1203.797,11898.0,11898.0
2007-06-01,752.37,7436.0,7436.0
2007-07-01,577.8580000000001,5712.0,5712.0
2007-08-01,451.983,4467.0,4467.0
2007-09-01,1031.583,10196.0,10196.0
2007-10-01,1062.75,10504.0,10504.0
2007-11-01,992.017,9805.0,9805.0
2007-12-01,825.149,8156.0,8156.0
2008-01-01,913.44,9001.0,9001.0
2008-02-01,741.347,7305.0,7305.0
2008-03-01,770.366,7591.0,7591.0
2008-04-01,1009.995,9952.0,9952.0
2008-05-01,926.5930000000001,9131.0,9131.0
2008-06-01,585.744,5772.0,5772.0
2008-07-01,521.807,5142.0,5142.0
2008-08-01,574.587,5662.0,5662.0
2008-09-01,815.539,8036.0,8036.0
2008-10-01,925.4730000000001,9120.0,9120.0
2008-11-01,1056.828,10414.0,10414.0
2008-12-01,1370.2810000000002,13503.0,13503.0
2009-01-01,874.6890000000001,8537.0,8537.0
2009-02-01,882.931,8617.0,8617.0
2009-03-01,962.773,9397.0,9397.0
2009-04-01,968.485,9452.0,9452.0
2009-05-01,852.923,8325.0,8325.0
2009-06-01,517.823,5054.0,5054.0
2009-07-01,465.369,4542.0,4542.0
2009-08-01,552.855,5396.0,5396.0
2009-09-01,451.75600000000003,4409.0,4409.0
2009-10-01,723.99,7066.0,7066.0
2009-11-01,710.871,6938.0,6938.0
2009-12-01,794.535,7755.0,7755.0
2010-01-01,866.945,8458.0,8458.0
2010-02-01,540.315,5271.0,5271.0
2010-03-01,883.938,8624.0,8624.0
2010-04-01,949.677,9265.0,9265.0
2010-05-01,866.6,8455.0,8455.0
2010-06-01,578.919,5648.0,5648.0
2010-07-01,528.058,5152.0,5152.0
2010-08-01,647.419,6316.0,6316.0
2010-09-01,677.2080000000001,6607.0,6607.0
2010-10-01,850.842,8301.0,8301.0
2010-11-01,994.851,9706.0,9706.0
2010-12-01,902.2280000000001,8802.0,8802.0
2011-01-01,691.06,6714.0,6714.0
2011-02-01,1019.263,9903.0,9903.0
2011-03-01,790.972,7685.0,7685.0
2011-04-01,933.88,9074.0,9074.0
2011-05-01,1026.927,9978.0,9978.0
2011-06-01,699.29,6794.0,6794.0
2011-07-01,429.372,4172.0,4172.0
2011-08-01,392.97,3818.0,3818.0
2011-09-01,517.732,5030.0,5030.0
2011-10-01,1052.195,10223.0,10223.0
2011-11-01,1158.803,11259.0,11259.0
2011-12-01,1052.536,10226.0,10226.0
2012-01-01,1160.395,11042.0,11042.0
2012-02-01,843.674,8028.0,8028.0
2012-03-01,995.256,9471.0,9471.0
2012-04-01,1089.184,10365.0,10365.0
2012-05-01,1061.152,10098.0,10098.0
2012-06-01,827.527,7875.0,7875.0
2012-07-01,542.955,5167.0,5167.0
2012-08-01,577.492,5495.0,5495.0
2012-09-01,709.72,6754.0,6754.0
2012-10-01,1135.51,10806.0,10806.0
2012-11-01,1058.118,10069.0,10069.0
2012-12-01,881.017,8384.0,8384.0
2013-01-01,117.913,1125.0,1125.0
2013-02-01,90.197,861.0,861.0
2013-03-01,96.317,919.0,919.0
2013-04-01,104.508,997.0,997.0
2013-05-01,102.354,977.0,977.0
2013-06-01,72.633,693.0,693.0
2013-07-01,66.48,634.0,634.0
2013-08-01,48.743,465.0,465.0
2013-09-01,79.276,756.0,756.0
2013-10-01,90.519,864.0,864.0
2013-11-01,121.39,1158.0,1158.0
2013-12-01,88.77,847.0,847.0
2015-01-01,996.403,9285.0,9285.0
2015-02-01,908.672,8468.0,8468.0
2015-03-01,993.315,9257.0,9257.0
2015-04-01,1030.898,9607.0,9607.0
2015-05-01,946.618,8822.0,8822.0
2015-06-01,528.992,4930.0,4930.0
2015-07-01,468.9,4370.0,4370.0
2015-08-01,622.44,5801.0,5801.0
2015-09-01,704.343,6564.0,6564.0
2015-10-01,950.595,8859.0,8859.0
2015-11-01,1156.628,10779.0,10779.0
2015-12-01,952.196,8874.0,8874.0
2016-01-01,869.878,8031.0,8031.0
2016-02-01,937.025,8651.0,8651.0
2016-03-01,895.732,8269.0,8269.0
2016-04-01,1132.091,10451.0,10451.0
2016-05-01,690.487,6375.0,6375.0
2016-06-01,666.248,6151.0,6151.0
2016-07-01,525.802,4854.0,4854.0
2016-08-01,436.611,4031.0,4031.0
2016-09-01,828.603,7650.0,7650.0
2016-10-01,947.438,8747.0,8747.0
2016-11-01,986.418,9107.0,9107.0
2016-12-01,1317.667,12165.0,12165.0
2017-01-01,768.357,7079.0,7079.0
2017-02-01,907.635,8362.0,8362.0
2017-03-01,916.447,8443.0,8443.0
2017-04-01,822.901,7581.0,7581.0
