measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2003-01-01,2560.74,32034.0,32034.0,65.66,828.0,828.0
2003-02-01,1911.98,26160.0,26160.0,87.22,1193.0,1193.0
2003-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-01,25.0,335.0,335.0,5765.0,78629.0,78629.0
2003-05-01,0.0,0.0,0.0,22792.0,294654.0,294654.0
2003-06-01,19.0,256.0,256.0,34832.0,470211.0,470211.0
2003-07-01,8.0,103.0,103.0,32272.0,421405.0,421405.0
2003-08-01,10.0,138.0,138.0,27672.26,375897.0,375897.0
2003-09-01,12.0,156.0,156.0,14551.04,193103.0,193103.0
2003-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-11-01,19.0,272.0,272.0,1526.84,21780.0,21780.0
2003-12-01,0.0,0.0,0.0,2335.34,32877.0,32877.0
2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-01,326.0,5750.0,5750.0,525.0,9248.0,9248.0
2004-03-01,323.0,5545.0,5545.0,578.0,9909.0,9909.0
2004-04-01,0.0,0.0,0.0,370.0,8167.0,8167.0
2004-05-01,10.0,128.0,128.0,19146.0,245301.0,245301.0
2004-06-01,137.0,1833.0,1833.0,21045.0,280660.0,280660.0
2004-07-01,9.0,122.0,122.0,30345.0,393861.0,393861.0
2004-08-01,0.0,0.0,0.0,27063.0,343198.0,343198.0
2004-09-01,0.0,0.0,0.0,10343.0,138199.0,138199.0
2004-10-01,0.0,0.0,0.0,4766.0,66729.0,66729.0
2004-11-01,0.0,0.0,0.0,936.0,14936.0,14936.0
2004-12-01,464.0,6931.0,6931.0,3364.0,50265.0,50265.0
2005-01-01,0.0,0.0,0.0,6137.0,87401.11,87401.11
2005-02-01,0.0,0.0,0.0,1187.0,12019.99,12019.99
2005-03-01,154.0,2349.0,2349.0,1142.0,17477.51,17477.51
2005-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-01,8.0,104.4,104.4,3461.0,45815.62,45815.62
2005-06-01,7.0,87.0,87.0,7556.0,99288.17,99288.17
2005-07-01,0.0,0.0,0.0,23875.0,302581.15,302581.15
2005-08-01,2521.0,31418.6,31418.6,43808.0,545912.64,545912.64
2005-09-01,0.0,0.0,0.0,30838.0,398896.36,398896.36
2005-10-01,0.0,0.0,0.0,8837.0,115715.79,115715.79
2005-11-01,0.0,0.0,0.0,2763.0,35556.54,35556.54
2005-12-01,2353.0,28617.2,28617.2,1045.0,12717.48,12717.48
2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-01,11.0,2535.0,2535.0,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0,118.0,4838.0,4838.0
2006-04-01,0.0,0.0,0.0,1080.0,17274.0,17274.0
2006-05-01,0.0,0.0,0.0,2930.0,37056.0,37056.0
2006-06-01,0.0,325.0,325.0,23017.0,285354.0,285354.0
2006-07-01,0.0,0.0,0.0,60434.0,754359.0,754359.0
2006-08-01,28.0,360.0,360.0,62261.0,786154.0,786154.0
2006-09-01,0.0,0.0,0.0,5305.0,73967.0,73967.0
2006-10-01,0.0,0.0,0.0,1573.0,24451.0,24451.0
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-01,0.0,1583.0,1583.0,0.0,86.0,86.0
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-01,-1.322,64.0,64.0,-63.678000000000004,3073.0,3073.0
2007-04-01,0.0,0.0,0.0,1087.0,15693.0,15693.0
2007-05-01,0.0,0.0,0.0,38291.0,488546.0,488546.0
2007-06-01,29.359,383.0,383.0,34534.641,450278.0,450278.0
2007-07-01,0.0,0.0,0.0,36239.0,463597.0,463597.0
2007-08-01,142.144,1821.0,1821.0,75060.856,961710.0,961710.0
2007-09-01,0.0,0.0,0.0,26310.0,341066.0,341066.0
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-01,16.82,2732.0,2732.0,8.18,1328.0,1328.0
2007-12-01,0.0,0.0,0.0,280.0,5788.0,5788.0
2008-01-01,796.212,11466.0,11466.0,1415.788,20388.0,20388.0
2008-02-01,-132.645,684.0,684.0,-15.355,79.0,79.0
2008-03-01,-86.5,0.0,0.0,-86.5,0.0,0.0
2008-04-01,-76.5,0.0,0.0,-76.5,0.0,0.0
2008-05-01,4.391,59.0,59.0,3027.609,40554.0,40554.0
2008-06-01,0.0,0.0,0.0,15352.0,196627.0,196627.0
2008-07-01,17.936,235.0,235.0,8251.064,108215.0,108215.0
2008-08-01,0.459,6.0,6.0,15044.541000000001,192588.0,192588.0
2008-09-01,0.0,0.0,0.0,4186.0,57219.0,57219.0
2008-10-01,-79.0,0.0,0.0,-79.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,990.0,18613.0,18613.0
2008-12-01,-95.5,0.0,0.0,-95.5,0.0,0.0
2009-01-01,187.78400000000002,6400.0,6400.0,9.216000000000001,314.0,314.0
2009-02-01,1341.135,18755.0,18755.0,369.865,5172.0,5172.0
2009-03-01,24.34,433.0,433.0,861.66,15325.0,15325.0
2009-04-01,0.0,0.0,0.0,511.0,8962.0,8962.0
2009-05-01,0.0,0.0,0.0,2980.0,38532.0,38532.0
2009-06-01,0.0,0.0,0.0,28543.0,349964.0,349964.0
2009-07-01,0.0,0.0,0.0,18800.0,238863.0,238863.0
2009-08-01,0.0,0.0,0.0,14890.0,190027.0,190027.0
2009-09-01,0.0,0.0,0.0,2160.0,30137.0,30137.0
2009-10-01,0.0,0.0,0.0,809.0,12352.0,12352.0
2009-11-01,-83.5,0.0,0.0,-83.5,0.0,0.0
2009-12-01,0.0,0.0,0.0,1972.0,26308.0,26308.0
2010-01-01,781.046,10132.0,10132.0,9901.954,128454.0,128454.0
2010-02-01,-5.025,0.0,0.0,-191.97500000000002,0.0,0.0
2010-03-01,-3.958,895.0,895.0,-7.042000000000001,1592.0,1592.0
2010-04-01,0.0,0.0,0.0,588.0,9887.0,9887.0
2010-05-01,-3.8770000000000002,0.0,0.0,-148.12300000000002,0.0,0.0
2010-06-01,0.0,0.0,0.0,7867.0,106124.0,106124.0
2010-07-01,0.0,0.0,0.0,28619.0,376256.0,376256.0
2010-08-01,0.0,0.0,0.0,37952.0,482712.0,482712.0
2010-09-01,0.0,0.0,0.0,4346.0,57765.0,57765.0
2010-10-01,0.0,0.0,0.0,2083.0,30582.0,30582.0
2010-11-01,-4.2090000000000005,0.0,0.0,-160.791,0.0,0.0
2010-12-01,0.0,0.0,0.0,14465.0,171231.0,171231.0
2011-01-01,0.0,0.0,0.0,865.0,13255.0,13255.0
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,1866.0,28187.0,28187.0
2011-04-01,0.0,0.0,0.0,-174.0,120.0,120.0
2011-05-01,0.0,0.0,0.0,13161.0,171796.0,171796.0
2011-06-01,0.0,0.0,0.0,22859.0,296229.0,296229.0
2011-07-01,0.0,0.0,0.0,1607.0,26331.0,26331.0
2011-08-01,0.0,0.0,0.0,54319.0,689983.0,689983.0
2011-09-01,0.0,0.0,0.0,5266.0,68299.0,68299.0
2011-10-01,0.0,0.0,0.0,52569.0,710693.0,710693.0
2011-11-01,0.0,0.0,0.0,60312.0,785624.0,785624.0
2011-12-01,0.0,0.0,0.0,5808.0,61880.0,61880.0
2012-01-01,0.0,0.0,0.0,-191.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,837.0,12150.0,12150.0
2012-03-01,0.0,0.0,0.0,-169.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,168.0,4811.0,4811.0
2012-05-01,0.0,0.0,0.0,732.0,15422.0,15422.0
2012-06-01,0.0,0.0,0.0,6873.0,91215.0,91215.0
