measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2022-06-01,0.901,16.0,16.0
2022-07-01,1.062,18.0,18.0
2022-08-01,1.067,18.0,18.0
2022-09-01,0.9,16.0,16.0
2022-10-01,0.695,12.0,12.0
2022-11-01,0.652,11.0,11.0
2022-12-01,0.723,12.0,12.0
2023-01-01,17.819,294.0,294.0
2023-02-01,16.806,276.0,276.0
2023-03-01,16.586,272.0,272.0
2023-04-01,16.019,264.0,264.0
2023-05-01,22.87,377.0,377.0
2023-06-01,26.419,434.0,434.0
2023-07-01,28.973,476.0,476.0
2023-08-01,31.89,524.0,524.0
2023-09-01,26.865,442.0,442.0
2023-10-01,19.83,326.0,326.0
2023-11-01,18.386,302.0,302.0
2023-12-01,19.537,322.0,322.0
2024-01-01,21.342,349.0,349.0
2024-02-01,14.735,241.0,241.0
2024-03-01,16.721,274.0,274.0
2024-04-01,15.71,257.0,257.0
2024-05-01,20.99,343.0,343.0
2024-06-01,23.68,388.0,388.0
2024-07-01,25.597,419.0,419.0
2024-08-01,28.922,473.0,473.0
2024-09-01,23.998,392.0,392.0
2024-10-01,20.787,340.0,340.0
2024-11-01,16.653,272.0,272.0
2024-12-01,17.865,293.0,293.0
