measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2020-08-01,5702.05,35934.0,35934.0
2020-09-01,4474.309,28197.0,28197.0
2020-10-01,3350.813,21117.0,21117.0
2020-11-01,3454.181,21768.0,21768.0
2020-12-01,3520.647,22187.0,22187.0
2021-01-01,4070.296,27295.0,27295.0
2021-02-01,3420.799,22940.0,22940.0
2021-03-01,3372.696,22618.0,22618.0
2021-04-01,2868.546,19237.0,19237.0
2021-05-01,3627.817,24328.0,24328.0
2021-06-01,5155.32,34572.0,34572.0
2021-07-01,5735.909,38466.0,38466.0
2021-08-01,6240.943,41852.0,41852.0
2021-09-01,4244.451,28464.0,28464.0
2021-10-01,4199.439,28162.0,28162.0
2021-11-01,4231.219,28375.0,28375.0
2021-12-01,4192.565,28116.0,28116.0
2022-01-01,3264.58,23262.0,23262.0
2022-02-01,3000.498,21382.0,21382.0
2022-03-01,3286.218,23418.0,23418.0
2022-04-01,3598.085,25640.0,25640.0
2022-05-01,4219.141,30066.0,30066.0
2022-06-01,4420.667,31502.0,31502.0
2022-07-01,5966.927,42520.0,42520.0
2022-08-01,5943.68,42355.0,42355.0
2022-09-01,4032.34,28735.0,28735.0
2022-10-01,3791.045,27015.0,27015.0
2022-11-01,3505.216,24978.0,24978.0
2022-12-01,3741.603,26663.0,26663.0
2023-01-01,3290.132,24067.0,24067.0
2023-02-01,2965.929,21696.0,21696.0
2023-03-01,2878.328,21055.0,21055.0
2023-04-01,2543.044,18603.0,18603.0
2023-05-01,2874.434,21027.0,21027.0
2023-06-01,3823.789,27971.0,27971.0
2023-07-01,5563.263,40696.0,40696.0
2023-08-01,4376.772,32016.0,32016.0
2023-09-01,3948.375,28883.0,28883.0
2023-10-01,3096.399,22650.0,22650.0
2023-11-01,3717.913,27197.0,27197.0
2023-12-01,3558.622,26032.0,26032.0
2024-01-01,3402.0,18004.0,18004.0
2024-02-01,3129.0,16293.0,16293.0
2024-03-01,3740.0,18363.0,18363.0
2024-04-01,3588.0,17486.0,17486.0
2024-05-01,3727.0,18117.0,18117.0
2024-06-01,3871.0,18487.0,18487.0
2024-07-01,3924.0,18892.0,18892.0
2024-08-01,4177.0,19590.0,19590.0
2024-09-01,4023.0,19223.0,19223.0
2024-10-01,4085.0,19794.0,19794.0
2024-11-01,3872.0,19592.0,19592.0
2024-12-01,4050.0,19643.0,19643.0
