measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,6316.0,64682.16,64682.16
2003-02-01,5775.0,59141.78,59141.78
2003-03-01,24825.0,254232.83,254232.83
2003-04-01,30692.0,314316.77,314316.77
2003-05-01,60500.0,619580.5,619580.5
2003-06-01,28471.0,291571.51,291571.51
2003-07-01,12226.0,125206.47,125206.47
2003-08-01,11484.0,117607.64,117607.64
2003-09-01,30945.0,316907.75,316907.75
2003-10-01,2849.0,29176.61,29176.61
2003-11-01,6546.0,67037.59,67037.59
2003-12-01,29844.0,305632.4,305632.4
2004-01-01,36821.0,369020.06,369020.06
2004-02-01,28502.0,285647.04,285647.04
2004-03-01,87197.0,873888.33,873888.33
2004-04-01,60386.0,605188.49,605188.49
2004-05-01,74768.0,749324.9,749324.9
2004-06-01,48018.0,481236.4,481236.4
2004-07-01,71208.0,713646.58,713646.58
2004-08-01,33421.0,334945.26,334945.26
2004-09-01,4823.0,48336.11,48336.11
2004-10-01,3164.0,31709.61,31709.61
2004-11-01,53736.0,538542.19,538542.19
2004-12-01,54094.0,542130.07,542130.07
2005-01-01,77686.0,776782.31,776782.31
2005-02-01,57014.0,570082.99,570082.99
2005-03-01,77686.0,776782.31,776782.31
2005-04-01,36404.0,364003.6,364003.6
2005-05-01,43232.0,432276.77,432276.77
2005-06-01,76320.0,763123.68,763123.68
2005-07-01,55784.0,557784.22,557784.22
2005-08-01,35239.0,352354.76,352354.76
2005-09-01,33751.0,337476.25,337476.25
2005-10-01,2517.0,25167.48,25167.48
2005-11-01,211.0,2109.79,2109.79
2005-12-01,670.0,6699.33,6699.33
2006-01-01,757.0,7509.0,7509.0
2006-02-01,1008.0,9998.0,9998.0
2006-03-01,2596.0,25750.0,25750.0
2006-04-01,6867.0,68114.0,68114.0
2006-05-01,57796.0,573279.0,573279.0
2006-06-01,15387.0,152624.0,152624.0
2006-07-01,3324.0,32971.0,32971.0
2006-08-01,9102.0,90283.0,90283.0
2006-09-01,732.0,7261.0,7261.0
2006-10-01,2083.0,20661.0,20661.0
2006-11-01,1893.0,18777.0,18777.0
2006-12-01,1441.0,14293.0,14293.0
2007-01-01,23297.0,230268.0,230268.0
2007-02-01,26849.0,265376.0,265376.0
2007-03-01,39295.0,388392.0,388392.0
2007-04-01,65226.0,644694.0,644694.0
2007-05-01,88337.0,873123.0,873123.0
2007-06-01,82045.0,810933.0,810933.0
2007-07-01,76299.0,754139.0,754139.0
