measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2019-01-01,0.0,0.0,0.0,1145.786,10203.0,10203.0
2019-02-01,0.0,0.0,0.0,1212.3,10796.0,10796.0
2019-03-01,0.0,0.0,0.0,1823.167,16235.0,16235.0
2019-04-01,0.0,0.0,0.0,2119.969,18878.0,18878.0
2019-05-01,0.0,0.0,0.0,2223.817,19803.0,19803.0
2019-06-01,0.0,0.0,0.0,2438.682,21716.0,21716.0
2019-07-01,0.0,0.0,0.0,2445.661,21779.0,21779.0
2019-08-01,0.0,0.0,0.0,2363.126,21044.0,21044.0
2019-09-01,0.0,0.0,0.0,2016.577,17958.0,17958.0
2019-10-01,0.0,0.0,0.0,1808.144,16102.0,16102.0
2019-11-01,0.0,0.0,0.0,1289.549,11483.0,11483.0
2019-12-01,0.0,0.0,0.0,995.222,8862.0,8862.0
2020-01-01,0.0,0.0,0.0,1086.747,9528.0,9528.0
2020-02-01,0.0,0.0,0.0,1343.414,11778.0,11778.0
2020-03-01,0.0,0.0,0.0,1506.134,13204.0,13204.0
2020-04-01,0.0,0.0,0.0,1933.242,16949.0,16949.0
2020-05-01,0.0,0.0,0.0,2227.215,19526.0,19526.0
2020-06-01,0.0,0.0,0.0,2115.167,18544.0,18544.0
2020-07-01,0.0,0.0,0.0,2079.223,18229.0,18229.0
2020-08-01,0.0,0.0,0.0,2229.551,19546.0,19546.0
2020-09-01,0.0,0.0,0.0,2253.816,19759.0,19759.0
2020-10-01,0.0,0.0,0.0,1741.066,15264.0,15264.0
2020-11-01,0.0,0.0,0.0,1521.121,13336.0,13336.0
2020-12-01,0.0,0.0,0.0,1582.304,13872.0,13872.0
2021-01-01,-159.33,0.0,0.0,1684.349,14896.0,14896.0
2021-02-01,-138.481,0.0,0.0,1531.609,13546.0,13546.0
2021-03-01,-156.203,0.0,0.0,1673.029,14796.0,14796.0
2021-04-01,-146.638,0.0,0.0,2081.981,18413.0,18413.0
2021-05-01,-151.635,0.0,0.0,2385.574,21098.0,21098.0
2021-06-01,-151.155,0.0,0.0,2524.745,22329.0,22329.0
2021-07-01,-155.552,0.0,0.0,2214.041,19581.0,19581.0
2021-08-01,-153.612,0.0,0.0,2305.032,20386.0,20386.0
2021-09-01,-146.003,0.0,0.0,2197.86,19438.0,19438.0
2021-10-01,-147.344,0.0,0.0,2099.686,18570.0,18570.0
2021-11-01,-146.273,0.0,0.0,1850.585,16367.0,16367.0
2021-12-01,-158.774,0.0,0.0,1424.509,12598.0,12598.0
2022-01-01,-173.07,0.0,0.0,1537.767,5247.0,5247.0
2022-02-01,-161.721,0.0,0.0,1657.017,5654.0,5654.0
2022-03-01,-172.632,0.0,0.0,1828.758,6240.0,6240.0
2022-04-01,-164.978,0.0,0.0,1727.882,5896.0,5896.0
2022-05-01,-171.274,0.0,0.0,1576.598,5379.0,5379.0
2022-06-01,-171.567,0.0,0.0,1920.753,6554.0,6554.0
2022-07-01,-179.818,0.0,0.0,1961.361,6692.0,6692.0
2022-08-01,-172.28,0.0,0.0,2294.124,7828.0,7828.0
2022-09-01,-159.655,0.0,0.0,1975.019,6739.0,6739.0
2022-10-01,-162.229,0.0,0.0,1691.806,5772.0,5772.0
2022-11-01,-164.818,0.0,0.0,1540.89,5258.0,5258.0
2022-12-01,-164.958,0.0,0.0,1314.025,4483.0,4483.0
2023-01-01,-160.0,0.0,0.0,1738.0,5930.0,5930.0
2023-02-01,-131.0,0.0,0.0,1743.0,5947.0,5947.0
2023-03-01,-137.0,0.0,0.0,1743.0,5947.0,5947.0
2023-04-01,-142.0,0.0,0.0,1743.0,5947.0,5947.0
2023-05-01,-137.0,0.0,0.0,1743.0,5947.0,5947.0
2023-06-01,-166.0,0.0,0.0,1743.0,5947.0,5947.0
2023-07-01,-175.0,0.0,0.0,1743.0,5947.0,5947.0
2023-08-01,-244.0,0.0,0.0,1743.0,5947.0,5947.0
2023-09-01,-156.0,0.0,0.0,1743.0,5947.0,5947.0
2023-10-01,-325.0,0.0,0.0,1743.0,5947.0,5947.0
2023-11-01,-131.0,0.0,0.0,1743.0,5947.0,5947.0
2023-12-01,-134.0,0.0,0.0,1743.0,5947.0,5947.0
