measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2017-01-01,,,,1225.272,11288.0,11288.0
2017-02-01,,,,1495.791,13781.0,13781.0
2017-03-01,,,,1841.472,16965.0,16965.0
2017-04-01,,,,2005.785,18479.0,18479.0
2017-05-01,,,,2192.739,20202.0,20202.0
2017-06-01,,,,1875.445,17278.0,17278.0
2017-07-01,,,,2092.919,19282.0,19282.0
2017-08-01,,,,1889.479,17408.0,17408.0
2017-09-01,,,,1814.492,16717.0,16717.0
2017-10-01,,,,1580.019,14557.0,14557.0
2017-11-01,,,,1395.588,12858.0,12858.0
2017-12-01,,,,1140.999,10512.0,10512.0
2018-01-01,,,,1412.189,12857.0,12857.0
2018-02-01,,,,1362.351,12403.0,12403.0
2018-03-01,,,,2015.646,18350.0,18350.0
2018-04-01,,,,2186.106,19902.0,19902.0
2018-05-01,,,,1931.999,17589.0,17589.0
2018-06-01,,,,2130.419,19395.0,19395.0
2018-07-01,,,,2052.747,18688.0,18688.0
2018-08-01,,,,2093.074,19055.0,19055.0
2018-09-01,,,,1712.017,15586.0,15586.0
2018-10-01,,,,1805.629,16438.0,16438.0
2018-11-01,,,,1313.768,11961.0,11961.0
2018-12-01,,,,1183.055,10771.0,10771.0
2019-01-01,,,,1372.214,12220.0,12220.0
2019-02-01,,,,1351.05,12031.0,12031.0
2019-03-01,,,,2098.058,18683.0,18683.0
2019-04-01,,,,2204.27,19629.0,19629.0
2019-05-01,,,,2377.345,21170.0,21170.0
2019-06-01,,,,2111.018,18799.0,18799.0
2019-07-01,,,,2247.917,20018.0,20018.0
2019-08-01,,,,2046.576,18225.0,18225.0
2019-09-01,,,,2095.751,18663.0,18663.0
2019-10-01,,,,1713.692,15260.0,15260.0
2019-11-01,,,,1533.385,13655.0,13655.0
2019-12-01,,,,1295.724,11538.0,11538.0
2020-01-01,,,,1260.389,11050.0,11050.0
2020-02-01,,,,1431.67,12551.0,12551.0
2020-03-01,,,,1818.77,15945.0,15945.0
2020-04-01,,,,2040.215,17887.0,17887.0
2020-05-01,,,,2332.233,20447.0,20447.0
2020-06-01,,,,2513.052,22032.0,22032.0
2020-07-01,,,,2496.839,21890.0,21890.0
2020-08-01,,,,2081.605,18249.0,18249.0
2020-09-01,,,,1847.094,16193.0,16193.0
2020-10-01,,,,1585.213,13898.0,13898.0
2020-11-01,,,,1431.574,12551.0,12551.0
2020-12-01,,,,1055.346,9252.0,9252.0
2021-01-01,,,,1162.972,10285.0,10285.0
2021-02-01,,,,963.146,8518.0,8518.0
2021-03-01,,,,2076.85,18368.0,18368.0
2021-04-01,,,,2129.041,18829.0,18829.0
2021-05-01,,,,2148.59,19002.0,19002.0
2021-06-01,,,,2123.202,18778.0,18778.0
2021-07-01,,,,1921.78,16996.0,16996.0
2021-08-01,,,,2022.978,17891.0,17891.0
2021-09-01,,,,2056.769,18190.0,18190.0
2021-10-01,,,,1516.459,13412.0,13412.0
2021-11-01,,,,1435.608,12697.0,12697.0
2021-12-01,,,,923.605,8168.0,8168.0
2022-01-01,,,,1087.651,3711.0,3711.0
2022-02-01,,,,1283.323,4379.0,4379.0
2022-03-01,,,,1969.93,6721.0,6721.0
2022-04-01,,,,2356.516,8040.0,8040.0
2022-05-01,,,,2181.297,7443.0,7443.0
2022-06-01,,,,2533.542,8644.0,8644.0
2022-07-01,,,,2271.379,7750.0,7750.0
2022-08-01,,,,2255.018,7694.0,7694.0
2022-09-01,,,,2080.179,7098.0,7098.0
2022-10-01,,,,1634.712,5578.0,5578.0
2022-11-01,,,,1528.839,5216.0,5216.0
2022-12-01,,,,1238.614,4226.0,4226.0
2023-01-01,,,,914.0,3119.0,3119.0
2023-02-01,,,,1465.0,4999.0,4999.0
2023-03-01,,,,2097.0,7155.0,7155.0
2023-04-01,,,,2457.0,8383.0,8383.0
2023-05-01,,,,2442.0,8332.0,8332.0
2023-06-01,,,,2373.0,8097.0,8097.0
2023-07-01,,,,2368.0,8080.0,8080.0
2023-08-01,,,,515.0,1757.0,1757.0
2023-09-01,,,,1973.0,6732.0,6732.0
2023-10-01,,,,1753.0,5981.0,5981.0
2023-11-01,,,,1412.0,4818.0,4818.0
2023-12-01,,,,792.0,2702.0,2702.0
2024-01-01,0.0,0.0,0.0,616.0,2102.0,2102.0
2024-02-01,0.0,0.0,0.0,1497.0,5108.0,5108.0
2024-03-01,-10.0,0.0,0.0,2011.0,6862.0,6862.0
2024-04-01,-38.0,0.0,0.0,2041.0,6964.0,6964.0
2024-05-01,-55.0,0.0,0.0,2037.0,6950.0,6950.0
2024-06-01,-75.0,0.0,0.0,2643.0,9018.0,9018.0
2024-07-01,-104.0,0.0,0.0,2455.0,8376.0,8376.0
2024-08-01,-105.0,0.0,0.0,2169.0,7401.0,7401.0
2024-09-01,-82.0,0.0,0.0,1673.0,5708.0,5708.0
2024-10-01,-70.0,0.0,0.0,1986.0,6776.0,6776.0
2024-11-01,-43.0,0.0,0.0,1272.0,4340.0,4340.0
2024-12-01,-73.0,0.0,0.0,813.0,2774.0,2774.0
