measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed"
2014-09-01,-1739.765,0.0,0.0,-28.235,0.0,0.0
2014-10-01,-1605.937,0.0,0.0,-26.063,0.0,0.0
2014-11-01,82230.961,849970.0,849970.0,1211.039,12518.0,12518.0
2014-12-01,-2220.956,0.0,0.0,-36.044,0.0,0.0
2015-01-01,39826.948,453992.0,453992.0,1431.052,16313.0,16313.0
2015-02-01,81507.098,953691.0,953691.0,2669.902,31240.0,31240.0
2015-03-01,52629.024,660821.0,660821.0,805.976,10120.0,10120.0
2015-04-01,-1592.048,0.0,0.0,-13.952,0.0,0.0
2015-05-01,28025.255,347163.0,347163.0,1091.745,13524.0,13524.0
2015-06-01,62100.146,750104.0,750104.0,737.854,8913.0,8913.0
2015-07-01,69659.625,795015.0,795015.0,511.375,5836.0,5836.0
2015-08-01,92510.293,1125437.0,1125437.0,1188.707,14461.0,14461.0
2015-09-01,47626.222,596656.0,596656.0,852.778,10684.0,10684.0
2015-10-01,15980.55,209094.0,209094.0,381.45,4991.0,4991.0
2015-11-01,-1746.693,0.0,0.0,-15.307,0.0,0.0
2015-12-01,11564.485,157790.0,157790.0,592.515,8085.0,8085.0
2016-01-01,5456.789,114228.0,114228.0,336.211,7038.0,7038.0
2016-02-01,8010.699,139174.0,139174.0,423.301,7354.0,7354.0
2016-03-01,-1840.902,0.0,0.0,-38.098,0.0,0.0
2016-04-01,-1818.368,0.0,0.0,-37.632,0.0,0.0
2016-05-01,2876.891,52149.0,52149.0,365.109,6618.0,6618.0
2016-06-01,26274.412,319165.0,319165.0,664.588,8073.0,8073.0
2016-07-01,82560.689,999428.0,999428.0,1542.311,18670.0,18670.0
2016-08-01,65687.013,796796.0,796796.0,1450.987,17601.0,17601.0
2016-09-01,36076.681,447529.0,447529.0,828.319,10275.0,10275.0
2016-10-01,18620.08,244254.0,244254.0,547.92,7188.0,7188.0
2016-11-01,-1758.0,6469.0,6469.0,0.0,0.0,0.0
2016-12-01,77349.045,1241896.0,1241896.0,658.955,10580.0,10580.0
2017-01-01,26842.7,345826.0,345826.0,417.3,5376.0,5376.0
2017-02-01,-1712.85,0.0,0.0,-38.15,0.0,0.0
2017-03-01,28316.019,371716.0,371716.0,780.981,10252.0,10252.0
2017-04-01,5252.726,85110.0,85110.0,169.274,2743.0,2743.0
2017-05-01,15479.418,206126.0,206126.0,363.582,4842.0,4842.0
2017-06-01,31352.397,413621.0,413621.0,1259.603,16618.0,16618.0
2017-07-01,19761.252,258944.0,258944.0,564.748,7400.0,7400.0
2017-08-01,7671.818,120165.0,120165.0,462.182,7239.0,7239.0
2017-09-01,35363.502,456126.0,456126.0,822.498,10609.0,10609.0
2017-10-01,18578.833,254990.0,254990.0,795.167,10914.0,10914.0
2017-11-01,-2004.357,0.0,0.0,-44.643,0.0,0.0
2017-12-01,3529.3,87848.0,87848.0,231.7,5767.0,5767.0
2018-01-01,68019.961,804239.0,804239.0,4601.039,54401.0,54401.0
2018-02-01,-2036.0,3187.0,3187.0,0.0,0.0,0.0
2018-03-01,4260.087,83239.0,83239.0,374.913,7326.0,7326.0
2018-04-01,-2343.139,0.0,0.0,-72.861,0.0,0.0
2018-05-01,26554.795,331287.0,331287.0,1294.205,16146.0,16146.0
2018-06-01,37887.583,491831.0,491831.0,2271.417,29486.0,29486.0
2018-07-01,18998.521,255600.0,255600.0,2104.479,28313.0,28313.0
2018-08-01,31819.588,427839.0,427839.0,3431.412,46138.0,46138.0
2018-09-01,-975.661,0.0,0.0,-30.339,0.0,0.0
2018-10-01,15113.638,213723.0,213723.0,1546.362,21867.0,21867.0
2018-11-01,69794.849,914203.0,914203.0,5517.151,72266.0,72266.0
2018-12-01,-2980.0,3383.0,3383.0,0.0,0.0,0.0
2019-01-01,5730.687,163143.0,163143.0,746.313,21246.0,21246.0
2019-02-01,4300.525,87774.0,87774.0,954.475,19481.0,19481.0
2019-03-01,-1349.272,7699.0,7699.0,-94.728,541.0,541.0
2019-04-01,-1336.899,0.0,0.0,-104.101,0.0,0.0
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,12032.089,169199.0,169199.0,1512.911,21275.0,21275.0
2019-07-01,5030.239,93291.0,93291.0,1116.761,20712.0,20712.0
2019-08-01,-101.97,12087.0,12087.0,-64.03,7590.0,7590.0
2019-09-01,-1299.788,0.0,0.0,-101.212,0.0,0.0
2019-11-01,-2144.048,0.0,0.0,-166.952,0.0,0.0
2019-12-01,-2774.923,0.0,0.0,-216.077,0.0,0.0
2020-01-01,0.0,0.0,0.0,-2338.0,104.0,104.0
2020-02-01,2990.036,62668.0,62668.0,748.964,15698.0,15698.0
2020-03-01,-1672.702,0.0,0.0,-217.298,0.0,0.0
2020-04-01,-1122.215,0.0,0.0,-145.785,0.0,0.0
2020-05-01,-1071.768,0.0,0.0,-139.232,0.0,0.0
2020-06-01,-1199.212,0.0,0.0,-155.788,0.0,0.0
2020-07-01,23865.337,334769.0,334769.0,3939.663,55263.0,55263.0
2020-08-01,16339.807,220785.0,220785.0,2725.193,36823.0,36823.0
2020-09-01,-1166.466,0.0,0.0,-151.534,0.0,0.0
2020-10-01,-1115.135,0.0,0.0,-144.865,0.0,0.0
2020-11-01,0.0,0.0,0.0,-1406.0,1478.0,1478.0
2020-12-01,447.629,15299.0,15299.0,254.371,8694.0,8694.0
2021-01-01,-2970.965,0.0,0.0,-569.035,0.0,0.0
2021-02-01,25111.587,277887.0,277887.0,6411.413,70949.0,70949.0
2021-03-01,-1080.961,0.0,0.0,-207.039,0.0,0.0
2021-04-01,-1019.696,0.0,0.0,-195.304,0.0,0.0
2021-05-01,89.404,26283.0,26283.0,20.596,6055.0,6055.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0
