measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2018-01-01,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0
2019-01-01,1777.83,22601.0,22601.0
2019-02-01,1648.428,20956.0,20956.0
2019-03-01,1437.509,18273.0,18273.0
2019-04-01,1008.696,12823.0,12823.0
2019-05-01,869.208,11050.0,11050.0
2019-06-01,1162.287,14775.0,14775.0
2019-07-01,1832.234,23292.0,23292.0
2019-08-01,2152.178,27359.0,27359.0
2019-09-01,1893.757,24074.0,24074.0
2019-10-01,1939.616,24657.0,24657.0
2019-11-01,1902.257,24182.0,24182.0
2019-12-01,1973.0,25081.0,25081.0
2020-01-01,1561.486,15475.0,15475.0
2020-02-01,1378.94,13667.0,13667.0
2020-03-01,1530.715,15171.0,15171.0
2020-04-01,1082.522,10729.0,10729.0
2020-05-01,1017.865,10088.0,10088.0
2020-06-01,1431.84,14191.0,14191.0
2020-07-01,2002.994,19852.0,19852.0
2020-08-01,2490.862,24687.0,24687.0
2020-09-01,2169.153,21499.0,21499.0
2020-10-01,2252.72,22327.0,22327.0
2020-11-01,1799.392,17834.0,17834.0
2020-12-01,1994.511,19768.0,19768.0
2021-01-01,1126.943,13807.0,13807.0
2021-02-01,955.684,11708.0,11708.0
2021-03-01,1027.545,12588.0,12588.0
2021-04-01,911.776,11170.0,11170.0
2021-05-01,952.923,11674.0,11674.0
2021-06-01,1303.068,15963.0,15963.0
2021-07-01,1798.209,22029.0,22029.0
2021-08-01,1641.825,20113.0,20113.0
2021-09-01,1397.0,17114.0,17114.0
2021-10-01,1331.77,16315.0,16315.0
2021-11-01,1223.962,14994.0,14994.0
2021-12-01,1263.295,15476.0,15476.0
2022-01-01,1666.761,13754.0,13754.0
2022-02-01,1383.857,11420.0,11420.0
2022-03-01,1280.435,10566.0,10566.0
2022-04-01,1311.593,10823.0,10823.0
2022-05-01,1203.61,9932.0,9932.0
2022-06-01,1636.99,13508.0,13508.0
2022-07-01,2186.853,18046.0,18046.0
2022-08-01,2638.73,21775.0,21775.0
2022-09-01,2418.389,19956.0,19956.0
2022-10-01,2220.918,18327.0,18327.0
2022-11-01,2039.531,16830.0,16830.0
2022-12-01,2254.333,18603.0,18603.0
2023-01-01,2464.561,17302.0,17302.0
2023-02-01,2099.327,14738.0,14738.0
2023-03-01,2017.723,14166.0,14166.0
2023-04-01,1576.263,11066.0,11066.0
2023-05-01,1020.937,7168.0,7168.0
2023-06-01,1343.08,9429.0,9429.0
2023-07-01,3108.969,21827.0,21827.0
2023-08-01,3137.011,22024.0,22024.0
2023-09-01,2220.464,15589.0,15589.0
2023-10-01,2711.598,19037.0,19037.0
2023-11-01,2547.243,17883.0,17883.0
2023-12-01,2867.824,20134.0,20134.0
