measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-09-01,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0
2022-01-01,18.449,286.0,286.0
2022-02-01,16.425,253.0,253.0
2022-03-01,13.08,202.0,202.0
2022-04-01,13.635,210.0,210.0
2022-05-01,20.142,311.0,311.0
2022-06-01,24.518,378.0,378.0
2022-07-01,28.892,446.0,446.0
2022-08-01,29.043,449.0,449.0
2022-09-01,24.481,378.0,378.0
2022-10-01,18.921,292.0,292.0
2022-11-01,17.734,274.0,274.0
2022-12-01,19.68,304.0,304.0
2023-01-01,25.029,386.0,386.0
2023-02-01,23.606,365.0,365.0
2023-03-01,23.297,360.0,360.0
2023-04-01,22.5,348.0,348.0
2023-05-01,32.122,496.0,496.0
2023-06-01,37.107,574.0,574.0
2023-07-01,40.695,629.0,629.0
2023-08-01,44.792,691.0,691.0
2023-09-01,37.734,583.0,583.0
2023-10-01,27.853,430.0,430.0
2023-11-01,25.824,398.0,398.0
2023-12-01,27.441,424.0,424.0
2024-01-01,23.933,348.0,348.0
2024-02-01,16.524,239.0,239.0
2024-03-01,18.752,271.0,271.0
2024-04-01,17.618,254.0,254.0
2024-05-01,23.539,341.0,341.0
2024-06-01,26.557,384.0,384.0
2024-07-01,28.706,415.0,415.0
2024-08-01,32.435,469.0,469.0
2024-09-01,26.913,390.0,390.0
2024-10-01,23.312,337.0,337.0
2024-11-01,18.676,270.0,270.0
2024-12-01,20.035,290.0,290.0
