measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2022-11-01,-45.57,0.0,0.0
2022-12-01,-45.43,0.0,0.0
2023-01-01,-27.0,0.0,0.0
2023-02-01,-19.0,0.0,0.0
2023-03-01,-80.0,0.0,0.0
2023-04-01,-100.0,0.0,0.0
2023-05-01,-118.0,0.0,0.0
2023-06-01,-188.0,0.0,0.0
2023-07-01,-214.0,0.0,0.0
2023-08-01,-195.0,0.0,0.0
2023-09-01,-187.0,0.0,0.0
2023-10-01,-157.0,0.0,0.0
2023-11-01,-87.0,0.0,0.0
2023-12-01,-141.0,0.0,0.0
2024-01-01,-191.0,0.0,0.0
2024-02-01,-217.0,0.0,0.0
2024-03-01,-185.0,0.0,0.0
2024-04-01,-155.0,0.0,0.0
2024-05-01,-143.0,0.0,0.0
2024-06-01,-197.0,0.0,0.0
2024-07-01,-225.0,0.0,0.0
2024-08-01,-260.0,0.0,0.0
2024-09-01,-245.0,0.0,0.0
2024-10-01,-223.0,0.0,0.0
2024-11-01,-171.0,0.0,0.0
2024-12-01,-136.0,0.0,0.0
