measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2022-08-01,6.634,0.0,0.0,786.145,2682.0,2682.0
2022-09-01,6.11,0.0,0.0,737.743,2517.0,2517.0
2022-10-01,6.415,0.0,0.0,491.934,1678.0,1678.0
2022-11-01,5.969,0.0,0.0,265.123,905.0,905.0
2022-12-01,5.872,0.0,0.0,127.055,434.0,434.0
2023-01-01,-2.0,0.0,0.0,88.0,300.0,300.0
2023-02-01,-3.0,0.0,0.0,224.0,764.0,764.0
2023-03-01,-4.0,0.0,0.0,408.0,1392.0,1392.0
2023-04-01,-5.0,0.0,0.0,400.0,1365.0,1365.0
2023-05-01,-4.0,0.0,0.0,553.0,1887.0,1887.0
2023-06-01,-3.0,0.0,0.0,536.0,1829.0,1829.0
2023-07-01,-1.0,0.0,0.0,524.0,1788.0,1788.0
2023-08-01,-3.0,0.0,0.0,439.0,1498.0,1498.0
2023-09-01,-4.0,0.0,0.0,302.0,1030.0,1030.0
2023-10-01,-2.0,0.0,0.0,208.0,710.0,710.0
2023-11-01,0.0,0.0,0.0,131.0,447.0,447.0
2023-12-01,-1.0,0.0,0.0,68.0,232.0,232.0
2024-01-01,-2.0,0.0,0.0,67.0,229.0,229.0
2024-02-01,-16.0,0.0,0.0,235.0,802.0,802.0
2024-03-01,-12.0,0.0,0.0,368.0,1256.0,1256.0
2024-04-01,-3.0,0.0,0.0,363.0,1239.0,1239.0
2024-05-01,-4.0,0.0,0.0,462.0,1576.0,1576.0
2024-06-01,-1.0,0.0,0.0,465.0,1587.0,1587.0
2024-07-01,-2.0,0.0,0.0,471.0,1607.0,1607.0
2024-08-01,-2.0,0.0,0.0,378.0,1290.0,1290.0
2024-09-01,-9.0,0.0,0.0,435.0,1484.0,1484.0
2024-10-01,-3.0,0.0,0.0,279.0,952.0,952.0
2024-11-01,-3.0,0.0,0.0,101.0,345.0,345.0
2024-12-01,0.0,0.0,0.0,65.0,222.0,222.0
