measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,-3.0,0.0,0.0,346.0,1181.0,1181.0
2023-02-01,-5.0,0.0,0.0,351.0,1198.0,1198.0
2023-03-01,-4.0,0.0,0.0,325.0,1109.0,1109.0
2023-04-01,-2.0,0.0,0.0,398.0,1358.0,1358.0
2023-05-01,-3.0,0.0,0.0,374.0,1276.0,1276.0
2023-06-01,-2.0,0.0,0.0,335.0,1143.0,1143.0
2023-07-01,-2.0,0.0,0.0,359.0,1225.0,1225.0
2023-08-01,-5.0,0.0,0.0,399.0,1361.0,1361.0
2023-09-01,-4.0,0.0,0.0,301.0,1027.0,1027.0
2023-10-01,-4.0,0.0,0.0,299.0,1020.0,1020.0
2023-11-01,-4.0,0.0,0.0,398.0,1358.0,1358.0
2023-12-01,-4.0,0.0,0.0,378.0,1290.0,1290.0
2024-01-01,-12.0,0.0,0.0,74.0,252.0,252.0
2024-02-01,-17.0,0.0,0.0,146.0,498.0,498.0
2024-03-01,-17.0,0.0,0.0,195.0,665.0,665.0
2024-04-01,-14.0,0.0,0.0,220.0,751.0,751.0
2024-05-01,-17.0,0.0,0.0,258.0,880.0,880.0
2024-06-01,-20.0,0.0,0.0,299.0,1020.0,1020.0
2024-07-01,-16.0,0.0,0.0,234.0,798.0,798.0
2024-08-01,-14.0,0.0,0.0,259.0,884.0,884.0
2024-09-01,-16.0,0.0,0.0,218.0,744.0,744.0
2024-10-01,-17.0,0.0,0.0,229.0,781.0,781.0
2024-11-01,-13.0,0.0,0.0,139.0,474.0,474.0
2024-12-01,-10.0,0.0,0.0,72.0,246.0,246.0
