measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,4142.0,34165.0,50605.0,,,,26287.0,216833.0,321170.0,6555.0,0.0,0.0
2003-02-01,8454.0,61969.0,99859.0,,,,15614.0,114457.0,184443.0,5197.0,0.0,0.0
2003-03-01,2104.0,17527.0,25288.0,,,,28394.0,236490.0,341217.0,7866.0,0.0,0.0
2003-04-01,0.0,0.0,0.0,,,,29037.0,274215.0,381372.0,7831.0,0.0,0.0
2003-05-01,0.0,0.0,0.0,,,,27707.0,241606.0,337447.0,7467.0,0.0,0.0
2003-06-01,0.0,0.0,0.0,,,,29123.28,258596.0,378546.0,6984.0,0.0,0.0
2003-07-01,0.0,0.0,0.0,,,,31132.0,259508.0,407461.0,7728.0,0.0,0.0
2003-08-01,0.0,0.0,0.0,,,,30667.0,244733.0,400663.0,7467.0,0.0,0.0
2003-09-01,0.0,0.0,0.0,,,,30695.0,277308.0,396811.0,7481.0,0.0,0.0
2003-10-01,0.0,0.0,0.0,,,,29877.0,272393.0,369978.0,8211.0,0.0,0.0
2003-11-01,131.0,1607.0,1607.0,,,,28808.0,353691.0,353691.0,7593.0,0.0,0.0
2003-12-01,37.0,447.0,447.0,,,,31726.0,382864.0,382864.0,7672.0,0.0,0.0
2004-01-01,16338.81461,101808.51,164601.45,0.0,0.0,0.0,29218.13739,182060.65,294351.09,0.0,0.0,0.0
2004-02-01,1488.99795,9278.07,15021.53,0.0,0.0,0.0,30289.19705,188734.51,305568.0,0.0,0.0,0.0
2004-03-01,2104.50624,13113.35,21228.98,0.0,0.0,0.0,28860.38576,179831.47,291126.09,0.0,0.0,0.0
