measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2013-01-01,150.994,1412.0,1412.0
2013-02-01,139.09,1300.0,1300.0
2013-03-01,134.143,1254.0,1254.0
2013-04-01,115.431,1079.0,1079.0
2013-05-01,121.904,1139.0,1139.0
2013-06-01,144.221,1348.0,1348.0
2013-07-01,183.0,1710.0,1710.0
2013-08-01,186.635,1744.0,1744.0
2013-09-01,186.169,1740.0,1740.0
2013-10-01,161.535,1510.0,1510.0
2013-11-01,159.333,1489.0,1489.0
2013-12-01,185.545,1734.0,1734.0
2014-01-01,275.201,3074.0,3074.0
2014-02-01,256.99,2870.0,2870.0
2014-03-01,223.011,2491.0,2491.0
2014-04-01,212.053,2368.0,2368.0
2014-05-01,213.821,2388.0,2388.0
2014-06-01,210.79,2354.0,2354.0
2014-07-01,298.243,3331.0,3331.0
2014-08-01,307.861,3438.0,3438.0
2014-09-01,322.029,3596.0,3596.0
2014-10-01,317.678,3548.0,3548.0
2014-11-01,229.586,2564.0,2564.0
2014-12-01,249.737,2789.0,2789.0
2015-01-01,165.302,1953.0,1953.0
2015-02-01,122.4,1446.0,1446.0
2015-03-01,143.396,1694.0,1694.0
2015-04-01,137.605,1625.0,1625.0
2015-05-01,134.339,1587.0,1587.0
2015-06-01,188.903,2231.0,2231.0
2015-07-01,213.059,2516.0,2516.0
2015-08-01,224.738,2654.0,2654.0
2015-09-01,223.185,2636.0,2636.0
2015-10-01,214.994,2539.0,2539.0
2015-11-01,158.52,1872.0,1872.0
2015-12-01,169.559,2003.0,2003.0
2016-01-01,295.41,1579.0,35456.0
2016-02-01,234.447,1253.0,28138.0
2016-03-01,182.336,975.0,21884.0
2016-04-01,174.373,932.0,20928.0
2016-05-01,188.227,1006.0,22591.0
2016-06-01,286.355,1531.0,34368.0
2016-07-01,337.76,1806.0,40538.0
2016-08-01,373.574,1997.0,44837.0
2016-09-01,309.262,1653.0,37118.0
2016-10-01,305.064,1631.0,36614.0
2016-11-01,234.568,1254.0,28153.0
2016-12-01,265.624,1420.0,31880.0
2017-01-01,269.241,1438.0,32931.0
2017-02-01,205.507,1098.0,25136.0
2017-03-01,170.188,909.0,20816.0
2017-04-01,152.029,812.0,18595.0
2017-05-01,188.606,1008.0,23069.0
2017-06-01,248.14,1326.0,30351.0
2017-07-01,338.382,1808.0,41388.0
2017-08-01,381.985,2041.0,46722.0
2017-09-01,314.303,1679.0,38443.0
2017-10-01,297.666,1590.0,36408.0
2017-11-01,258.695,1382.0,31642.0
2017-12-01,274.258,1465.0,33545.0
2018-01-01,248.943,1351.0,28446.0
2018-02-01,218.577,1187.0,24978.0
2018-03-01,227.328,1234.0,25978.0
2018-04-01,171.084,929.0,19551.0
2018-05-01,156.175,848.0,17847.0
2018-06-01,213.641,1160.0,24414.0
2018-07-01,372.802,2024.0,42602.0
2018-08-01,344.875,1872.0,39411.0
2018-09-01,277.556,1507.0,31718.0
2018-10-01,310.245,1684.0,35453.0
2018-11-01,277.347,1506.0,31694.0
2018-12-01,279.427,1517.0,31932.0
2019-01-01,209.744,1161.0,29758.0
2019-02-01,194.477,1076.0,27592.0
2019-03-01,169.593,938.0,24062.0
2019-04-01,119.003,658.0,16884.0
2019-05-01,102.547,567.0,14549.0
2019-06-01,137.123,759.0,19455.0
2019-07-01,216.162,1196.0,30669.0
2019-08-01,253.908,1405.0,36024.0
2019-09-01,223.42,1236.0,31699.0
2019-10-01,228.831,1266.0,32466.0
2019-11-01,224.423,1242.0,31841.0
2019-12-01,232.769,1288.0,33025.0
2020-01-01,91.066,574.0,1244.0
2020-02-01,80.421,507.0,1098.0
2020-03-01,89.273,562.0,1219.0
2020-04-01,63.134,398.0,862.0
2020-05-01,59.363,374.0,811.0
2020-06-01,83.506,526.0,1141.0
2020-07-01,116.816,736.0,1596.0
2020-08-01,145.269,915.0,1984.0
2020-09-01,126.507,797.0,1728.0
2020-10-01,131.381,828.0,1795.0
2020-11-01,104.942,661.0,1433.0
2020-12-01,116.322,733.0,1589.0
2021-01-01,94.025,604.0,1263.0
2021-02-01,79.736,512.0,1072.0
2021-03-01,85.732,551.0,1152.0
2021-04-01,76.073,489.0,1023.0
2021-05-01,79.506,511.0,1069.0
2021-06-01,108.72,698.0,1462.0
2021-07-01,150.031,964.0,2017.0
2021-08-01,136.984,880.0,1841.0
2021-09-01,116.557,749.0,1567.0
2021-10-01,111.115,714.0,1494.0
2021-11-01,102.12,656.0,1373.0
2021-12-01,105.401,677.0,1417.0
2022-01-01,105.063,551.0,13942.0
2022-02-01,87.23,458.0,11576.0
2022-03-01,80.711,424.0,10711.0
2022-04-01,82.675,434.0,10971.0
2022-05-01,75.868,398.0,10068.0
2022-06-01,103.186,542.0,13693.0
2022-07-01,137.846,724.0,18293.0
2022-08-01,166.329,873.0,22072.0
2022-09-01,152.44,800.0,20229.0
2022-10-01,139.993,735.0,18578.0
2022-11-01,128.56,675.0,17060.0
2022-12-01,142.099,746.0,18857.0
2023-01-01,47.717,250.0,1740.0
2023-02-01,40.647,213.0,1481.0
2023-03-01,39.067,205.0,1424.0
2023-04-01,30.52,160.0,1112.0
2023-05-01,19.767,104.0,720.0
2023-06-01,26.005,137.0,948.0
2023-07-01,60.196,316.0,2194.0
2023-08-01,60.739,319.0,2213.0
2023-09-01,42.993,226.0,1567.0
2023-10-01,52.502,276.0,1913.0
2023-11-01,49.32,259.0,1797.0
2023-12-01,55.527,291.0,2023.0
