measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2022-01-01,757.153,5402.0,5402.0
2022-02-01,612.327,4368.0,4368.0
2022-03-01,785.248,5602.0,5602.0
2022-04-01,621.393,4433.0,4433.0
2022-05-01,655.504,4676.0,4676.0
2022-06-01,846.639,6039.0,6039.0
2022-07-01,1004.735,7168.0,7168.0
2022-08-01,1018.23,7263.0,7263.0
2022-09-01,900.314,6422.0,6422.0
2022-10-01,719.113,5130.0,5130.0
2022-11-01,792.183,5651.0,5651.0
2022-12-01,662.161,4724.0,4724.0
2023-01-01,655.308,4525.0,4525.0
2023-02-01,561.986,3880.0,3880.0
2023-03-01,708.96,4894.0,4894.0
2023-04-01,668.695,4616.0,4616.0
2023-05-01,529.233,3654.0,3654.0
2023-06-01,793.343,5477.0,5477.0
2023-07-01,801.452,5533.0,5533.0
2023-08-01,723.683,4996.0,4996.0
2023-09-01,685.003,4729.0,4729.0
2023-10-01,590.762,4078.0,4078.0
2023-11-01,701.429,4842.0,4842.0
2023-12-01,678.146,4682.0,4682.0
2024-01-01,844.0,5624.0,5624.0
2024-02-01,837.0,5567.0,5567.0
2024-03-01,888.0,5982.0,5982.0
2024-04-01,110.0,735.0,735.0
2024-05-01,659.0,4465.0,4465.0
2024-06-01,817.0,5541.0,5541.0
2024-07-01,814.0,5573.0,5573.0
2024-08-01,809.0,5566.0,5566.0
2024-09-01,813.0,5470.0,5470.0
2024-10-01,849.0,5696.0,5696.0
2024-11-01,830.0,5583.0,5583.0
2024-12-01,843.0,5710.0,5710.0
