measured_on,"Wind-Wind Turbine, Onshore Generation","Wind-Wind Turbine, Onshore Quantity Consumed For Electricity","Wind-Wind Turbine, Onshore Total Fuel Consumed"
2003-01-01,322.165,3299.29,3299.29
2003-02-01,297.244,3044.08,3044.08
2003-03-01,327.675,3355.72,3355.72
2003-04-01,309.87800000000004,3173.46,3173.46
2003-05-01,354.805,3633.56,3633.56
2003-06-01,369.671,3785.8,3785.8
2003-07-01,474.624,4860.62,4860.62
2003-08-01,445.89300000000003,4566.39,4566.39
2003-09-01,407.46200000000005,4172.82,4172.82
2003-10-01,383.457,3926.98,3926.98
2003-11-01,324.59700000000004,3324.2,3324.2
2003-12-01,344.642,3529.48,3529.48
2004-01-01,217.185,2176.63,2176.63
2004-02-01,337.483,3382.25,3382.25
2004-03-01,480.35900000000004,4814.16,4814.16
2004-04-01,666.6080000000001,6680.75,6680.75
2004-05-01,1058.0140000000001,10603.42,10603.42
2004-06-01,1139.573,11420.8,11420.8
2004-07-01,981.805,9839.65,9839.65
2004-08-01,820.7570000000001,8225.63,8225.63
2004-09-01,598.566,5998.83,5998.83
2004-10-01,432.529,4334.81,4334.81
2004-11-01,259.13100000000003,2597.01,2597.01
2004-12-01,195.989,1964.2,1964.2
2005-01-01,491.413,4913.64,4913.64
2005-02-01,367.94,3679.03,3679.03
2005-03-01,648.5210000000001,6484.56,6484.56
2005-04-01,738.606,7385.32,7385.32
2005-05-01,760.836,7607.6,7607.6
2005-06-01,849.8720000000001,8497.87,8497.87
2005-07-01,680.996,6809.28,6809.28
2005-08-01,527.2810000000001,5272.28,5272.28
2005-09-01,626.11,6260.47,6260.47
2005-10-01,575.369,5753.12,5753.12
2005-11-01,509.40900000000005,5093.59,5093.59
2005-12-01,505.646,5055.96,5055.96
2006-01-01,551.729,5473.0,5473.0
2006-02-01,438.50300000000004,4350.0,4350.0
2006-03-01,613.143,6082.0,6082.0
2006-04-01,658.7330000000001,6534.0,6534.0
2006-05-01,673.097,6676.0,6676.0
2006-06-01,624.0980000000001,6190.0,6190.0
2006-07-01,577.7280000000001,5730.0,5730.0
2006-08-01,484.54,4806.0,4806.0
2006-09-01,531.186,5269.0,5269.0
2006-10-01,658.061,6527.0,6527.0
2006-11-01,648.874,6436.0,6436.0
2006-12-01,586.308,5816.0,5816.0
2007-01-01,276.918,2737.0,2737.0
2007-02-01,365.737,3615.0,3615.0
2007-03-01,527.74,5216.0,5216.0
2007-04-01,728.3670000000001,7199.0,7199.0
2007-05-01,871.494,8614.0,8614.0
2007-06-01,870.48,8604.0,8604.0
2007-07-01,802.9060000000001,7936.0,7936.0
2007-08-01,713.922,7056.0,7056.0
2007-09-01,577.8240000000001,5711.0,5711.0
2007-10-01,415.295,4105.0,4105.0
2007-11-01,223.84,2212.0,2212.0
2007-12-01,277.28700000000003,2741.0,2741.0
