measured_on,Municiapl Landfill Gas Generation,Municiapl Landfill Gas Quantity Consumed For Electricity,Municiapl Landfill Gas Total Fuel Consumed
2010-01-01,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0
2010-10-01,2193.772,25779.0,25779.0
2010-11-01,2059.976,24206.0,24206.0
2010-12-01,2277.252,26760.0,26760.0
2011-01-01,2554.386,31365.0,31365.0
2011-02-01,2183.472,26811.0,26811.0
2011-03-01,2323.04,28525.0,28525.0
2011-04-01,2493.815,30621.0,30621.0
2011-05-01,2799.362,34373.0,34373.0
2011-06-01,2924.273,35907.0,35907.0
2011-07-01,2753.558,33811.0,33811.0
2011-08-01,3132.915,38469.0,38469.0
2011-09-01,2770.8,34022.0,34022.0
2011-10-01,2729.859,33520.0,33520.0
2011-11-01,3038.537,37310.0,37310.0
2011-12-01,2664.983,32723.0,32723.0
2012-01-01,2730.619,33530.0,33530.0
2012-02-01,2639.673,32413.0,32413.0
2012-03-01,2804.093,34432.0,34432.0
2012-04-01,3110.071,38189.0,38189.0
2012-05-01,3202.552,39324.0,39324.0
2012-06-01,3172.296,38953.0,38953.0
2012-07-01,3657.698,44913.0,44913.0
2012-08-01,3616.135,44403.0,44403.0
2012-09-01,3141.077,38569.0,38569.0
2012-10-01,3632.729,44606.0,44606.0
2012-11-01,2860.249,35121.0,35121.0
2012-12-01,2981.808,36614.0,36614.0
2013-01-01,2534.493,31270.0,31270.0
2013-02-01,2323.901,28671.0,28671.0
2013-03-01,3285.776,40538.0,40538.0
2013-04-01,3557.112,43886.0,43886.0
2013-05-01,3563.543,43965.0,43965.0
2013-06-01,3475.074,42874.0,42874.0
2013-07-01,2755.052,33990.0,33990.0
2013-08-01,3134.436,38671.0,38671.0
2013-09-01,3379.805,41698.0,41698.0
2013-10-01,3262.543,40251.0,40251.0
2013-11-01,2900.369,35783.0,35783.0
2013-12-01,3030.896,37393.0,37393.0
2014-01-01,3090.699,38132.0,38132.0
2014-02-01,2558.26,31563.0,31563.0
2014-03-01,2717.74,33531.0,33531.0
2014-04-01,3091.541,38143.0,38143.0
2014-05-01,3124.935,38554.0,38554.0
2014-06-01,3650.237,45036.0,45036.0
2014-07-01,3498.275,43161.0,43161.0
2014-08-01,3296.777,40675.0,40675.0
2014-09-01,3363.207,41494.0,41494.0
2014-10-01,3314.417,40892.0,40892.0
2014-11-01,2817.343,34759.0,34759.0
2014-12-01,2806.569,34626.0,34626.0
2015-01-01,2835.084,34828.0,34828.0
2015-02-01,2390.762,29371.0,29371.0
2015-03-01,2910.388,35754.0,35754.0
2015-04-01,3236.317,39758.0,39758.0
2015-05-01,3479.936,42751.0,42751.0
2015-06-01,3202.916,39348.0,39348.0
2015-07-01,3652.189,44867.0,44867.0
2015-08-01,3302.662,40573.0,40573.0
2015-09-01,3592.848,44138.0,44138.0
2015-10-01,3341.012,41044.0,41044.0
2015-11-01,3167.845,38917.0,38917.0
2015-12-01,3015.041,37040.0,37040.0
2016-01-01,3114.892,38547.0,38547.0
2016-02-01,3146.752,38941.0,38941.0
2016-03-01,3376.469,41784.0,41784.0
2016-04-01,3326.096,41160.0,41160.0
2016-05-01,3523.967,43608.0,43608.0
2016-06-01,2976.979,36840.0,36840.0
2016-07-01,3343.042,41370.0,41370.0
2016-08-01,3083.962,38163.0,38163.0
2016-09-01,2871.659,35537.0,35537.0
2016-10-01,2725.754,33731.0,33731.0
2016-11-01,3145.031,38919.0,38919.0
2016-12-01,3162.397,39134.0,39134.0
2017-01-01,2816.78,34857.0,34857.0
2017-02-01,2543.732,31479.0,31479.0
2017-03-01,2773.701,34325.0,34325.0
2017-04-01,2641.68,32691.0,32691.0
2017-05-01,2849.057,35257.0,35257.0
2017-06-01,2618.52,32404.0,32404.0
2017-07-01,2517.195,31150.0,31150.0
2017-08-01,2533.39,31351.0,31351.0
2017-09-01,2415.666,29894.0,29894.0
2017-10-01,2604.591,32232.0,32232.0
2017-11-01,2501.213,30953.0,30953.0
2017-12-01,2699.475,33406.0,33406.0
2018-01-01,3426.785,42406.0,42406.0
2018-02-01,3020.363,37377.0,37377.0
2018-03-01,3252.43,40248.0,40248.0
2018-04-01,3237.448,40063.0,40063.0
2018-05-01,3401.949,42099.0,42099.0
2018-06-01,3052.619,37776.0,37776.0
2018-07-01,3136.452,38814.0,38814.0
2018-08-01,2989.478,36995.0,36995.0
2018-09-01,2847.651,35240.0,35240.0
2018-10-01,3298.848,40823.0,40823.0
2018-11-01,3208.267,39702.0,39702.0
2018-12-01,3314.71,41019.0,41019.0
2019-01-01,3204.129,39651.0,39651.0
2019-02-01,2883.178,35679.0,35679.0
2019-03-01,3276.172,40543.0,40543.0
2019-04-01,3031.68,37517.0,37517.0
2019-05-01,3215.53,39792.0,39792.0
2019-06-01,2969.133,36743.0,36743.0
2019-07-01,2983.216,36917.0,36917.0
2019-08-01,2906.012,35962.0,35962.0
2019-09-01,2731.315,33800.0,33800.0
2019-10-01,2835.176,35085.0,35085.0
2019-11-01,2791.728,34548.0,34548.0
2019-12-01,3097.731,38334.0,38334.0
2020-01-01,2655.51,32862.0,32862.0
2020-02-01,2378.644,29436.0,29436.0
2020-03-01,2706.516,33493.0,33493.0
2020-04-01,2600.049,32176.0,32176.0
2020-05-01,2557.026,31643.0,31643.0
2020-06-01,2390.352,29581.0,29581.0
2020-07-01,2339.632,28953.0,28953.0
2020-08-01,2315.399,28653.0,28653.0
2020-09-01,2315.628,28656.0,28656.0
2020-10-01,2517.44,31154.0,31154.0
2020-11-01,2383.59,29497.0,29497.0
2020-12-01,2629.214,32537.0,32537.0
2021-01-01,2144.317,26537.0,26537.0
2021-02-01,1806.265,22353.0,22353.0
2021-03-01,1949.775,24129.0,24129.0
2021-04-01,1850.745,22903.0,22903.0
2021-05-01,1945.81,24080.0,24080.0
2021-06-01,1802.001,22300.0,22300.0
2021-07-01,1856.259,22971.0,22971.0
2021-08-01,1731.747,21431.0,21431.0
2021-09-01,1761.347,21797.0,21797.0
2021-10-01,1680.351,20794.0,20794.0
2021-11-01,1524.567,18867.0,18867.0
2021-12-01,1869.816,23139.0,23139.0
2022-01-01,2110.512,22160.0,22160.0
2022-02-01,1996.629,20965.0,20965.0
2022-03-01,2208.682,23191.0,23191.0
2022-04-01,2062.197,21653.0,21653.0
2022-05-01,2048.393,21508.0,21508.0
2022-06-01,1877.999,19719.0,19719.0
2022-07-01,1881.399,19755.0,19755.0
2022-08-01,1822.448,19136.0,19136.0
2022-09-01,1930.803,20274.0,20274.0
2022-10-01,1916.302,20121.0,20121.0
2022-11-01,1923.059,20192.0,20192.0
2022-12-01,1591.577,16712.0,16712.0
2023-01-01,2401.698,29721.0,29721.0
2023-02-01,2004.88,24811.0,24811.0
2023-03-01,2308.244,28564.0,28564.0
2023-04-01,2161.129,26744.0,26744.0
2023-05-01,2276.346,28170.0,28170.0
2023-06-01,2268.186,28069.0,28069.0
2023-07-01,2223.831,27520.0,27520.0
2023-08-01,2093.571,25908.0,25908.0
2023-09-01,1810.78,22408.0,22408.0
2023-10-01,2009.878,24872.0,24872.0
2023-11-01,1982.024,24527.0,24527.0
2023-12-01,1965.433,24322.0,24322.0
2024-01-01,1965.688,20639.0,20639.0
2024-02-01,1948.971,20464.0,20464.0
2024-03-01,2057.583,21605.0,21605.0
2024-04-01,1867.046,19604.0,19604.0
2024-05-01,1963.141,20613.0,20613.0
2024-06-01,1887.499,19819.0,19819.0
2024-07-01,1917.156,20130.0,20130.0
2024-08-01,1962.604,20607.0,20607.0
2024-09-01,1720.378,18064.0,18064.0
2024-10-01,1918.881,20148.0,20148.0
2024-11-01,1783.555,18727.0,18727.0
2024-12-01,1543.498,16207.0,16207.0
