measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2020-01-01,1.07,40.0,40.0,148.457,6005.0,6005.0,,,,0.0,0.0,0.0,,,
2020-02-01,1.114,46.0,46.0,93.158,3766.0,3766.0,,,,0.0,0.0,0.0,,,
2020-03-01,0.951,40.0,40.0,65.633,2654.0,2654.0,,,,0.0,0.0,0.0,,,
2020-04-01,1.079,46.0,46.0,55.644,2250.0,2250.0,,,,0.0,0.0,0.0,,,
2020-05-01,1.243,51.0,51.0,60.594,2450.0,2450.0,,,,0.0,0.0,0.0,,,
2020-06-01,1.499,63.0,63.0,164.382,6646.0,6646.0,,,,0.0,0.0,0.0,,,
2020-07-01,0.765,29.0,29.0,223.142,9022.0,9022.0,,,,0.0,0.0,0.0,,,
2020-08-01,1.24,51.0,51.0,133.988,5418.0,5418.0,,,,0.0,0.0,0.0,,,
2020-09-01,0.95,40.0,40.0,85.047,3439.0,3439.0,,,,0.0,0.0,0.0,,,
2020-10-01,1.185,46.0,46.0,127.163,5141.0,5141.0,,,,0.0,0.0,0.0,,,
2020-11-01,1.591,63.0,63.0,57.162,2311.0,2311.0,,,,0.0,0.0,0.0,,,
2020-12-01,1.269,51.0,51.0,62.674,2534.0,2534.0,,,,0.0,0.0,0.0,,,
2021-01-01,178.087,3865.0,3865.0,317.266,6887.0,6887.0,,,,0.0,0.0,0.0,,,
2021-02-01,294.756,6395.0,6395.0,444.077,9639.0,9639.0,,,,0.0,0.0,0.0,,,
2021-03-01,227.927,4948.0,4948.0,218.118,4734.0,4734.0,,,,0.0,0.0,0.0,,,
2021-04-01,177.837,3859.0,3859.0,310.409,6738.0,6738.0,,,,0.0,0.0,0.0,,,
2021-05-01,174.826,3796.0,3796.0,184.087,3995.0,3995.0,,,,0.0,0.0,0.0,,,
2021-06-01,201.658,4378.0,4378.0,572.935,12436.0,12436.0,,,,0.0,0.0,0.0,,,
2021-07-01,72.353,1573.0,1573.0,668.789,14517.0,14517.0,,,,0.0,0.0,0.0,,,
2021-08-01,112.54,2445.0,2445.0,611.164,13265.0,13265.0,,,,0.0,0.0,0.0,,,
2021-09-01,156.337,3392.0,3392.0,169.835,3686.0,3686.0,,,,0.0,0.0,0.0,,,
2021-10-01,196.805,4269.0,4269.0,214.523,4656.0,4656.0,,,,0.0,0.0,0.0,,,
2021-11-01,189.441,4110.0,4110.0,354.269,7689.0,7689.0,,,,0.0,0.0,0.0,,,
2021-12-01,284.281,6173.0,6173.0,214.68,4660.0,4660.0,,,,0.0,0.0,0.0,,,
2022-01-01,159.467,376.0,376.0,294.11,705.0,705.0,,,,0.0,0.0,0.0,,,
2022-02-01,171.015,410.0,410.0,305.357,732.0,732.0,,,,0.0,0.0,0.0,,,
2022-03-01,141.824,342.0,342.0,230.236,551.0,551.0,,,,0.0,0.0,0.0,,,
2022-04-01,94.741,228.0,228.0,284.735,682.0,682.0,,,,0.0,0.0,0.0,,,
2022-05-01,186.015,445.0,445.0,624.795,1497.0,1497.0,,,,0.0,0.0,0.0,,,
2022-06-01,128.458,308.0,308.0,983.84,2356.0,2356.0,,,,0.0,0.0,0.0,,,
2022-07-01,92.608,222.0,222.0,2169.086,5195.0,5195.0,,,,0.0,0.0,0.0,,,
2022-08-01,99.051,239.0,239.0,2050.361,4911.0,4911.0,,,,0.0,0.0,0.0,,,
2022-09-01,116.969,279.0,279.0,1196.963,2867.0,2867.0,,,,0.0,0.0,0.0,,,
2022-10-01,139.194,331.0,331.0,615.227,1473.0,1473.0,,,,0.0,0.0,0.0,,,
2022-11-01,161.363,388.0,388.0,261.368,626.0,626.0,,,,0.0,0.0,0.0,,,
2022-12-01,187.037,450.0,450.0,265.18,636.0,636.0,,,,0.0,0.0,0.0,,,
2023-01-01,211.948,6857.0,6857.0,89.672,2905.0,2905.0,,,,0.0,0.0,0.0,,,
2023-02-01,210.42,6817.0,6817.0,65.521,2122.0,2122.0,,,,0.0,0.0,0.0,,,
2023-03-01,196.809,6373.0,6373.0,123.549,4001.0,4001.0,,,,0.0,0.0,0.0,,,
2023-04-01,158.527,5136.0,5136.0,119.146,3858.0,3858.0,,,,0.0,0.0,0.0,,,
2023-05-01,149.436,4839.0,4839.0,335.835,10877.0,10877.0,,,,0.0,0.0,0.0,,,
2023-06-01,121.379,3933.0,3933.0,605.476,19609.0,19609.0,,,,0.0,0.0,0.0,,,
2023-07-01,124.01,4019.0,4019.0,563.807,18260.0,18260.0,,,,0.0,0.0,0.0,,,
2023-08-01,100.039,3238.0,3238.0,558.027,18072.0,18072.0,,,,0.0,0.0,0.0,,,
2023-09-01,168.717,5466.0,5466.0,244.923,7932.0,7932.0,,,,0.0,0.0,0.0,,,
2023-10-01,127.606,4133.0,4133.0,159.166,5155.0,5155.0,,,,0.0,0.0,0.0,,,
2023-11-01,155.557,5039.0,5039.0,174.655,5656.0,5656.0,,,,0.0,0.0,0.0,,,
2023-12-01,198.554,6430.0,6430.0,186.221,6031.0,6031.0,,,,0.0,0.0,0.0,,,
2024-01-01,150.938,3466.0,3466.0,159.3,3657.0,3657.0,,,,0.0,0.0,0.0,,,
2024-02-01,96.816,2223.0,2223.0,110.486,2537.0,2537.0,,,,0.0,0.0,0.0,,,
2024-03-01,76.84,1761.0,1761.0,109.4,2511.0,2511.0,,,,0.0,0.0,0.0,,,
2024-04-01,61.731,1419.0,1419.0,211.961,4866.0,4866.0,,,,0.0,0.0,0.0,,,
2024-05-01,75.107,1727.0,1727.0,442.876,10168.0,10168.0,,,,0.0,0.0,0.0,,,
2024-06-01,51.777,1191.0,1191.0,477.015,10952.0,10952.0,,,,0.0,0.0,0.0,,,
2024-07-01,50.987,1169.0,1169.0,846.237,19429.0,19429.0,,,,0.0,0.0,0.0,,,
2024-08-01,61.828,1419.0,1419.0,895.828,20567.0,20567.0,,,,0.0,0.0,0.0,,,
2024-09-01,46.361,1066.0,1066.0,305.652,7017.0,7017.0,,,,0.0,0.0,0.0,,,
2024-10-01,70.118,1607.0,1607.0,229.719,5274.0,5274.0,,,,0.0,0.0,0.0,,,
2024-11-01,68.239,1568.0,1568.0,66.269,1521.0,1521.0,,,,0.0,0.0,0.0,,,
2024-12-01,63.931,1465.0,1465.0,94.584,2172.0,2172.0,,,,0.0,0.0,0.0,,,
