measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2022-01-01,15.587,274.0,274.0
2022-02-01,13.878,245.0,245.0
2022-03-01,11.051,194.0,194.0
2022-04-01,11.52,203.0,203.0
2022-05-01,17.018,300.0,300.0
2022-06-01,20.716,365.0,365.0
2022-07-01,24.411,430.0,430.0
2022-08-01,24.538,432.0,432.0
2022-09-01,20.684,365.0,365.0
2022-10-01,15.986,282.0,282.0
2022-11-01,14.983,264.0,264.0
2022-12-01,16.628,293.0,293.0
2023-01-01,16.528,275.0,275.0
2023-02-01,15.587,260.0,260.0
2023-03-01,15.384,257.0,257.0
2023-04-01,14.857,247.0,247.0
2023-05-01,21.211,354.0,354.0
2023-06-01,24.503,409.0,409.0
2023-07-01,26.872,448.0,448.0
2023-08-01,29.577,493.0,493.0
2023-09-01,24.917,415.0,415.0
2023-10-01,18.392,307.0,307.0
2023-11-01,17.052,284.0,284.0
2023-12-01,18.12,302.0,302.0
2024-01-01,24.453,377.0,377.0
2024-02-01,16.882,260.0,260.0
2024-03-01,19.158,295.0,295.0
2024-04-01,17.999,277.0,277.0
2024-05-01,24.049,371.0,371.0
2024-06-01,27.132,418.0,418.0
2024-07-01,29.327,451.0,451.0
2024-08-01,33.138,510.0,510.0
2024-09-01,27.495,424.0,424.0
2024-10-01,23.817,367.0,367.0
2024-11-01,19.081,294.0,294.0
2024-12-01,20.469,316.0,316.0
