measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2010-03-01,-2.338,75.0,75.0,-38.661,17.0,17.0,-3.297,103.0,103.0
2010-04-01,-1.756,58.0,58.0,-29.034000000000002,12.0,12.0,-8.144,257.0,257.0
2010-05-01,-3.71,115.0,115.0,-61.348000000000006,29.0,29.0,-12.874,406.0,406.0
2010-06-01,-3.065,98.0,98.0,-50.686,23.0,23.0,-17.81,562.0,562.0
2010-07-01,-2.583,81.0,81.0,-42.713,23.0,23.0,-29.648,934.0,934.0
2010-08-01,-2.6630000000000003,86.0,86.0,-44.033,23.0,23.0,-33.956,1070.0,1070.0
2010-09-01,-2.174,69.0,69.0,-35.944,17.0,17.0,-12.956000000000001,409.0,409.0
2010-10-01,-1.348,40.0,40.0,-22.294,12.0,12.0,-21.327,672.0,672.0
2010-11-01,-1.788,58.0,58.0,-29.562,12.0,12.0,-19.176000000000002,604.0,604.0
2010-12-01,-2.596,81.0,81.0,-42.923,23.0,23.0,-25.753,811.0,811.0
2011-01-01,0.0,0.0,0.0,-46.109,58.0,58.0,-9.195,792.0,792.0
2011-02-01,0.0,0.0,0.0,-27.276,35.0,35.0,-6.153,530.0,530.0
2011-03-01,0.0,0.0,0.0,-25.042,35.0,35.0,-12.136,1045.0,1045.0
2011-04-01,0.0,0.0,0.0,-30.931,40.0,40.0,-4.668,403.0,403.0
2011-05-01,0.0,0.0,0.0,-30.882,40.0,40.0,-9.174,791.0,791.0
2011-06-01,0.0,0.0,0.0,-39.665,52.0,52.0,-7.98,687.0,687.0
2011-07-01,0.0,0.0,0.0,-25.519,35.0,35.0,-14.105,1216.0,1216.0
2011-08-01,0.0,0.0,0.0,-24.765,35.0,35.0,-12.561,1082.0,1082.0
2011-09-01,0.0,0.0,0.0,-14.915,17.0,17.0,-7.728,666.0,666.0
2011-10-01,0.0,0.0,0.0,-19.286,23.0,23.0,-11.076,954.0,954.0
2011-11-01,0.0,0.0,0.0,-32.81,40.0,40.0,-8.904,768.0,768.0
2011-12-01,0.0,0.0,0.0,-28.8,35.0,35.0,-13.32,1148.0,1148.0
2012-01-01,10.131,293.0,293.0,-47.874,150.0,150.0,87.044,2432.0,2432.0
2012-02-01,3.999,109.0,109.0,-18.896,63.0,63.0,81.06,2264.0,2264.0
2012-03-01,4.352,121.0,121.0,-20.563,69.0,69.0,77.044,2152.0,2152.0
2012-04-01,3.767,104.0,104.0,-17.799,58.0,58.0,69.893,1952.0,1952.0
2012-05-01,3.689,104.0,104.0,-17.432,58.0,58.0,84.153,2350.0,2350.0
2012-06-01,5.817,161.0,161.0,-27.486,92.0,92.0,88.213,2464.0,2464.0
2012-07-01,7.506,207.0,207.0,-35.466,115.0,115.0,105.485,2947.0,2947.0
2012-08-01,5.781,161.0,161.0,-27.315,92.0,92.0,87.165,2435.0,2435.0
2012-09-01,4.459,127.0,127.0,-21.071,69.0,69.0,73.817,2061.0,2061.0
2012-10-01,5.654,155.0,155.0,-26.714,86.0,86.0,73.726,2059.0,2059.0
2012-11-01,6.339,178.0,178.0,-29.95,98.0,98.0,64.549,1803.0,1803.0
2012-12-01,8.134,224.0,224.0,-38.434,127.0,127.0,74.223,2074.0,2074.0
2013-01-01,2.03,40.0,40.0,3.699,63.0,63.0,71.749,1356.0,1356.0
2013-02-01,1.968,35.0,35.0,3.589,52.0,52.0,76.785,1451.0,1451.0
2013-03-01,1.951,35.0,35.0,3.559,52.0,52.0,71.039,1342.0,1342.0
2013-04-01,1.279,23.0,23.0,2.334,35.0,35.0,48.175,911.0,911.0
2013-05-01,2.703,52.0,52.0,4.931,75.0,75.0,68.747,1299.0,1299.0
2013-06-01,2.307,46.0,46.0,4.209,63.0,63.0,70.806,1337.0,1337.0
2013-07-01,3.314,63.0,63.0,6.045,92.0,92.0,86.735,1639.0,1639.0
2013-08-01,1.696,35.0,35.0,3.093,46.0,46.0,78.313,1479.0,1479.0
2013-09-01,2.27,40.0,40.0,4.141,63.0,63.0,37.884,716.0,716.0
2013-10-01,1.452,29.0,29.0,2.649,40.0,40.0,70.874,1338.0,1338.0
2013-11-01,1.967,35.0,35.0,3.588,52.0,52.0,68.671,1297.0,1297.0
2013-12-01,1.734,35.0,35.0,3.163,46.0,46.0,65.551,1238.0,1238.0
2014-01-01,46.553,842.0,842.0,3.827,52.0,52.0,53.86,974.0,974.0
2014-02-01,23.85,430.0,430.0,1.961,29.0,29.0,48.802,882.0,882.0
2014-03-01,22.783,412.0,412.0,1.873,29.0,29.0,58.79,1063.0,1063.0
2014-04-01,13.852,250.0,250.0,1.139,17.0,17.0,43.04,778.0,778.0
2014-05-01,13.246,238.0,238.0,1.089,17.0,17.0,51.842,937.0,937.0
2014-06-01,15.506,279.0,279.0,1.275,17.0,17.0,57.033,1031.0,1031.0
2014-07-01,10.259,186.0,186.0,0.843,12.0,12.0,61.148,1105.0,1105.0
2014-08-01,15.078,273.0,273.0,1.24,17.0,17.0,67.594,1222.0,1222.0
2014-09-01,6.47,116.0,116.0,0.532,6.0,6.0,59.008,1067.0,1067.0
2014-10-01,7.016,128.0,128.0,0.577,6.0,6.0,31.439,568.0,568.0
2014-11-01,9.19,168.0,168.0,0.756,12.0,12.0,40.757,737.0,737.0
2014-12-01,10.802,197.0,197.0,0.888,12.0,12.0,64.082,1158.0,1158.0
2015-01-01,28.073,505.0,505.0,0.0,0.0,0.0,77.182,1423.0,1423.0
2015-02-01,21.26,395.0,395.0,0.0,0.0,0.0,76.73,1416.0,1416.0
2015-03-01,23.955,441.0,441.0,0.0,0.0,0.0,76.571,1413.0,1413.0
2015-04-01,16.574,308.0,308.0,0.0,0.0,0.0,55.483,1023.0,1023.0
2015-05-01,26.025,482.0,482.0,0.0,0.0,0.0,60.836,1122.0,1122.0
2015-06-01,28.928,534.0,534.0,0.0,0.0,0.0,74.823,1380.0,1380.0
2015-07-01,31.13,575.0,575.0,0.0,0.0,0.0,80.823,1491.0,1491.0
2015-08-01,18.487,342.0,342.0,0.0,0.0,0.0,78.768,1453.0,1453.0
2015-09-01,14.45,267.0,267.0,0.0,0.0,0.0,72.761,1342.0,1342.0
2015-10-01,15.276,284.0,284.0,0.0,0.0,0.0,57.837,1067.0,1067.0
2015-11-01,22.606,418.0,418.0,0.0,0.0,0.0,66.734,1231.0,1231.0
2015-12-01,36.501,673.0,673.0,3.0,46.0,46.0,71.187,1313.0,1313.0
2016-01-01,0.372,6.0,6.0,0.303,6.0,6.0,210.357,3473.0,3473.0
2016-02-01,0.372,6.0,6.0,0.302,6.0,6.0,207.214,3419.0,3419.0
2016-03-01,0.386,6.0,6.0,0.313,6.0,6.0,193.362,3191.0,3191.0
2016-04-01,0.316,6.0,6.0,0.257,6.0,6.0,170.805,2819.0,2819.0
2016-05-01,0.506,6.0,6.0,0.411,6.0,6.0,109.488,1807.0,1807.0
2016-06-01,0.437,6.0,6.0,0.355,6.0,6.0,185.348,3058.0,3058.0
2016-07-01,0.396,6.0,6.0,0.322,6.0,6.0,219.871,3628.0,3628.0
2016-08-01,0.397,6.0,6.0,0.322,6.0,6.0,227.39,3753.0,3753.0
2016-09-01,0.278,6.0,6.0,0.226,6.0,6.0,188.213,3106.0,3106.0
2016-10-01,0.27,6.0,6.0,0.219,6.0,6.0,151.184,2494.0,2494.0
2016-11-01,0.504,6.0,6.0,0.409,6.0,6.0,169.84,2803.0,2803.0
2016-12-01,0.691,17.0,17.0,0.561,6.0,6.0,169.003,2789.0,2789.0
2017-01-01,0.0,0.0,0.0,1.875,23.0,23.0,141.417,2337.0,2337.0
2017-02-01,0.0,0.0,0.0,1.478,23.0,23.0,136.033,2249.0,2249.0
2017-03-01,0.0,0.0,0.0,1.945,29.0,29.0,141.576,2340.0,2340.0
2017-04-01,0.0,0.0,0.0,1.48,23.0,23.0,107.821,1783.0,1783.0
2017-05-01,0.0,0.0,0.0,2.163,35.0,35.0,130.518,2158.0,2158.0
2017-06-01,0.0,0.0,0.0,2.172,35.0,35.0,145.41,2403.0,2403.0
2017-07-01,0.0,0.0,0.0,2.022,29.0,29.0,176.807,2922.0,2922.0
2017-08-01,0.0,0.0,0.0,1.685,23.0,23.0,174.169,2879.0,2879.0
2017-09-01,0.0,0.0,0.0,1.614,23.0,23.0,151.038,2496.0,2496.0
2017-10-01,0.0,0.0,0.0,1.503,23.0,23.0,130.7,2161.0,2161.0
2017-11-01,0.0,0.0,0.0,3.222,46.0,46.0,182.38,3015.0,3015.0
2017-12-01,0.0,0.0,0.0,1.841,29.0,29.0,202.131,3341.0,3341.0
2018-01-01,0.0,0.0,0.0,1.092,6.0,6.0,210.435,3669.0,3669.0
2018-02-01,0.0,0.0,0.0,0.656,6.0,6.0,186.973,3262.0,3262.0
2018-03-01,0.0,0.0,0.0,0.654,6.0,6.0,197.932,3453.0,3453.0
2018-04-01,0.0,0.0,0.0,0.918,12.0,12.0,186.896,3260.0,3260.0
2018-05-01,0.0,0.0,0.0,1.414,17.0,17.0,179.416,3130.0,3130.0
2018-06-01,0.0,0.0,0.0,0.884,12.0,12.0,196.858,3434.0,3434.0
2018-07-01,0.0,0.0,0.0,0.667,6.0,6.0,224.725,3920.0,3920.0
2018-08-01,0.0,0.0,0.0,0.759,6.0,6.0,231.557,4040.0,4040.0
2018-09-01,0.0,0.0,0.0,0.99,12.0,12.0,204.584,3569.0,3569.0
2018-10-01,0.0,0.0,0.0,0.85,12.0,12.0,189.947,3314.0,3314.0
2018-11-01,0.0,0.0,0.0,1.075,12.0,12.0,200.824,3503.0,3503.0
2018-12-01,0.0,0.0,0.0,1.041,12.0,12.0,215.853,3765.0,3765.0
2019-01-01,,,,8.649,93.0,93.0,184.791,3202.0,3202.0
2019-02-01,,,,10.35,104.0,104.0,199.019,3448.0,3448.0
2019-03-01,,,,10.619,104.0,104.0,199.451,3455.0,3455.0
2019-04-01,,,,11.002,110.0,110.0,174.778,3028.0,3028.0
2019-05-01,,,,6.374,64.0,64.0,163.579,2833.0,2833.0
2019-06-01,,,,11.614,116.0,116.0,193.172,3346.0,3346.0
2019-07-01,,,,10.025,99.0,99.0,210.797,3651.0,3651.0
2019-08-01,,,,5.728,58.0,58.0,212.581,3683.0,3683.0
2019-09-01,,,,5.403,52.0,52.0,187.632,3250.0,3250.0
2019-10-01,,,,4.917,46.0,46.0,165.013,2858.0,2858.0
2019-11-01,,,,15.38,157.0,157.0,156.946,2719.0,2719.0
2019-12-01,0.335,6.0,6.0,8.939,87.0,87.0,201.906,3497.0,3497.0
2020-01-01,6.36,110.0,110.0,16.538,174.0,174.0,291.564,5571.0,5571.0
2020-02-01,8.06,157.0,157.0,20.958,209.0,209.0,269.688,5154.0,5154.0
2020-03-01,4.93,93.0,93.0,12.818,128.0,128.0,277.82,5309.0,5309.0
2020-04-01,5.467,104.0,104.0,14.214,139.0,139.0,239.045,4568.0,4568.0
2020-05-01,7.229,139.0,139.0,18.796,186.0,186.0,226.089,4321.0,4321.0
2020-06-01,7.92,151.0,151.0,20.593,203.0,203.0,238.543,4559.0,4559.0
2020-07-01,11.466,221.0,221.0,29.814,296.0,296.0,290.674,5555.0,5555.0
2020-08-01,6.841,134.0,134.0,17.788,180.0,180.0,282.127,5391.0,5391.0
2020-09-01,4.221,81.0,81.0,10.976,110.0,110.0,248.739,4754.0,4754.0
2020-10-01,9.265,180.0,180.0,24.092,238.0,238.0,182.617,3490.0,3490.0
2020-11-01,6.707,128.0,128.0,17.441,174.0,174.0,235.563,4501.0,4501.0
2020-12-01,5.373,104.0,104.0,13.972,139.0,139.0,283.692,5422.0,5422.0
2021-01-01,0.987,17.0,17.0,11.025,104.0,104.0,309.69,5236.0,5236.0
2021-02-01,1.23,23.0,23.0,13.713,134.0,134.0,258.527,4373.0,4373.0
2021-03-01,0.935,17.0,17.0,10.429,99.0,99.0,277.038,4686.0,4686.0
2021-04-01,1.064,17.0,17.0,11.863,116.0,116.0,221.357,3745.0,3745.0
2021-05-01,2.645,46.0,46.0,29.494,284.0,284.0,262.371,4438.0,4438.0
2021-06-01,2.343,41.0,41.0,26.123,250.0,250.0,238.146,4029.0,4029.0
2021-07-01,0.787,12.0,12.0,8.777,81.0,81.0,244.143,4130.0,4130.0
2021-08-01,1.169,17.0,17.0,13.035,122.0,122.0,265.593,4493.0,4493.0
2021-09-01,1.098,17.0,17.0,12.249,116.0,116.0,215.147,3639.0,3639.0
2021-10-01,1.47,23.0,23.0,16.389,157.0,157.0,256.369,4337.0,4337.0
2021-11-01,2.601,46.0,46.0,29.002,279.0,279.0,259.082,4383.0,4383.0
2021-12-01,1.516,23.0,23.0,16.901,163.0,163.0,266.692,4511.0,4511.0
2022-01-01,0.0,0.0,0.0,13.154,139.0,139.0,254.356,4255.0,4255.0
2022-02-01,0.0,0.0,0.0,12.567,122.0,122.0,216.401,3620.0,3620.0
2022-03-01,0.0,0.0,0.0,9.984,99.0,99.0,216.247,3618.0,3618.0
2022-04-01,0.0,0.0,0.0,8.278,81.0,81.0,158.407,2651.0,2651.0
2022-05-01,0.0,0.0,0.0,11.853,116.0,116.0,198.375,3319.0,3319.0
2022-06-01,0.0,0.0,0.0,16.242,163.0,163.0,220.474,3689.0,3689.0
2022-07-01,0.0,0.0,0.0,17.09,168.0,168.0,241.0,4032.0,4032.0
2022-08-01,0.0,0.0,0.0,7.503,75.0,75.0,234.595,3925.0,3925.0
2022-09-01,0.0,0.0,0.0,9.086,93.0,93.0,221.33,3703.0,3703.0
2022-10-01,0.0,0.0,0.0,15.426,151.0,151.0,184.189,3082.0,3082.0
2022-11-01,0.0,0.0,0.0,10.753,104.0,104.0,225.556,3773.0,3773.0
2022-12-01,0.0,0.0,0.0,23.064,226.0,226.0,230.07,3849.0,3849.0
2023-01-01,0.0,0.0,0.0,4.719,52.0,52.0,74.445,1367.0,1367.0
2023-02-01,0.0,0.0,0.0,1.837,17.0,17.0,69.68,1280.0,1280.0
2023-03-01,0.0,0.0,0.0,3.874,41.0,41.0,75.158,1380.0,1380.0
2023-04-01,0.0,0.0,0.0,4.707,46.0,46.0,49.823,915.0,915.0
2023-05-01,0.0,0.0,0.0,8.536,87.0,87.0,67.176,1234.0,1234.0
2023-06-01,0.0,0.0,0.0,5.294,52.0,52.0,75.026,1378.0,1378.0
2023-07-01,0.0,0.0,0.0,5.183,52.0,52.0,81.292,1493.0,1493.0
2023-08-01,0.0,0.0,0.0,3.323,35.0,35.0,80.252,1473.0,1473.0
2023-09-01,0.0,0.0,0.0,4.077,41.0,41.0,76.113,1397.0,1397.0
2023-10-01,0.0,0.0,0.0,6.771,70.0,70.0,56.423,1036.0,1036.0
2023-11-01,0.0,0.0,0.0,4.376,46.0,46.0,73.601,1352.0,1352.0
2023-12-01,0.0,0.0,0.0,7.083,75.0,75.0,78.011,1433.0,1433.0
2024-01-01,0.0,0.0,0.0,13.259,128.0,128.0,243.742,4634.0,4634.0
2024-02-01,0.0,0.0,0.0,8.046,81.0,81.0,232.86,4426.0,4426.0
2024-03-01,0.0,0.0,0.0,12.704,128.0,128.0,233.027,4429.0,4429.0
2024-04-01,0.0,0.0,0.0,21.338,215.0,215.0,179.541,3413.0,3413.0
2024-05-01,0.0,0.0,0.0,14.097,139.0,139.0,191.973,3649.0,3649.0
2024-06-01,0.0,0.0,0.0,14.765,145.0,145.0,225.226,4281.0,4281.0
2024-07-01,0.0,0.0,0.0,11.467,116.0,116.0,244.033,4639.0,4639.0
2024-08-01,0.0,0.0,0.0,16.643,168.0,168.0,250.587,4764.0,4764.0
2024-09-01,0.0,0.0,0.0,16.659,168.0,168.0,239.744,4557.0,4557.0
2024-10-01,0.0,0.0,0.0,11.353,116.0,116.0,133.219,2532.0,2532.0
2024-11-01,0.0,0.0,0.0,17.932,180.0,180.0,216.588,4117.0,4117.0
2024-12-01,0.0,0.0,0.0,22.737,226.0,226.0,254.46,4837.0,4837.0
