measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2021-05-01,360.67,3190.0,3190.0
2021-06-01,412.134,3645.0,3645.0
2021-07-01,378.72,3349.0,3349.0
2021-08-01,385.549,3410.0,3410.0
2021-09-01,353.049,3122.0,3122.0
2021-10-01,221.768,1961.0,1961.0
2021-11-01,178.415,1578.0,1578.0
2021-12-01,144.695,1280.0,1280.0
2022-01-01,204.198,697.0,697.0
2022-02-01,229.455,783.0,783.0
2022-03-01,315.104,1075.0,1075.0
2022-04-01,339.61,1159.0,1159.0
2022-05-01,434.841,1484.0,1484.0
2022-06-01,508.111,1734.0,1734.0
2022-07-01,470.384,1605.0,1605.0
2022-08-01,456.181,1556.0,1556.0
2022-09-01,396.349,1352.0,1352.0
2022-10-01,352.612,1203.0,1203.0
2022-11-01,227.87,777.0,777.0
2022-12-01,128.285,438.0,438.0
2023-01-01,11.0,38.0,38.0
2023-02-01,270.0,921.0,921.0
2023-03-01,297.0,1013.0,1013.0
2023-04-01,425.0,1450.0,1450.0
2023-05-01,516.0,1761.0,1761.0
2023-06-01,480.0,1638.0,1638.0
2023-07-01,492.0,1679.0,1679.0
2023-08-01,381.0,1300.0,1300.0
2023-09-01,313.0,1068.0,1068.0
2023-10-01,231.0,788.0,788.0
2023-11-01,200.0,682.0,682.0
2023-12-01,97.0,331.0,331.0
2024-01-01,103.0,351.0,351.0
2024-02-01,278.0,949.0,949.0
2024-03-01,390.0,1331.0,1331.0
2024-04-01,341.0,1163.0,1163.0
2024-05-01,388.0,1324.0,1324.0
2024-06-01,500.0,1706.0,1706.0
2024-07-01,406.0,1385.0,1385.0
2024-08-01,370.0,1262.0,1262.0
2024-09-01,336.0,1146.0,1146.0
2024-10-01,309.0,1054.0,1054.0
2024-11-01,126.0,430.0,430.0
2024-12-01,93.0,317.0,317.0
