measured_on,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Generation,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Quantity Consumed For Electricity,Municiapl Landfill Gas - Combustion (Gas) Turbine (including jet engine design) - Municipal Landfill Gas - Total Fuel Consumed,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2008-05-01,,,,3352.512,33538.0,33538.0
2008-06-01,,,,2947.9590000000003,29491.0,29491.0
2008-07-01,,,,2821.646,28227.0,28227.0
2008-08-01,,,,2666.275,26673.0,26673.0
2008-09-01,,,,2802.6330000000003,28037.0,28037.0
2008-10-01,,,,2530.41,25314.0,25314.0
2008-11-01,,,,3841.862,38433.0,38433.0
2008-12-01,,,,3333.025,33343.0,33343.0
2009-01-01,0.0,0.0,0.0,5056.503000000001,60685.0,60685.0
2009-02-01,0.0,0.0,0.0,4816.531,57805.0,57805.0
2009-03-01,0.0,0.0,0.0,5004.924,60066.0,60066.0
2009-04-01,0.0,0.0,0.0,3961.942,47549.0,47549.0
2009-05-01,0.0,0.0,0.0,4137.479,49656.0,49656.0
2009-06-01,0.0,0.0,0.0,3999.382,47998.0,47998.0
2009-07-01,0.0,0.0,0.0,3988.13,47863.0,47863.0
2009-08-01,0.0,0.0,0.0,3800.737,45614.0,45614.0
2009-09-01,0.0,0.0,0.0,3277.2160000000003,39331.0,39331.0
2009-10-01,0.0,0.0,0.0,3266.993,39209.0,39209.0
2009-11-01,0.0,0.0,0.0,3514.819,42183.0,42183.0
2009-12-01,0.0,0.0,0.0,1908.344,22903.0,22903.0
2010-01-01,0.0,0.0,0.0,5126.936000000001,71905.0,71905.0
2010-02-01,0.0,0.0,0.0,4386.643,61522.0,61522.0
2010-03-01,0.0,0.0,0.0,4819.049,67586.0,67586.0
2010-04-01,0.0,0.0,0.0,4879.633,68436.0,68436.0
2010-05-01,0.0,0.0,0.0,4681.04,65651.0,65651.0
2010-06-01,0.0,0.0,0.0,4663.734,65408.0,65408.0
2010-07-01,0.0,0.0,0.0,5015.523,70342.0,70342.0
2010-08-01,0.0,0.0,0.0,4774.424,66960.0,66960.0
2010-09-01,0.0,0.0,0.0,4433.834,62184.0,62184.0
2010-10-01,0.0,0.0,0.0,4756.8240000000005,66714.0,66714.0
2010-11-01,0.0,0.0,0.0,5153.231000000001,72273.0,72273.0
2010-12-01,0.0,0.0,0.0,5459.129,76563.0,76563.0
2011-01-01,0.0,0.0,0.0,5143.289,74104.0,74104.0
2011-02-01,0.0,0.0,0.0,4572.027,65873.0,65873.0
2011-03-01,0.0,0.0,0.0,4818.822,69429.0,69429.0
2011-04-01,0.0,0.0,0.0,4483.047,64591.0,64591.0
2011-05-01,0.0,0.0,0.0,4492.789,64731.0,64731.0
2011-06-01,0.0,0.0,0.0,4599.528,66269.0,66269.0
2011-07-01,0.0,0.0,0.0,5091.517,73358.0,73358.0
2011-08-01,0.0,0.0,0.0,4978.435,71728.0,71728.0
2011-09-01,0.0,0.0,0.0,4573.14,65889.0,65889.0
2011-10-01,0.0,0.0,0.0,4753.324,68485.0,68485.0
2011-11-01,0.0,0.0,0.0,5344.807,77007.0,77007.0
2011-12-01,0.0,0.0,0.0,5556.275,80054.0,80054.0
2012-01-01,0.0,0.0,0.0,3982.015,38019.0,38019.0
2012-02-01,0.0,0.0,0.0,3809.774,36375.0,36375.0
2012-03-01,0.0,0.0,0.0,3855.241,36809.0,36809.0
2012-04-01,0.0,0.0,0.0,3847.795,36738.0,36738.0
2012-05-01,0.0,0.0,0.0,3879.315,37039.0,37039.0
2012-06-01,0.0,0.0,0.0,3739.704,35706.0,35706.0
2012-07-01,0.0,0.0,0.0,3972.16,37925.0,37925.0
2012-08-01,0.0,0.0,0.0,3749.321,35798.0,35798.0
2012-09-01,0.0,0.0,0.0,3319.168,31691.0,31691.0
2012-10-01,0.0,0.0,0.0,3766.725,35964.0,35964.0
2012-11-01,0.0,0.0,0.0,4140.358,39531.0,39531.0
2012-12-01,0.0,0.0,0.0,4483.424,42806.0,42806.0
2013-01-01,1915.817,33196.0,33196.0,1518.577,24778.0,24778.0
2013-02-01,1701.703,29486.0,29486.0,1348.86,22009.0,22009.0
2013-03-01,1843.963,31951.0,31951.0,1461.623,23849.0,23849.0
2013-04-01,1724.17,29876.0,29876.0,1366.669,22300.0,22300.0
2013-05-01,1841.762,31913.0,31913.0,1459.878,23820.0,23820.0
2013-06-01,1755.937,30426.0,30426.0,1391.849,22710.0,22710.0
2013-07-01,1842.784,31931.0,31931.0,1460.688,23834.0,23834.0
2013-08-01,1690.975,29300.0,29300.0,1340.356,21870.0,21870.0
2013-09-01,1596.519,27664.0,27664.0,1265.486,20649.0,20649.0
2013-10-01,1722.212,29842.0,29842.0,1365.117,22274.0,22274.0
2013-11-01,1912.148,33133.0,33133.0,1515.67,24731.0,24731.0
2013-12-01,2039.01,35331.0,35331.0,1616.227,26371.0,26371.0
2014-01-01,2795.579,38368.0,38368.0,1416.935,19518.0,19518.0
2014-02-01,2319.665,31836.0,31836.0,1175.717,16196.0,16196.0
2014-03-01,2686.951,36877.0,36877.0,1361.875,18761.0,18761.0
2014-04-01,2479.066,34024.0,34024.0,1256.509,17309.0,17309.0
2014-05-01,2480.942,34050.0,34050.0,1257.46,17322.0,17322.0
2014-06-01,2372.357,32559.0,32559.0,1202.424,16564.0,16564.0
2014-07-01,2303.567,31615.0,31615.0,1167.558,16084.0,16084.0
2014-08-01,2281.49,31312.0,31312.0,1156.368,15930.0,15930.0
2014-09-01,2045.826,28078.0,28078.0,1036.923,14284.0,14284.0
2014-10-01,2340.55,32123.0,32123.0,1186.303,16342.0,16342.0
2014-11-01,2320.138,31843.0,31843.0,1175.957,16199.0,16199.0
2014-12-01,2341.869,32141.0,32141.0,1186.971,16351.0,16351.0
2015-01-01,550.48,10415.0,10415.0,2179.425,35465.0,35465.0
2015-02-01,481.281,9106.0,9106.0,1905.452,31006.0,31006.0
2015-03-01,524.276,9919.0,9919.0,2075.673,33776.0,33776.0
2015-04-01,526.031,9952.0,9952.0,2082.622,33889.0,33889.0
2015-05-01,517.083,9783.0,9783.0,2047.196,33312.0,33312.0
2015-06-01,496.261,9389.0,9389.0,1964.761,31971.0,31971.0
2015-07-01,595.063,11258.0,11258.0,2355.927,38336.0,38336.0
2015-08-01,571.676,10816.0,10816.0,2263.335,36829.0,36829.0
2015-09-01,523.851,9911.0,9911.0,2073.991,33748.0,33748.0
2015-10-01,601.626,11383.0,11383.0,2381.913,38759.0,38759.0
2015-11-01,606.226,11470.0,11470.0,2400.125,39055.0,39055.0
2015-12-01,636.146,12036.0,12036.0,2518.58,40983.0,40983.0
2016-01-01,610.779,8481.0,8481.0,2174.426,28706.0,28706.0
2016-02-01,568.616,7895.0,7895.0,2024.321,26724.0,26724.0
2016-03-01,593.555,8242.0,8242.0,2113.107,27897.0,27897.0
2016-04-01,632.451,8782.0,8782.0,2251.578,29725.0,29725.0
2016-05-01,629.615,8742.0,8742.0,2241.481,29591.0,29591.0
2016-06-01,591.438,8212.0,8212.0,2105.568,27797.0,27797.0
2016-07-01,599.088,8318.0,8318.0,2132.804,28157.0,28157.0
2016-08-01,594.029,8248.0,8248.0,2114.792,27919.0,27919.0
2016-09-01,540.171,7500.0,7500.0,1923.054,25388.0,25388.0
2016-10-01,526.527,7311.0,7311.0,1874.481,24746.0,24746.0
2016-11-01,591.785,8217.0,8217.0,2106.806,27813.0,27813.0
2016-12-01,661.946,9191.0,9191.0,2356.582,31111.0,31111.0
2017-01-01,2168.535,40210.0,40210.0,357.464,6448.0,6448.0
2017-02-01,2069.214,38368.0,38368.0,341.092,6153.0,6153.0
2017-03-01,2116.612,39247.0,39247.0,348.905,6294.0,6294.0
2017-04-01,1917.048,35546.0,35546.0,316.008,5700.0,5700.0
2017-05-01,1945.247,36069.0,36069.0,320.657,5784.0,5784.0
2017-06-01,1846.131,34231.0,34231.0,304.318,5490.0,5490.0
2017-07-01,1910.294,35421.0,35421.0,314.895,5680.0,5680.0
2017-08-01,1813.621,33629.0,33629.0,298.959,5393.0,5393.0
2017-09-01,1685.54,31254.0,31254.0,277.847,5012.0,5012.0
2017-10-01,1993.184,36958.0,36958.0,328.559,5927.0,5927.0
2017-11-01,2057.417,38149.0,38149.0,339.147,6118.0,6118.0
2017-12-01,2124.157,39387.0,39387.0,350.149,6316.0,6316.0
2018-01-01,1160.339,22848.0,22848.0,919.837,13927.0,13927.0
2018-02-01,1100.467,21670.0,21670.0,872.374,13210.0,13210.0
2018-03-01,1171.191,23062.0,23062.0,928.44,14059.0,14059.0
2018-04-01,1127.793,22208.0,22208.0,894.036,13538.0,13538.0
2018-05-01,1020.082,20087.0,20087.0,808.65,12245.0,12245.0
2018-06-01,1103.497,21729.0,21729.0,874.776,13246.0,13246.0
2018-07-01,1108.876,21835.0,21835.0,879.04,13311.0,13311.0
2018-08-01,1103.007,21720.0,21720.0,874.388,13240.0,13240.0
2018-09-01,906.366,17848.0,17848.0,718.504,10880.0,10880.0
2018-10-01,1124.836,22149.0,22149.0,891.692,13502.0,13502.0
2018-11-01,1138.129,22411.0,22411.0,902.23,13662.0,13662.0
2018-12-01,1169.417,23027.0,23027.0,927.033,14037.0,14037.0
2019-01-01,1470.672,25513.0,25513.0,555.446,9637.0,9637.0
2019-02-01,1295.744,22479.0,22479.0,489.379,8491.0,8491.0
2019-03-01,1399.578,24281.0,24281.0,528.595,9171.0,9171.0
2019-04-01,1316.923,22847.0,22847.0,497.378,8629.0,8629.0
2019-05-01,1411.367,24485.0,24485.0,533.048,9248.0,9248.0
2019-06-01,1364.767,23677.0,23677.0,515.448,8943.0,8943.0
2019-07-01,1385.608,24038.0,24038.0,523.319,9079.0,9079.0
2019-08-01,1341.039,23265.0,23265.0,506.486,8787.0,8787.0
2019-09-01,1313.052,22780.0,22780.0,495.916,8604.0,8604.0
2019-10-01,1381.429,23966.0,23966.0,521.741,9052.0,9052.0
2019-11-01,1310.662,22738.0,22738.0,495.013,8588.0,8588.0
2019-12-01,1462.159,25366.0,25366.0,552.231,9581.0,9581.0
2020-01-01,1092.538,26800.0,26800.0,412.596,5124.0,5124.0
2020-02-01,1044.822,25629.0,25629.0,394.576,4900.0,4900.0
2020-03-01,1162.869,28525.0,28525.0,439.157,5453.0,5453.0
2020-04-01,1078.244,26449.0,26449.0,407.198,5057.0,5057.0
2020-05-01,1060.904,26024.0,26024.0,400.65,4975.0,4975.0
2020-06-01,936.374,22969.0,22969.0,353.621,4391.0,4391.0
2020-07-01,1015.725,24916.0,24916.0,383.588,4763.0,4763.0
2020-08-01,1025.738,25161.0,25161.0,387.369,4810.0,4810.0
2020-09-01,947.995,23254.0,23254.0,358.01,4446.0,4446.0
2020-10-01,957.003,23475.0,23475.0,361.411,4488.0,4488.0
2020-11-01,990.767,24304.0,24304.0,374.163,4646.0,4646.0
2020-12-01,1143.021,28038.0,28038.0,431.661,5360.0,5360.0
2021-01-01,1708.212,37563.0,37563.0,61.654,1357.0,1357.0
2021-02-01,1594.731,35067.0,35067.0,57.558,1266.0,1266.0
2021-03-01,1698.225,37343.0,37343.0,61.293,1349.0,1349.0
2021-04-01,1670.004,36722.0,36722.0,60.275,1326.0,1326.0
2021-05-01,1684.783,37047.0,37047.0,60.808,1338.0,1338.0
2021-06-01,1547.51,34029.0,34029.0,55.854,1229.0,1229.0
2021-07-01,1596.346,35102.0,35102.0,57.616,1268.0,1268.0
2021-08-01,1544.609,33965.0,33965.0,55.749,1227.0,1227.0
2021-09-01,1421.995,31269.0,31269.0,51.324,1129.0,1129.0
2021-10-01,1509.757,33198.0,33198.0,54.491,1199.0,1199.0
2021-11-01,1506.257,33121.0,33121.0,54.365,1196.0,1196.0
2021-12-01,1773.571,38999.0,38999.0,64.013,1408.0,1408.0
2022-01-01,846.661,13221.0,13221.0,302.949,4730.0,4730.0
2022-02-01,811.855,12677.0,12677.0,290.494,4537.0,4537.0
2022-03-01,866.532,13531.0,13531.0,310.058,4842.0,4842.0
2022-04-01,840.673,13127.0,13127.0,300.805,4698.0,4698.0
2022-05-01,768.263,11997.0,11997.0,274.896,4293.0,4293.0
2022-06-01,796.535,12438.0,12438.0,285.012,4451.0,4451.0
2022-07-01,875.806,13676.0,13676.0,313.376,4894.0,4894.0
2022-08-01,802.813,12536.0,12536.0,287.258,4486.0,4486.0
2022-09-01,733.33,11451.0,11451.0,262.397,4098.0,4098.0
2022-10-01,797.436,12452.0,12452.0,285.335,4456.0,4456.0
2022-11-01,793.196,12386.0,12386.0,283.818,4432.0,4432.0
2022-12-01,842.9,13162.0,13162.0,301.602,4710.0,4710.0
2023-01-01,0.0,0.0,0.0,2009.302,27089.0,27089.0
2023-02-01,0.0,0.0,0.0,1845.1,24875.0,24875.0
2023-03-01,0.0,0.0,0.0,1855.328,25013.0,25013.0
2023-04-01,0.0,0.0,0.0,1856.004,25022.0,25022.0
2023-05-01,0.0,0.0,0.0,2054.286,27695.0,27695.0
2023-06-01,0.0,0.0,0.0,1824.936,24603.0,24603.0
2023-07-01,0.0,0.0,0.0,1896.167,25563.0,25563.0
2023-08-01,0.0,0.0,0.0,1838.293,24783.0,24783.0
2023-09-01,0.0,0.0,0.0,1675.15,22584.0,22584.0
2023-10-01,0.0,0.0,0.0,1883.188,25388.0,25388.0
2023-11-01,0.0,0.0,0.0,1887.634,25448.0,25448.0
2023-12-01,0.0,0.0,0.0,2023.612,27281.0,27281.0
2024-01-01,0.0,0.0,0.0,1755.513,24686.0,24686.0
2024-02-01,0.0,0.0,0.0,1651.961,23231.0,23231.0
2024-03-01,0.0,0.0,0.0,1581.78,22244.0,22244.0
2024-04-01,0.0,0.0,0.0,1597.691,22467.0,22467.0
2024-05-01,0.0,0.0,0.0,1667.888,23454.0,23454.0
2024-06-01,0.0,0.0,0.0,1430.842,20121.0,20121.0
2024-07-01,0.0,0.0,0.0,1542.918,21697.0,21697.0
2024-08-01,0.0,0.0,0.0,1599.131,22488.0,22488.0
2024-09-01,0.0,0.0,0.0,1460.873,20543.0,20543.0
2024-10-01,0.0,0.0,0.0,1566.733,22032.0,22032.0
2024-11-01,0.0,0.0,0.0,1658.818,23327.0,23327.0
2024-12-01,0.0,0.0,0.0,1607.852,22610.0,22610.0
