measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2003-01-01,,,,,,,593.0,6580.0,6580.0,0.0,0.0,0.0
2003-02-01,,,,,,,593.0,6580.0,6580.0,0.0,0.0,0.0
2003-03-01,,,,,,,2530.0,28419.0,28419.0,0.0,0.0,0.0
2003-04-01,,,,,,,422.0,5131.0,5131.0,0.0,0.0,0.0
2003-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-06-01,,,,,,,600.0,6068.0,6068.0,0.0,0.0,0.0
2003-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-08-01,,,,,,,14293.0,162463.0,162463.0,0.0,0.0,0.0
2003-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2003-12-01,398.0,3645.0,3645.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-01-01,0.0,0.0,0.0,,,,36.7,424.0,424.0,10.555,0.0,0.0
2004-02-01,0.0,0.0,0.0,,,,38.099000000000004,440.0,440.0,10.036000000000001,0.0,0.0
2004-03-01,0.0,0.0,0.0,,,,36.298,420.0,420.0,10.341000000000001,0.0,0.0
2004-04-01,0.0,0.0,0.0,,,,34.349000000000004,397.0,397.0,9.459,0.0,0.0
2004-05-01,0.0,0.0,0.0,,,,47.51,549.0,549.0,15.1,0.0,0.0
2004-06-01,0.0,0.0,0.0,,,,39.289,454.0,454.0,12.383000000000001,0.0,0.0
2004-07-01,0.0,0.0,0.0,,,,37.239000000000004,431.0,431.0,12.1,0.0,0.0
2004-08-01,0.0,0.0,0.0,,,,40.234,465.0,465.0,13.084000000000001,0.0,0.0
2004-09-01,0.0,0.0,0.0,,,,46.928000000000004,543.0,543.0,16.261,0.0,0.0
2004-10-01,0.0,0.0,0.0,,,,29.651,343.0,343.0,7.71,0.0,0.0
2004-11-01,0.0,0.0,0.0,,,,39.408,456.0,456.0,10.703000000000001,0.0,0.0
2004-12-01,0.0,0.0,0.0,,,,41.294000000000004,477.0,477.0,10.269,0.0,0.0
2005-01-01,225.583,2482.12,2482.12,,,,2709.815,29810.94,29810.94,981.8180000000001,0.0,0.0
2005-02-01,51.925,571.34,571.34,,,,2402.321,26428.17,26428.17,870.407,0.0,0.0
2005-03-01,44.558,490.28,490.28,,,,2866.7490000000003,31537.39,31537.39,1038.678,0.0,0.0
2005-04-01,44.583000000000006,490.55,490.55,,,,2939.121,32333.56,32333.56,1064.9,0.0,0.0
2005-05-01,44.951,494.6,494.6,,,,2384.331,26230.25,26230.25,863.889,0.0,0.0
2005-06-01,54.451,599.14,599.14,,,,4056.451,44625.41,44625.41,1469.73,0.0,0.0
2005-07-01,103.125,1134.7,1134.7,,,,5227.308,57506.12,57506.12,1893.9540000000002,0.0,0.0
2005-08-01,91.339,1005.01,1005.01,,,,5588.774,61482.65,61482.65,2024.92,0.0,0.0
2005-09-01,50.823,559.21,559.21,,,,3697.0260000000003,40671.34,40671.34,1339.5030000000002,0.0,0.0
2005-10-01,71.255,784.03,784.03,,,,2556.686,28126.35,28126.35,926.336,0.0,0.0
2005-11-01,47.98,527.93,527.93,,,,2294.914,25246.57,25246.57,831.491,0.0,0.0
2005-12-01,131.428,1446.12,1446.12,,,,2479.504,27277.27,27277.27,898.3720000000001,0.0,0.0
2006-01-01,0.0,0.0,0.0,,,,668.7710000000001,10295.0,10295.0,236.37,0.0,0.0
2006-02-01,0.0,0.0,0.0,,,,755.984,11637.0,11637.0,267.195,0.0,0.0
2006-03-01,0.0,0.0,0.0,,,,996.206,15335.0,15335.0,352.099,0.0,0.0
2006-04-01,0.0,0.0,0.0,,,,824.3960000000001,12691.0,12691.0,291.374,0.0,0.0
2006-05-01,0.0,0.0,0.0,,,,1085.939,16717.0,16717.0,383.814,0.0,0.0
2006-06-01,0.0,0.0,0.0,,,,1398.814,21533.0,21533.0,494.396,0.0,0.0
2006-07-01,0.0,0.0,0.0,,,,2503.129,38533.0,38533.0,884.705,0.0,0.0
2006-08-01,0.0,0.0,0.0,,,,2224.251,34240.0,34240.0,786.139,0.0,0.0
2006-09-01,0.0,0.0,0.0,,,,1308.35,20140.0,20140.0,462.423,0.0,0.0
2006-10-01,0.0,0.0,0.0,,,,1417.202,21816.0,21816.0,500.896,0.0,0.0
2006-11-01,0.0,0.0,0.0,,,,952.773,14667.0,14667.0,336.748,0.0,0.0
2006-12-01,0.0,0.0,0.0,,,,967.185,14889.0,14889.0,341.84200000000004,0.0,0.0
2007-01-01,12.311,452.0,452.0,52.898,0.0,0.0,836.837,30858.0,30858.0,3595.7650000000003,0.0,0.0
2007-02-01,20.971,771.0,771.0,94.524,0.0,0.0,766.686,28271.0,28271.0,3455.7850000000003,0.0,0.0
2007-03-01,10.121,371.0,371.0,31.037000000000003,0.0,0.0,1108.976,40893.0,40893.0,3400.655,0.0,0.0
2007-04-01,7.308000000000001,267.0,267.0,24.516000000000002,0.0,0.0,907.415,33461.0,33461.0,3043.85,0.0,0.0
2007-05-01,3.655,133.0,133.0,11.252,0.0,0.0,1090.145,40198.0,40198.0,3355.58,0.0,0.0
2007-06-01,4.872,180.0,180.0,13.073,0.0,0.0,1344.7910000000002,49588.0,49588.0,3608.8320000000003,0.0,0.0
2007-07-01,4.963,186.0,186.0,12.239,0.0,0.0,1561.165,57567.0,57567.0,3850.094,0.0,0.0
2007-08-01,5.0040000000000004,186.0,186.0,11.224,0.0,0.0,1829.7710000000002,67471.0,67471.0,4103.972,0.0,0.0
2007-09-01,3.353,122.0,122.0,8.478,0.0,0.0,1340.999,49448.0,49448.0,3390.61,0.0,0.0
2007-10-01,1.909,70.0,70.0,5.5120000000000005,0.0,0.0,1092.5910000000001,40288.0,40288.0,3154.565,0.0,0.0
2007-11-01,1.1660000000000001,41.0,41.0,3.778,0.0,0.0,876.928,32336.0,32336.0,2841.877,0.0,0.0
2007-12-01,4.428,162.0,162.0,15.784,0.0,0.0,936.635,34538.0,34538.0,3339.1,0.0,0.0
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1513.31,19524.0,19524.0,506.622,0.0,0.0
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1380.654,17811.0,17811.0,462.211,0.0,0.0
2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1601.4160000000002,20659.0,20659.0,536.1170000000001,0.0,0.0
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1487.6950000000002,19192.0,19192.0,498.04600000000005,0.0,0.0
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1452.304,18736.0,18736.0,486.19800000000004,0.0,0.0
2008-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2130.4970000000003,27485.0,27485.0,713.241,0.0,0.0
2008-07-01,0.0,0.0,0.0,0.0,0.0,0.0,2716.4230000000002,35043.0,35043.0,909.3960000000001,0.0,0.0
2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0,2187.998,28226.0,28226.0,732.491,0.0,0.0
2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2037.2710000000002,26281.0,26281.0,682.0310000000001,0.0,0.0
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1857.6970000000001,23965.0,23965.0,621.914,0.0,0.0
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1610.845,20780.0,20780.0,539.274,0.0,0.0
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1497.89,19324.0,19324.0,501.459,0.0,0.0
2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,989.696,13665.0,13665.0,315.108,0.0,0.0
2009-02-01,0.0,0.0,0.0,0.0,0.0,0.0,941.3090000000001,12996.0,12996.0,299.70300000000003,0.0,0.0
2009-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1120.769,15473.0,15473.0,356.841,0.0,0.0
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1110.79,15336.0,15336.0,353.66400000000004,0.0,0.0
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1052.31,14528.0,14528.0,335.045,0.0,0.0
2009-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1119.499,15455.0,15455.0,356.437,0.0,0.0
2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1355.374,18712.0,18712.0,431.53700000000003,0.0,0.0
2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1650.622,22788.0,22788.0,525.541,0.0,0.0
2009-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1133.223,15645.0,15645.0,360.80600000000004,0.0,0.0
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1015.182,14015.0,14015.0,323.224,0.0,0.0
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1014.6560000000001,14008.0,14008.0,323.05600000000004,0.0,0.0
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1058.57,14615.0,14615.0,337.038,0.0,0.0
2010-01-01,20.145,261.0,261.0,6.662,0.0,0.0,968.6510000000001,12526.0,12526.0,320.338,0.0,0.0
2010-02-01,2.015,26.0,26.0,0.671,0.0,0.0,100.07300000000001,1294.0,1294.0,33.329,0.0,0.0
2010-03-01,8.055,104.0,104.0,2.658,0.0,0.0,379.88,4914.0,4914.0,125.34200000000001,0.0,0.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,46.719,604.0,604.0,15.457,0.0,0.0,2205.053,28525.0,28525.0,729.543,0.0,0.0
2010-06-01,68.87400000000001,891.0,891.0,22.785,0.0,0.0,3259.1980000000003,42159.0,42159.0,1078.2150000000001,0.0,0.0
2010-07-01,122.037,1579.0,1579.0,40.368,0.0,0.0,5766.988,74600.0,74600.0,1907.632,0.0,0.0
2010-08-01,111.566,1443.0,1443.0,36.923,0.0,0.0,5272.852,68208.0,68208.0,1745.077,0.0,0.0
2010-09-01,35.039,453.0,453.0,11.597000000000001,0.0,0.0,1650.873,21356.0,21356.0,546.403,0.0,0.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.405,5.0,5.0,0.139,0.0,0.0,25.846,333.0,333.0,8.861,0.0,0.0
2010-12-01,28.595000000000002,370.0,370.0,9.471,0.0,0.0,1348.136,17440.0,17440.0,446.529,0.0,0.0
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,14667.0,186541.0,186541.0,4897.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,7046.91,82548.0,82548.0,2240.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1347.471,15785.0,15785.0,429.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0,4194.155,49131.0,49131.0,1333.0,0.0,0.0
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,7420.195,86921.0,86921.0,2359.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,13074.111,153152.0,153152.0,4157.0,0.0,0.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,6112.177,71598.0,71598.0,1943.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2160.809,25312.0,25312.0,687.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,9247.172,108323.0,108323.0,2940.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,525.847,5916.0,5916.0,158.781,0.0,0.0,1471.153,16551.0,16551.0,444.219,0.0,0.0
2013-02-01,203.228,2488.0,2488.0,68.684,0.0,0.0,876.772,10735.0,10735.0,296.316,0.0,0.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3574.0,40209.0,40209.0,1093.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,757.0,9335.0,9335.0,177.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,3309.0,37971.0,37971.0,1037.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,666.0,7749.0,7749.0,204.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,8647.0,100390.0,100390.0,2814.0,0.0,0.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,6088.0,70451.0,70451.0,1962.0,0.0,0.0
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1698.0,19675.0,19675.0,552.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1547.0,17620.0,17620.0,468.0,0.0,0.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2061.0,23736.0,23736.0,634.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4209.0,50162.0,50162.0,1265.0,0.0,0.0
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,7534.0,86200.0,86200.0,2315.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2405.0,28366.0,28366.0,748.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1525.0,17743.0,17743.0,472.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,6086.0,71039.0,71039.0,1998.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,959.0,11897.0,11897.0,334.0,0.0,0.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,3349.0,40215.0,40215.0,1082.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,5824.0,69533.0,69533.0,1948.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,12778.0,147106.0,147106.0,4094.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,7676.0,90378.0,90378.0,2463.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,22001.0,249239.0,249239.0,6642.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,29167.0,330147.0,330147.0,8646.0,0.0,0.0
2015-02-01,2159.812,24464.0,24464.0,648.17,0.0,0.0,21685.188,245630.0,245630.0,6507.83,0.0,0.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,31478.0,375166.0,375166.0,11011.0,0.0,0.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1469.0,17237.0,17237.0,472.0,0.0,0.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,27090.0,318375.0,318375.0,9108.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,12384.0,143481.0,143481.0,4008.0,0.0,0.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,27427.0,312925.0,312925.0,8531.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,28654.0,327347.0,327347.0,8899.0,0.0,0.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,23027.0,265074.0,265074.0,7191.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,14793.0,170508.0,170508.0,4606.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,9914.0,111945.0,111945.0,2869.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,4316.0,49050.0,49050.0,1259.0,0.0,0.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,10975.0,124141.0,124141.0,3188.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1318.0,14824.0,14824.0,383.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2602.0,29086.0,29086.0,765.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,5588.0,62672.0,62672.0,1638.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,4453.0,50978.0,50978.0,1339.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,8013.0,92115.0,92115.0,2418.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,33248.0,377941.0,377941.0,10056.0,0.0,0.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,16617.0,187664.0,187664.0,5109.0,0.0,0.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,17582.0,202266.0,202266.0,5366.0,0.0,0.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,3074.0,34991.0,34991.0,914.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,3629.0,41316.0,41316.0,1045.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,32559.0,366524.0,366524.0,9572.0,0.0,0.0
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,17484.0,193398.0,193398.0,5160.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,848.0,9999.0,9999.0,243.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,174.0,2086.0,2086.0,44.0,0.0,0.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1659.0,21096.0,21096.0,549.0,0.0,0.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,6549.0,75908.0,75908.0,2009.0,0.0,0.0
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,7337.0,85235.0,85235.0,2248.0,0.0,0.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,7093.0,82940.0,82940.0,2213.0,0.0,0.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,12180.0,140859.0,140859.0,3733.0,0.0,0.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,3678.0,42116.0,42116.0,1132.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,6364.0,72237.0,72237.0,1935.0,0.0,0.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,23404.0,23404.0,615.0,0.0,0.0
2018-01-01,417.651,4674.0,4674.0,124.166,0.0,0.0,4762.349,53296.0,53296.0,1415.834,0.0,0.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,32429.0,32429.0,868.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,6743.0,76969.0,76969.0,2052.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,13434.0,148950.0,148950.0,4086.0,0.0,0.0
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,4328.0,50168.0,50168.0,1378.0,0.0,0.0
