measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,7390.0,75680.99,75680.99
2003-02-01,10116.0,103597.96,103597.96
2003-03-01,11087.0,113541.97,113541.97
2003-04-01,8479.0,86833.44,86833.44
2003-05-01,12654.0,129589.61,129589.61
2003-06-01,9204.0,94258.16,94258.16
2003-07-01,11610.0,118898.01,118898.01
2003-08-01,8503.0,87079.22,87079.22
2003-09-01,5035.0,51563.44,51563.44
2003-10-01,4104.0,42029.06,42029.06
2003-11-01,7407.0,75855.09,75855.09
2003-12-01,8786.0,89977.43,89977.43
2004-01-01,6951.061000000001,69663.53,69663.53
2004-02-01,7543.79,75603.86,75603.86
2004-03-01,5316.7,53283.97,53283.97
2004-04-01,4047.132,40560.36,40560.36
2004-05-01,4281.494000000001,42909.13,42909.13
2004-06-01,5297.823,53094.78,53094.78
2004-07-01,6299.487,63133.46,63133.46
2004-08-01,7105.523,71211.55,71211.55
2004-09-01,12787.016,128151.47,128151.47
2004-10-01,7409.5470000000005,74258.48,74258.48
2004-11-01,7106.612,71222.47,71222.47
2004-12-01,11939.814,119660.82,119660.82
2005-01-01,9652.409,96514.43,96514.43
2005-02-01,8345.446,83446.12,83446.12
2005-03-01,9142.088,91411.74,91411.74
2005-04-01,8732.564,87316.91,87316.91
2005-05-01,7899.379000000001,78985.9,78985.9
2005-06-01,8897.905,88970.15,88970.15
2005-07-01,9550.801000000001,95498.46,95498.46
2005-08-01,8081.173000000001,80803.65,80803.65
2005-09-01,6686.724,66860.55,66860.55
2005-10-01,5707.011,57064.41,57064.41
2005-11-01,6107.637000000001,61070.26,61070.26
2005-12-01,7475.862,74751.14,74751.14
2006-01-01,5918.108,58702.0,58702.0
2006-02-01,5336.384,52932.0,52932.0
2006-03-01,4701.43,46633.0,46633.0
2006-04-01,5117.352,50759.0,50759.0
2006-05-01,6050.4130000000005,60014.0,60014.0
2006-06-01,5944.925,58968.0,58968.0
2006-07-01,6234.067,61836.0,61836.0
2006-08-01,6189.018,61389.0,61389.0
2006-09-01,4017.405,39849.0,39849.0
2006-10-01,3541.627,35129.0,35129.0
2006-11-01,4148.415,41148.0,41148.0
2006-12-01,4392.857,43573.0,43573.0
2007-01-01,4048.0440000000003,40011.0,40011.0
2007-02-01,2756.7830000000004,27248.0,27248.0
2007-03-01,3140.193,31038.0,31038.0
2007-04-01,2144.879,21200.0,21200.0
2007-05-01,2701.192,26699.0,26699.0
2007-06-01,2892.235,28587.0,28587.0
2007-07-01,3141.121,31047.0,31047.0
2007-08-01,3419.2980000000002,33796.0,33796.0
2007-09-01,2885.201,28517.0,28517.0
2007-10-01,3118.106,30819.0,30819.0
2007-11-01,2559.502,25298.0,25298.0
2007-12-01,1861.445,18399.0,18399.0
2008-01-01,3142.411,30965.0,30965.0
2008-02-01,3685.344,36315.0,36315.0
2008-03-01,3356.838,33078.0,33078.0
2008-04-01,2835.835,27944.0,27944.0
2008-05-01,2942.87,28999.0,28999.0
2008-06-01,2693.277,26540.0,26540.0
2008-07-01,2786.388,27457.0,27457.0
2008-08-01,3785.6910000000003,37304.0,37304.0
2008-09-01,3712.6710000000003,36585.0,36585.0
2008-10-01,3830.9990000000003,37751.0,37751.0
2008-11-01,3490.2690000000002,34393.0,34393.0
2008-12-01,3401.407,33517.0,33517.0
2009-01-01,4983.723,48641.0,48641.0
2009-02-01,4000.8970000000004,39049.0,39049.0
2009-03-01,5815.359,56758.0,56758.0
2009-04-01,5908.591,57668.0,57668.0
2009-05-01,5132.121,50090.0,50090.0
2009-06-01,5298.8550000000005,51717.0,51717.0
2009-07-01,5581.421,54475.0,54475.0
2009-08-01,5536.619000000001,54037.0,54037.0
2009-09-01,6636.6720000000005,64774.0,64774.0
2009-10-01,7348.371,71720.0,71720.0
2009-11-01,8058.076,78647.0,78647.0
2009-12-01,13014.295,127020.0,127020.0
2010-01-01,8346.732,81431.0,81431.0
2010-02-01,10160.054,99121.0,99121.0
2010-03-01,7663.893,74769.0,74769.0
2010-04-01,5080.625,49567.0,49567.0
2010-05-01,6466.385,63086.0,63086.0
2010-06-01,5574.38,54384.0,54384.0
2010-07-01,5301.344,51720.0,51720.0
2010-08-01,4966.398,48452.0,48452.0
2010-09-01,4233.765,41305.0,41305.0
2010-10-01,4019.5190000000002,39214.0,39214.0
2010-11-01,3672.623,35830.0,35830.0
2010-12-01,4833.282,47153.0,47153.0
2011-01-01,3093.11,30053.0,30053.0
2011-02-01,3314.051,32199.0,32199.0
2011-03-01,4812.101,46754.0,46754.0
2011-04-01,4272.419,41511.0,41511.0
2011-05-01,3498.943,33996.0,33996.0
2011-06-01,3295.585,32020.0,32020.0
2011-07-01,3242.446,31504.0,31504.0
