measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2008-06-01,2647.9660000000003,36016.0,36016.0,0.0,0.0,0.0
2008-07-01,3220.09,43796.0,43796.0,0.0,0.0,0.0
2008-08-01,1217.5320000000002,16560.0,16560.0,0.0,0.0,0.0
2008-09-01,836.115,11375.0,11375.0,0.0,0.0,0.0
2008-10-01,308.641,4198.0,4198.0,0.0,0.0,0.0
2008-11-01,2194.6310000000003,29850.0,29850.0,0.0,0.0,0.0
2008-12-01,6172.539000000001,83950.0,83950.0,0.0,0.0,0.0
2009-01-01,8009.111000000001,107687.0,107687.0,0.0,0.0,0.0
2009-02-01,1287.3880000000001,17308.0,17308.0,0.0,0.0,0.0
2009-03-01,821.398,11045.0,11045.0,0.0,0.0,0.0
2009-04-01,238.81900000000002,3211.0,3211.0,0.0,0.0,0.0
2009-05-01,196.715,2646.0,2646.0,0.0,0.0,0.0
2009-06-01,605.105,8133.0,8133.0,0.0,0.0,0.0
2009-07-01,853.527,11474.0,11474.0,0.0,0.0,0.0
2009-08-01,1412.6190000000001,18996.0,18996.0,0.0,0.0,0.0
2009-09-01,279.159,3752.0,3752.0,0.0,0.0,0.0
2009-10-01,131.321,1764.0,1764.0,0.0,0.0,0.0
2009-11-01,115.13900000000001,1547.0,1547.0,0.0,0.0,0.0
2009-12-01,920.6990000000001,12380.0,12380.0,0.0,0.0,0.0
2010-01-01,2158.909,29626.0,29626.0,0.0,0.0,0.0
2010-02-01,600.339,8234.0,8234.0,0.0,0.0,0.0
2010-03-01,388.545,5328.0,5328.0,0.0,0.0,0.0
2010-04-01,365.331,5012.0,5012.0,0.0,0.0,0.0
2010-05-01,501.04600000000005,6871.0,6871.0,0.0,0.0,0.0
2010-06-01,1856.471,25468.0,25468.0,0.0,0.0,0.0
2010-07-01,3675.3520000000003,50416.0,50416.0,0.0,0.0,0.0
2010-08-01,2002.9950000000001,27474.0,27474.0,0.0,0.0,0.0
2010-09-01,915.099,12556.0,12556.0,0.0,0.0,0.0
2010-10-01,214.584,2942.0,2942.0,0.0,0.0,0.0
2010-11-01,215.77700000000002,2959.0,2959.0,0.0,0.0,0.0
2010-12-01,1293.5520000000001,17743.0,17743.0,0.0,0.0,0.0
2011-01-01,2250.06,31298.0,31298.0,0.0,0.0,0.0
2011-02-01,561.105,7807.0,7807.0,0.0,0.0,0.0
2011-03-01,406.628,5659.0,5659.0,0.0,0.0,0.0
2011-04-01,235.363,3277.0,3277.0,0.0,0.0,0.0
2011-05-01,377.622,5254.0,5254.0,0.0,0.0,0.0
2011-06-01,1202.547,16731.0,16731.0,0.0,0.0,0.0
2011-07-01,2170.144,30192.0,30192.0,0.0,0.0,0.0
2011-08-01,780.387,10854.0,10854.0,0.0,0.0,0.0
2011-09-01,405.574,5642.0,5642.0,0.0,0.0,0.0
2011-10-01,293.004,4077.0,4077.0,0.0,0.0,0.0
2011-11-01,206.95,2877.0,2877.0,0.0,0.0,0.0
2011-12-01,291.616,4059.0,4059.0,0.0,0.0,0.0
2012-01-01,434.629,6245.0,6245.0,0.0,0.0,0.0
2012-02-01,312.32,4475.0,4475.0,0.0,0.0,0.0
2012-03-01,278.493,3990.0,3990.0,0.0,0.0,0.0
2012-04-01,142.015,2033.0,2033.0,0.0,0.0,0.0
2012-05-01,354.649,5083.0,5083.0,0.0,0.0,0.0
2012-06-01,1139.345,16334.0,16334.0,0.0,0.0,0.0
2012-07-01,2586.199,37073.0,37073.0,0.0,0.0,0.0
2012-08-01,1174.508,16837.0,16837.0,0.0,0.0,0.0
2012-09-01,366.69,5258.0,5258.0,0.0,0.0,0.0
2012-10-01,335.897,4814.0,4814.0,0.0,0.0,0.0
2012-11-01,544.609,7805.0,7805.0,0.0,0.0,0.0
2012-12-01,265.646,3809.0,3809.0,0.0,0.0,0.0
2013-01-01,2079.158,28665.0,28665.0,543.853,6252.0,6252.0
2013-02-01,663.674,9147.0,9147.0,173.6,1999.0,1999.0
2013-03-01,198.002,2727.0,2727.0,51.792,595.0,595.0
2013-04-01,152.915,2109.0,2109.0,39.998,462.0,462.0
2013-05-01,350.131,4825.0,4825.0,91.585,1052.0,1052.0
2013-06-01,597.81,8239.0,8239.0,156.371,1797.0,1797.0
2013-07-01,1735.651,23927.0,23927.0,454.0,5223.0,5223.0
2013-08-01,290.199,3998.0,3998.0,75.908,872.0,872.0
2013-09-01,381.792,5264.0,5264.0,99.867,1150.0,1150.0
2013-10-01,127.232,1757.0,1757.0,33.28,381.0,381.0
2013-11-01,137.392,1895.0,1895.0,35.938,416.0,416.0
2013-12-01,328.044,4524.0,4524.0,85.808,988.0,988.0
2014-01-01,2827.942,38632.0,38632.0,740.906,7956.0,7956.0
2014-02-01,1007.266,13757.0,13757.0,263.898,2831.0,2831.0
2014-03-01,795.618,10868.0,10868.0,208.448,2236.0,2236.0
2014-04-01,20.793,283.0,283.0,5.448,58.0,58.0
2014-05-01,18.22,248.0,248.0,4.773,52.0,52.0
2014-06-01,43.466,595.0,595.0,11.388,121.0,121.0
2014-07-01,71.568,976.0,976.0,18.75,202.0,202.0
2014-08-01,53.481,728.0,728.0,14.012,150.0,150.0
2014-09-01,38.701,526.0,526.0,10.139,110.0,110.0
2014-10-01,34.698,474.0,474.0,9.091,98.0,98.0
2014-11-01,51.461,705.0,705.0,13.483,144.0,144.0
2014-12-01,59.786,815.0,815.0,15.664,168.0,168.0
2015-01-01,1549.053,21634.0,21634.0,423.907,4740.0,4740.0
2015-02-01,5595.71,78100.0,78100.0,1531.29,17151.0,17151.0
2015-03-01,430.781,6011.0,6011.0,117.885,1321.0,1321.0
2015-04-01,52.961,738.0,738.0,14.493,161.0,161.0
2015-05-01,75.252,1049.0,1049.0,20.593,231.0,231.0
2015-06-01,64.535,899.0,899.0,17.66,196.0,196.0
2015-07-01,165.308,2305.0,2305.0,45.237,507.0,507.0
2015-08-01,184.031,2570.0,2570.0,50.361,565.0,565.0
2015-09-01,156.407,2184.0,2184.0,42.801,479.0,479.0
2015-10-01,60.059,836.0,836.0,16.435,185.0,185.0
2015-11-01,27.449,380.0,380.0,7.511,87.0,87.0
2015-12-01,72.454,1009.0,1009.0,19.827,225.0,225.0
2016-01-01,1522.627,21282.0,21282.0,288.639,3092.0,3092.0
2016-02-01,3712.788,51910.0,51910.0,703.822,7530.0,7530.0
2016-03-01,262.171,3665.0,3665.0,49.699,533.0,533.0
2016-04-01,261.91,3660.0,3660.0,49.65,533.0,533.0
2016-05-01,129.74,1815.0,1815.0,24.594,263.0,263.0
2016-06-01,161.627,2262.0,2262.0,30.639,326.0,326.0
2016-07-01,988.656,13825.0,13825.0,187.417,2004.0,2004.0
2016-08-01,1548.043,21642.0,21642.0,293.458,3138.0,3138.0
2016-09-01,433.245,6059.0,6059.0,82.129,876.0,876.0
2016-10-01,155.89,2182.0,2182.0,29.552,315.0,315.0
2016-11-01,177.112,2474.0,2474.0,33.575,361.0,361.0
2016-12-01,1017.191,14220.0,14220.0,192.826,2061.0,2061.0
2017-01-01,323.303,4547.0,4547.0,57.078,622.0,622.0
2017-02-01,269.296,3800.0,3800.0,47.542,513.0,513.0
2017-03-01,410.551,5791.0,5791.0,72.48,782.0,782.0
2017-04-01,388.387,5477.0,5477.0,68.567,736.0,736.0
2017-05-01,199.793,2818.0,2818.0,35.272,377.0,377.0
2017-06-01,154.082,2174.0,2174.0,27.202,291.0,291.0
2017-07-01,145.642,2054.0,2054.0,25.712,274.0,274.0
2017-08-01,111.735,1575.0,1575.0,19.726,211.0,211.0
2017-09-01,121.361,1712.0,1712.0,21.425,228.0,228.0
2017-10-01,218.549,3081.0,3081.0,38.583,416.0,416.0
2017-11-01,253.631,3577.0,3577.0,44.777,479.0,479.0
2017-12-01,3883.67,54757.0,54757.0,685.636,7371.0,7371.0
2018-01-01,10295.876,144016.0,144016.0,1766.888,18582.0,18582.0
2018-02-01,216.008,3023.0,3023.0,37.069,392.0,392.0
2018-03-01,215.272,3011.0,3011.0,36.943,386.0,386.0
2018-04-01,171.194,2392.0,2392.0,29.379,306.0,306.0
2018-05-01,40.646,568.0,568.0,6.975,74.0,74.0
2018-06-01,104.671,1466.0,1466.0,17.963,187.0,187.0
2018-07-01,96.375,1347.0,1347.0,16.539,176.0,176.0
2018-08-01,83.012,1159.0,1159.0,14.246,148.0,148.0
2018-09-01,95.32,1335.0,1335.0,16.358,170.0,170.0
2018-10-01,103.185,1443.0,1443.0,17.708,187.0,187.0
2018-11-01,108.339,1517.0,1517.0,18.592,193.0,193.0
2018-12-01,200.102,2801.0,2801.0,34.34,363.0,363.0
2019-01-01,8768.888,122282.0,122282.0,1761.205,18456.0,18456.0
2019-02-01,1814.186,25298.0,25298.0,364.374,3817.0,3817.0
2019-03-01,29.922,417.0,417.0,6.01,63.0,63.0
2019-04-01,15.027,211.0,211.0,3.018,34.0,34.0
2019-05-01,23.855,331.0,331.0,4.791,51.0,51.0
2019-06-01,15.785,223.0,223.0,3.17,34.0,34.0
2019-07-01,7.591,109.0,109.0,1.525,17.0,17.0
2019-08-01,14.416,200.0,200.0,2.895,29.0,29.0
2019-09-01,63.329,885.0,885.0,12.719,131.0,131.0
2019-10-01,16.726,234.0,234.0,3.359,34.0,34.0
2019-11-01,32.971,457.0,457.0,6.622,69.0,69.0
2019-12-01,1241.304,17313.0,17313.0,249.312,2611.0,2611.0
2020-01-01,1586.41,22172.0,22172.0,347.206,3619.0,3619.0
2020-02-01,1189.481,16629.0,16629.0,260.332,2710.0,2710.0
2020-03-01,1007.296,14082.0,14082.0,220.459,2296.0,2296.0
2020-04-01,715.718,10006.0,10006.0,156.643,1631.0,1631.0
2020-05-01,1513.239,21154.0,21154.0,331.19,3443.0,3443.0
2020-06-01,627.334,8766.0,8766.0,137.299,1426.0,1426.0
2020-07-01,1043.289,14582.0,14582.0,228.336,2375.0,2375.0
2020-08-01,422.218,5901.0,5901.0,92.407,960.0,960.0
2020-09-01,1097.283,15338.0,15338.0,240.153,2500.0,2500.0
2020-10-01,627.321,8766.0,8766.0,137.297,1426.0,1426.0
2020-11-01,1518.239,21222.0,21222.0,332.285,3455.0,3455.0
2020-12-01,1779.172,24872.0,24872.0,389.393,4051.0,4051.0
2021-01-01,373.376,5235.0,5235.0,90.787,978.0,978.0
2021-02-01,3063.56,42971.0,42971.0,744.921,7965.0,7965.0
2021-03-01,458.952,6440.0,6440.0,111.597,1194.0,1194.0
2021-04-01,3648.915,51184.0,51184.0,887.253,9488.0,9488.0
2021-05-01,142.437,2001.0,2001.0,34.634,370.0,370.0
2021-06-01,129.855,1819.0,1819.0,31.575,335.0,335.0
2021-07-01,116.887,1637.0,1637.0,28.422,301.0,301.0
2021-08-01,19.975,279.0,279.0,4.857,51.0,51.0
2021-09-01,263.244,3695.0,3695.0,64.009,682.0,682.0
2021-10-01,333.729,4684.0,4684.0,81.148,870.0,870.0
2021-11-01,490.158,6878.0,6878.0,119.185,1273.0,1273.0
2021-12-01,1404.912,19706.0,19706.0,341.612,3655.0,3655.0
2022-01-01,7042.665,98415.0,98415.0,1201.607,12898.0,12898.0
2022-02-01,794.788,11107.0,11107.0,135.605,1458.0,1458.0
2022-03-01,56.506,791.0,791.0,9.641,103.0,103.0
2022-04-01,35.143,490.0,490.0,5.996,63.0,63.0
2022-05-01,102.85,1435.0,1435.0,17.548,188.0,188.0
2022-06-01,12.415,171.0,171.0,2.118,23.0,23.0
2022-07-01,16.769,233.0,233.0,2.861,28.0,28.0
2022-08-01,11.366,159.0,159.0,1.939,23.0,23.0
2022-09-01,18.141,256.0,256.0,3.095,34.0,34.0
2022-10-01,42.764,598.0,598.0,7.296,80.0,80.0
2022-11-01,130.486,1822.0,1822.0,22.263,239.0,239.0
2022-12-01,4390.107,61342.0,61342.0,749.031,8038.0,8038.0
2023-01-01,376.082,5426.0,5426.0,74.265,798.0,798.0
2023-02-01,8470.037,122109.0,122109.0,1672.56,18087.0,18087.0
2023-03-01,294.854,4249.0,4249.0,58.224,632.0,632.0
2023-04-01,138.799,1998.0,1998.0,27.408,299.0,299.0
2023-05-01,268.233,3864.0,3864.0,52.967,574.0,574.0
2023-06-01,41.867,603.0,603.0,8.267,92.0,92.0
2023-07-01,53.749,775.0,775.0,10.614,115.0,115.0
2023-08-01,62.467,901.0,901.0,12.335,132.0,132.0
2023-09-01,119.052,1717.0,1717.0,23.509,253.0,253.0
2023-10-01,209.557,3020.0,3020.0,41.381,448.0,448.0
2023-11-01,100.268,1447.0,1447.0,19.8,212.0,212.0
2023-12-01,54.035,781.0,781.0,10.67,115.0,115.0
2024-01-01,187.71,2776.0,2776.0,34.562,382.0,382.0
2024-02-01,46.928,696.0,696.0,8.641,93.0,93.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,439.076,6489.0,6489.0,80.846,891.0,891.0
2024-05-01,18.647,276.0,276.0,3.433,41.0,41.0
2024-06-01,957.873,14157.0,14157.0,176.37,1938.0,1938.0
2024-07-01,4231.709,62555.0,62555.0,779.17,8569.0,8569.0
2024-08-01,3646.654,53910.0,53910.0,671.446,7383.0,7383.0
2024-09-01,192.249,2840.0,2840.0,35.398,388.0,388.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,6.154,92.0,92.0,1.133,12.0,12.0
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0
