measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1655.0,17605.0,17605.0
2003-02-01,0.0,0.0,0.0,0.0,0.0,0.0,809.0,12418.0,12418.0
2003-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-01,0.0,0.0,0.0,0.0,0.0,0.0,103.0,1599.0,1599.0
2003-05-01,0.0,0.0,0.0,0.0,0.0,0.0,245.0,4390.0,4390.0
2003-06-01,0.0,0.0,0.0,0.0,0.0,0.0,594.0,5684.0,5684.0
2003-07-01,0.0,0.0,0.0,0.0,0.0,0.0,917.0,13640.0,13640.0
2003-08-01,0.0,0.0,0.0,0.0,0.0,0.0,903.0,13297.0,13297.0
2003-09-01,0.0,0.0,0.0,0.0,0.0,0.0,826.0,12067.0,12067.0
2003-10-01,0.0,0.0,0.0,0.0,0.0,0.0,916.0,13851.0,13851.0
2003-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0,0.0,0.0,0.0,712.0,10194.0,10194.0
2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,258.473,3918.0,3918.0
2004-02-01,0.0,0.0,0.0,0.749,8.0,8.0,184.46200000000002,2796.0,2796.0
2004-03-01,0.0,0.0,0.0,0.749,8.0,8.0,208.828,3165.0,3165.0
