measured_on,Wind Generation,Wind Quantity Consumed For Electricity,Wind Total Fuel Consumed
2021-11-01,1766.179,15620.0,15620.0
2021-12-01,1983.821,17545.0,17545.0
2022-01-01,4914.989,16770.0,16770.0
2022-02-01,4393.062,14989.0,14989.0
2022-03-01,4851.019,16552.0,16552.0
2022-04-01,4608.165,15723.0,15723.0
2022-05-01,2829.647,9655.0,9655.0
2022-06-01,2651.362,9046.0,9046.0
2022-07-01,2865.568,9777.0,9777.0
2022-08-01,1638.596,5591.0,5591.0
2022-09-01,2715.183,9264.0,9264.0
2022-10-01,2815.249,9606.0,9606.0
2022-11-01,4619.001,15760.0,15760.0
2022-12-01,4763.159,16252.0,16252.0
2023-01-01,2103.0,7175.0,7175.0
2023-02-01,848.0,2893.0,2893.0
2023-03-01,1300.0,4436.0,4436.0
2023-04-01,966.0,3296.0,3296.0
2023-05-01,1007.0,3436.0,3436.0
2023-06-01,253.0,863.0,863.0
2023-07-01,293.0,1000.0,1000.0
2023-08-01,520.0,1774.0,1774.0
2023-09-01,409.0,1396.0,1396.0
2023-10-01,714.0,2436.0,2436.0
2023-11-01,1139.0,3886.0,3886.0
2023-12-01,848.0,2893.0,2893.0
2024-01-01,1459.0,4978.0,4978.0
2024-02-01,1619.0,5524.0,5524.0
2024-03-01,3561.0,12150.0,12150.0
2024-04-01,4036.0,13771.0,13771.0
2024-05-01,1949.0,6650.0,6650.0
2024-06-01,3076.0,10495.0,10495.0
2024-07-01,2180.0,7438.0,7438.0
2024-08-01,1797.0,6131.0,6131.0
2024-09-01,1991.0,6793.0,6793.0
2024-10-01,3906.0,13327.0,13327.0
2024-11-01,6014.0,20520.0,20520.0
2024-12-01,4223.0,14409.0,14409.0
