measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,2492.0,25520.57,25520.57
2003-02-01,2415.0,24732.02,24732.02
2003-03-01,5832.0,59725.51,59725.51
2003-04-01,9545.0,97750.35,97750.35
2003-05-01,5889.0,60309.25,60309.25
2003-06-01,3709.0,37983.87,37983.87
2003-07-01,2444.0,25029.0,25029.0
2003-08-01,4771.0,48859.81,48859.81
2003-09-01,3826.0,39182.07,39182.07
2003-10-01,5170.0,52945.97,52945.97
2003-11-01,7600.0,77831.6,77831.6
2003-12-01,6576.0,67344.82,67344.82
2004-01-01,435.64,4365.98,4365.98
2004-02-01,391.072,3919.32,3919.32
2004-03-01,455.05100000000004,4560.52,4560.52
2004-04-01,403.076,4039.63,4039.63
2004-05-01,417.725,4186.44,4186.44
2004-06-01,419.976,4209.0,4209.0
2004-07-01,431.423,4323.72,4323.72
2004-08-01,430.87,4318.18,4318.18
2004-09-01,409.13300000000004,4100.33,4100.33
2004-10-01,403.06,4039.47,4039.47
2004-11-01,443.63800000000003,4446.14,4446.14
2004-12-01,476.33700000000005,4773.85,4773.85
2005-01-01,3605.398,36050.38,36050.38
2005-02-01,2929.824,29295.32,29295.32
2005-03-01,3201.132,32008.12,32008.12
2005-04-01,4012.954,40125.53,40125.53
2005-05-01,2973.26,29729.63,29729.63
2005-06-01,2663.867,26636.01,26636.01
2005-07-01,2261.7760000000003,22615.49,22615.49
2005-08-01,1783.38,17832.02,17832.02
2005-09-01,1540.55,15403.96,15403.96
2005-10-01,3133.518,31332.04,31332.04
2005-11-01,3441.03,34406.86,34406.86
2005-12-01,3639.311,36389.47,36389.47
2006-01-01,5822.983,57758.0,57758.0
2006-02-01,5250.61,52081.0,52081.0
2006-03-01,4625.861,45884.0,45884.0
2006-04-01,5035.098,49943.0,49943.0
2006-05-01,5953.161,59049.0,59049.0
2006-06-01,5849.369000000001,58020.0,58020.0
2006-07-01,6133.863,60842.0,60842.0
2006-08-01,6089.539000000001,60402.0,60402.0
2006-09-01,3952.831,39208.0,39208.0
2006-10-01,3484.7,34565.0,34565.0
2006-11-01,4081.735,40487.0,40487.0
2006-12-01,4322.2480000000005,42872.0,42872.0
2007-01-01,4882.127,48255.0,48255.0
2007-02-01,3871.3680000000004,38265.0,38265.0
2007-03-01,4621.798,45682.0,45682.0
2007-04-01,4041.5510000000004,39947.0,39947.0
2007-05-01,4311.072,42611.0,42611.0
2007-06-01,3718.9320000000002,36758.0,36758.0
2007-07-01,3566.8210000000004,35254.0,35254.0
2007-08-01,3581.694,35401.0,35401.0
2007-09-01,3366.0820000000003,33270.0,33270.0
2007-10-01,3465.7110000000002,34255.0,34255.0
2007-11-01,3832.474,37880.0,37880.0
2007-12-01,4026.73,39800.0,39800.0
2008-01-01,4494.4490000000005,44288.0,44288.0
2008-02-01,3756.835,37020.0,37020.0
2008-03-01,4869.861,47988.0,47988.0
2008-04-01,4426.201,43616.0,43616.0
2008-05-01,4630.049,45625.0,45625.0
2008-06-01,4258.902,41967.0,41967.0
2008-07-01,4508.867,44430.0,44430.0
2008-08-01,4304.573,42417.0,42417.0
2008-09-01,3894.916,38381.0,38381.0
2008-10-01,3986.212,39280.0,39280.0
2008-11-01,4519.9980000000005,44540.0,44540.0
2008-12-01,4718.137000000001,46493.0,46493.0
2009-01-01,4644.268,45328.0,45328.0
2009-02-01,4266.3550000000005,41640.0,41640.0
2009-03-01,5213.969,50888.0,50888.0
2009-04-01,4775.768,46611.0,46611.0
2009-05-01,5025.135,49045.0,49045.0
2009-06-01,4604.621,44941.0,44941.0
2009-07-01,4830.316,47144.0,47144.0
2009-08-01,4715.115,46020.0,46020.0
2009-09-01,4267.776,41653.0,41653.0
2009-10-01,4428.101000000001,43218.0,43218.0
2009-11-01,4787.2970000000005,46724.0,46724.0
2009-12-01,5061.279,49398.0,49398.0
2010-01-01,4017.179,39192.0,39192.0
2010-02-01,3607.453,35194.0,35194.0
2010-03-01,4236.0070000000005,41326.0,41326.0
2010-04-01,3737.244,36461.0,36461.0
2010-05-01,3769.213,36772.0,36772.0
2010-06-01,3758.869,36672.0,36672.0
2010-07-01,3929.607,38337.0,38337.0
2010-08-01,3775.61,36835.0,36835.0
2010-09-01,3545.445,34589.0,34589.0
2010-10-01,3663.987,35746.0,35746.0
2010-11-01,4039.712,39411.0,39411.0
2010-12-01,4314.674,42094.0,42094.0
2011-01-01,4459.587,43329.0,43329.0
2011-02-01,3866.113,37563.0,37563.0
2011-03-01,5141.529,49955.0,49955.0
2011-04-01,4659.613,45273.0,45273.0
2011-05-01,5444.327,52897.0,52897.0
2011-06-01,5408.045,52545.0,52545.0
2011-07-01,5219.483,50712.0,50712.0
2011-08-01,4998.512,48566.0,48566.0
2011-09-01,4728.914,45946.0,45946.0
2011-10-01,5018.207,48757.0,48757.0
2011-11-01,5437.569,52831.0,52831.0
2011-12-01,5874.101,57073.0,57073.0
2012-01-01,4897.489,46605.0,46605.0
2012-02-01,4728.041,44992.0,44992.0
2012-03-01,5049.361,48050.0,48050.0
2012-04-01,4203.973,40005.0,40005.0
2012-05-01,4118.571,39192.0,39192.0
2012-06-01,3754.712,35730.0,35730.0
2012-07-01,3615.827,34408.0,34408.0
2012-08-01,3495.932,33267.0,33267.0
2012-09-01,3283.121,31242.0,31242.0
2012-10-01,3280.932,31221.0,31221.0
2012-11-01,3929.487,37393.0,37393.0
2012-12-01,3966.554,37746.0,37746.0
2013-01-01,4251.937,40568.0,40568.0
2013-02-01,3633.374,34666.0,34666.0
2013-03-01,4192.063,39996.0,39996.0
2013-04-01,3701.423,35315.0,35315.0
2013-05-01,3813.534,36385.0,36385.0
2013-06-01,3710.13,35398.0,35398.0
2013-07-01,4267.662,40718.0,40718.0
2013-08-01,4055.262,38691.0,38691.0
2013-09-01,3727.546,35565.0,35565.0
2013-10-01,4007.056,38231.0,38231.0
2013-11-01,4506.137,42993.0,42993.0
2013-12-01,4448.876,42447.0,42447.0
2014-01-01,3999.457,38035.0,38035.0
2014-02-01,3811.178,36244.0,36244.0
2014-03-01,4233.296,40259.0,40259.0
2014-04-01,4125.992,39238.0,39238.0
2014-05-01,4529.972,43080.0,43080.0
2014-06-01,4330.161,41180.0,41180.0
2014-07-01,4482.867,42632.0,42632.0
2014-08-01,4418.473,42020.0,42020.0
2014-09-01,4111.675,39102.0,39102.0
2014-10-01,4286.905,40768.0,40768.0
2014-11-01,4483.561,42639.0,42639.0
2014-12-01,4577.463,43532.0,43532.0
2015-01-01,3319.759,30937.0,30937.0
2015-02-01,2873.902,26782.0,26782.0
2015-03-01,3293.802,30695.0,30695.0
2015-04-01,3173.436,29573.0,29573.0
2015-05-01,3330.68,31039.0,31039.0
2015-06-01,3350.062,31219.0,31219.0
2015-07-01,3921.413,36544.0,36544.0
2015-08-01,3842.081,35804.0,35804.0
2015-09-01,3554.817,33127.0,33127.0
2015-10-01,3481.705,32446.0,32446.0
2015-11-01,3644.966,33967.0,33967.0
2015-12-01,3703.377,34512.0,34512.0
2016-01-01,3873.005,35756.0,35756.0
2016-02-01,3630.286,33515.0,33515.0
2016-03-01,3888.647,35900.0,35900.0
2016-04-01,3936.159,36339.0,36339.0
2016-05-01,3960.247,36561.0,36561.0
2016-06-01,3790.284,34992.0,34992.0
2016-07-01,3771.949,34823.0,34823.0
2016-08-01,3699.359,34152.0,34152.0
2016-09-01,3376.999,31176.0,31176.0
2016-10-01,3480.768,32134.0,32134.0
2016-11-01,3773.336,34835.0,34835.0
2016-12-01,3815.961,35229.0,35229.0
2017-01-01,4898.575,45131.0,45131.0
2017-02-01,4579.122,42187.0,42187.0
2017-03-01,5214.145,48038.0,48038.0
2017-04-01,4871.229,44879.0,44879.0
2017-05-01,5169.233,47624.0,47624.0
2017-06-01,5198.985,47898.0,47898.0
2017-07-01,5392.148,49678.0,49678.0
2017-08-01,5269.552,48548.0,48548.0
2017-09-01,4819.802,44405.0,44405.0
2017-10-01,4808.307,44299.0,44299.0
2017-11-01,5325.739,49066.0,49066.0
2017-12-01,5385.163,49614.0,49614.0
2018-01-01,4350.426,39606.0,39606.0
2018-02-01,4313.001,39266.0,39266.0
2018-03-01,5148.709,46874.0,46874.0
2018-04-01,4715.706,42932.0,42932.0
2018-05-01,4974.985,45292.0,45292.0
2018-06-01,4766.333,43393.0,43393.0
