measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2006-11-01,17.0,190.0,190.0,92390.0,1041301.0,1041301.0
2006-12-01,287.0,3296.0,3296.0,87590.0,1005312.0,1005312.0
2007-01-01,26.693,300.0,300.0,95172.307,1069646.0,1069646.0
2007-02-01,43.783,490.0,490.0,102932.217,1151981.0,1151981.0
2007-03-01,222.36700000000002,2690.0,2690.0,49827.633,602770.0,602770.0
2007-04-01,0.888,10.0,10.0,114520.112,1289938.0,1289938.0
2007-05-01,0.898,10.0,10.0,103234.102,1149926.0,1149926.0
2007-06-01,137.558,1590.0,1590.0,84520.442,976954.0,976954.0
2007-07-01,126.71900000000001,1520.0,1520.0,88123.281,1057039.0,1057039.0
2007-08-01,245.395,2900.0,2900.0,70343.605,831298.0,831298.0
2007-09-01,66.339,780.0,780.0,83187.661,978104.0,978104.0
2007-10-01,185.102,2210.0,2210.0,81426.898,972186.0,972186.0
2007-11-01,0.8390000000000001,10.0,10.0,86828.161,1035012.0,1035012.0
2007-12-01,2.511,30.0,30.0,92576.489,1106096.0,1106096.0
2008-01-01,250.43800000000002,3070.0,3070.0,74803.562,916981.0,916981.0
2008-02-01,283.668,3590.0,3590.0,81474.332,1031108.0,1031108.0
2008-03-01,276.2,3680.0,3680.0,34080.8,454081.0,454081.0
2008-04-01,-2062.5,0.0,0.0,-2062.5,0.0,0.0
2008-05-01,-3543.1220000000003,17070.0,17070.0,-1003.878,4836.0,4836.0
2008-06-01,633.034,8710.0,8710.0,34919.966,480468.0,480468.0
2008-07-01,147.317,1750.0,1750.0,90269.683,1072329.0,1072329.0
2008-08-01,3.452,40.0,40.0,96879.548,1122659.0,1122659.0
2008-09-01,145.687,1700.0,1700.0,78453.313,915460.0,915460.0
2008-10-01,58.896,690.0,690.0,101560.104,1189840.0,1189840.0
2008-11-01,-4832.0,10.0,10.0,0.0,0.0,0.0
2008-12-01,287.22,3290.0,3290.0,92385.78,1058247.0,1058247.0
2009-01-01,3.487,40.0,40.0,111093.513,1274196.0,1274196.0
2009-02-01,255.91400000000002,3030.0,3030.0,70247.086,831719.0,831719.0
2009-03-01,1447.221,17910.0,17910.0,77072.779,953810.0,953810.0
2009-04-01,192.822,2250.0,2250.0,34283.178,400043.0,400043.0
2009-05-01,175.86,1940.0,1940.0,99499.14,1097622.0,1097622.0
2009-06-01,181.089,2060.0,2060.0,80990.911,921322.0,921322.0
2009-07-01,211.229,2480.0,2480.0,69097.77100000001,811262.0,811262.0
2009-08-01,10.445,120.0,120.0,97278.555,1117566.0,1117566.0
2009-09-01,187.122,2470.0,2470.0,43290.878,571438.0,571438.0
2009-10-01,-2286.0,0.0,0.0,-2286.0,0.0,0.0
2009-11-01,-964.5,0.0,0.0,-964.5,0.0,0.0
2009-12-01,1299.691,14680.0,14680.0,71864.309,811707.0,811707.0
2010-01-01,295.535,3790.0,3790.0,36747.465,471257.0,471257.0
2010-02-01,248.04,2720.0,2720.0,67605.96,741364.0,741364.0
2010-03-01,184.859,2110.0,2110.0,120665.141,1377283.0,1377283.0
2010-04-01,172.983,1970.0,1970.0,61534.017,700775.0,700775.0
2010-05-01,189.827,2170.0,2170.0,102642.173,1173348.0,1173348.0
2010-06-01,131.555,1590.0,1590.0,77732.445,939489.0,939489.0
2010-07-01,701.27,8626.0,8626.0,75474.73,928380.0,928380.0
2010-08-01,331.507,3890.0,3890.0,107244.493,1258439.0,1258439.0
2010-09-01,30.728,339.0,339.0,80716.272,890492.0,890492.0
2010-10-01,-14.226,0.0,0.0,-2693.7740000000003,0.0,0.0
2010-11-01,489.36600000000004,6370.0,6370.0,28529.634,371366.0,371366.0
2010-12-01,288.017,3255.0,3255.0,100007.983,1130230.0,1130230.0
2011-01-01,386.757,4527.0,4527.0,75730.243,886424.0,886424.0
2011-02-01,191.294,2245.0,2245.0,81118.706,951998.0,951998.0
2011-03-01,65.472,1010.0,1010.0,9549.528,147316.0,147316.0
2011-04-01,200.214,2340.0,2340.0,70117.786,819500.0,819500.0
2011-05-01,198.605,2245.0,2245.0,100382.4,1134708.0,1134708.0
2011-06-01,0.0,0.0,0.0,111111.0,1224037.0,1224037.0
2011-07-01,0.0,0.0,0.0,122720.0,1385896.0,1385896.0
2011-08-01,1.757,20.0,20.0,116360.24,1324441.0,1324441.0
2011-09-01,58.69,650.0,650.0,86533.31,958373.0,958373.0
2011-10-01,-10.024,0.0,0.0,-2749.976,0.0,0.0
2011-11-01,417.976,4903.0,4903.0,66397.024,778860.0,778860.0
2011-12-01,427.305,4966.0,4966.0,60710.695,705561.0,705561.0
2012-01-01,414.498,5256.0,5256.0,45548.502,577574.0,577574.0
2012-02-01,195.599,2239.0,2239.0,42678.401,488535.0,488535.0
2012-03-01,34.096,724.0,724.0,4041.904,85826.0,85826.0
2012-04-01,397.924,4704.0,4704.0,31581.076,373331.0,373331.0
2012-05-01,6.344,70.0,70.0,76404.656,843033.0,843033.0
2012-06-01,204.61,2170.0,2170.0,70920.39,752148.0,752148.0
2012-07-01,372.806,4170.0,4170.0,46487.194,519980.0,519980.0
2012-08-01,488.89,6900.0,6900.0,11599.11,163705.0,163705.0
2012-09-01,-5.179,0.0,0.0,-2340.821,0.0,0.0
2012-10-01,451.171,5140.0,5140.0,42065.829,479238.0,479238.0
2012-11-01,0.0,0.0,0.0,116947.0,1279938.0,1279938.0
2012-12-01,307.919,3490.0,3490.0,42554.081,482314.0,482314.0
2013-01-01,9.91,111.0,111.0,114145.09,1278486.0,1278486.0
2013-02-01,151.806,1761.0,1761.0,93680.194,1086719.0,1086719.0
2013-03-01,-2508.0,171.0,171.0,0.0,0.0,0.0
2013-04-01,571.957,6201.0,6201.0,63390.043,687257.0,687257.0
2013-05-01,21.122,220.0,220.0,80252.878,835872.0,835872.0
2013-06-01,6588.586,70161.0,70161.0,66969.414,713149.0,713149.0
2013-07-01,7182.964,77251.0,77251.0,80181.036,862327.0,862327.0
2013-08-01,399.031,4430.0,4430.0,53006.969,588477.0,588477.0
2013-09-01,100.773,1180.0,1180.0,28536.227,334144.0,334144.0
2013-10-01,680.933,8363.0,8363.0,27965.067,343458.0,343458.0
2013-11-01,149.065,1801.0,1801.0,18969.935,229194.0,229194.0
2013-12-01,0.0,0.0,0.0,121166.0,1288398.0,1288398.0
2014-01-01,0.0,0.0,0.0,113045.0,1197342.0,1197342.0
2014-02-01,257.153,2641.0,2641.0,97747.847,1003884.0,1003884.0
2014-03-01,-3318.0,1511.0,1511.0,0.0,0.0,0.0
2014-04-01,169.001,1800.0,1800.0,106253.0,1131683.0,1131683.0
2014-05-01,570.119,6170.0,6170.0,46475.881,502976.0,502976.0
2014-06-01,254.419,2740.0,2740.0,93939.581,1011694.0,1011694.0
2014-07-01,804.053,9010.0,9010.0,73938.947,828540.0,828540.0
2014-08-01,301.188,3460.0,3460.0,70291.812,807503.0,807503.0
2014-09-01,146.179,1620.0,1620.0,51243.821,567901.0,567901.0
2014-10-01,283.264,3410.0,3410.0,23341.736,280994.0,280994.0
2014-11-01,354.825,3910.0,3910.0,39946.175,440187.0,440187.0
2014-12-01,1185.066,12910.0,12910.0,70581.934,768913.0,768913.0
2015-01-01,285.506,3101.0,3101.0,91320.494,991869.0,991869.0
2015-02-01,587.575,6571.0,6571.0,79775.425,892149.0,892149.0
2015-03-01,1765.91,19681.0,19681.0,94226.09,1050146.0,1050146.0
2015-04-01,77.681,1000.0,1000.0,18295.319,235517.0,235517.0
2015-05-01,-14.092,0.0,0.0,-2532.908,0.0,0.0
2015-06-01,1984.0,56118.0,56118.0,0.0,0.0,0.0
2015-07-01,-9.29,0.0,0.0,-1669.71,0.0,0.0
2015-08-01,-9.074,0.0,0.0,-1630.926,0.0,0.0
2015-09-01,817.0,33212.0,33212.0,0.0,0.0,0.0
2015-10-01,-6.617,0.0,0.0,-1189.383,0.0,0.0
2015-11-01,-524.0,21194.0,21194.0,0.0,0.0,0.0
2015-12-01,-2034.0,381.0,381.0,0.0,0.0,0.0
2016-01-01,-2355.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,-2109.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,-1484.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,-1383.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,1032.0,30120.0,30120.0,0.0,0.0,0.0
2016-06-01,-1541.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,359.0,27464.0,27464.0,0.0,0.0,0.0
2016-08-01,5200.0,94334.0,94334.0,,,
2016-09-01,-1422.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,-1448.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,-1249.0,6687.0,6687.0,,,
2016-12-01,129.0,22542.0,22542.0,,,
2017-01-01,2426.0,43828.0,43828.0,,,
2017-02-01,-428.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,-454.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,2409.0,34025.0,34025.0,,,
2017-05-01,-332.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,-510.0,13379.0,13379.0,,,
2017-07-01,14716.0,202107.0,202107.0,,,
2017-08-01,2875.0,36422.0,36422.0,,,
2017-09-01,886.0,15030.0,15030.0,,,
2017-10-01,-313.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,-328.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,-429.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,-488.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,-413.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,-324.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,320.0,9986.0,9986.0,,,
2018-05-01,1208.0,21316.0,21316.0,,,
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0,,,
