measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,1.0,10.0,10.0,117316.0,1290640.0,1290640.0
2003-02-01,130.0,1530.0,1530.0,77793.0,888369.0,888369.0
2003-03-01,789.0,9130.0,9130.0,35963.0,404821.0,404821.0
2003-04-01,119.0,1300.0,1300.0,105900.0,1126624.0,1126624.0
2003-05-01,114.0,1250.0,1250.0,108918.0,1158839.0,1158839.0
2003-06-01,0.0,0.0,0.0,99314.0,1024522.0,1024522.0
2003-07-01,819.0,9160.0,9160.0,110878.0,1207068.0,1207068.0
2003-08-01,1363.0,15560.0,15560.0,109723.0,1212865.0,1212865.0
2003-09-01,281.0,3320.0,3320.0,91484.0,1051042.0,1051042.0
2003-10-01,0.0,0.0,0.0,105867.0,1166217.0,1166217.0
2003-11-01,0.0,0.0,0.0,111624.0,1359235.0,1359235.0
2003-12-01,7.0,70.0,70.0,107545.0,1075641.0,1075641.0
2004-01-01,17.0,190.0,190.0,114010.0,1273580.0,1273580.0
2004-02-01,28.0,320.0,320.0,94574.0,1075620.0,1075620.0
2004-03-01,464.0,5370.0,5370.0,34196.0,394100.0,394100.0
2004-04-01,7.0,80.0,80.0,103412.0,1137973.0,1137973.0
2004-05-01,0.0,0.0,0.0,104546.0,1172465.0,1172465.0
2004-06-01,31.0,360.0,360.0,104512.0,1192083.0,1192083.0
2004-07-01,295.0,3320.0,3320.0,105928.0,1188758.0,1188758.0
2004-08-01,163.0,1850.0,1850.0,102247.0,1154825.0,1154825.0
2004-09-01,146.0,1650.0,1650.0,98609.0,1109605.0,1109605.0
2004-10-01,371.0,4140.0,4140.0,112466.0,1251268.0,1251268.0
2004-11-01,145.0,1680.0,1680.0,111679.0,1287563.0,1287563.0
2004-12-01,0.0,0.0,0.0,116940.0,1378692.0,1378692.0
2005-01-01,404.0,4590.0,4590.0,90839.0,1031559.1,1031559.1
2005-02-01,0.0,0.0,0.0,106749.0,1203939.1,1203939.1
2005-03-01,153.0,1970.0,1970.0,86368.0,1112577.7,1112577.7
2005-04-01,17.0,190.0,190.0,118163.0,1289639.0,1289639.0
2005-05-01,123.0,1360.0,1360.0,119895.0,1330976.4,1330976.4
2005-06-01,1295.0,14400.0,14400.0,103943.0,1156483.9,1156483.9
2005-07-01,85.0,950.0,950.0,121877.0,1366010.1,1366010.1
2005-08-01,983.0,10890.0,10890.0,111483.0,1236201.2,1236201.2
2005-09-01,248.0,2780.0,2780.0,98648.0,1104922.0,1104922.0
2005-10-01,240.0,2730.0,2730.0,57087.0,648638.9,648638.9
2005-11-01,293.0,3320.0,3320.0,94465.0,1070885.4,1070885.4
2005-12-01,67.0,770.0,770.0,112257.0,1288202.5,1288202.5
2006-01-01,273.0,3200.0,3200.0,68704.0,806400.0,806400.0
2006-02-01,392.0,4630.0,4630.0,48853.0,577811.0,577811.0
2006-03-01,355.0,4406.0,4406.0,29195.0,366527.0,366527.0
2006-04-01,0.0,0.0,0.0,70241.0,801763.0,801763.0
2006-05-01,95.0,1110.0,1110.0,71229.0,831684.0,831684.0
2006-06-01,197.0,2300.0,2300.0,72344.0,844223.0,844223.0
2006-07-01,413.0,4800.0,4800.0,87078.0,1012082.0,1012082.0
2006-08-01,336.0,3900.0,3900.0,99710.0,1155825.0,1155825.0
2006-09-01,8.0,90.0,90.0,88817.0,1004136.0,1004136.0
2006-10-01,0.0,0.0,0.0,94646.0,1036896.0,1036896.0
