measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2018-12-01,0.0,0.0,0.0
2019-01-01,293.113,2610.0,2610.0
2019-02-01,282.496,2516.0,2516.0
2019-03-01,468.069,4168.0,4168.0
2019-04-01,481.006,4283.0,4283.0
2019-05-01,546.456,4866.0,4866.0
2019-06-01,529.575,4716.0,4716.0
2019-07-01,588.735,5243.0,5243.0
2019-08-01,524.276,4669.0,4669.0
2019-09-01,478.1,4257.0,4257.0
2019-10-01,379.099,3376.0,3376.0
2019-11-01,326.479,2907.0,2907.0
2019-12-01,289.596,2579.0,2579.0
2020-01-01,493.577,4327.0,4327.0
2020-02-01,507.251,4447.0,4447.0
2020-03-01,648.824,5688.0,5688.0
2020-04-01,881.272,7726.0,7726.0
2020-05-01,881.973,7732.0,7732.0
2020-06-01,858.05,7523.0,7523.0
2020-07-01,959.794,8415.0,8415.0
2020-08-01,770.675,6757.0,6757.0
2020-09-01,652.698,5722.0,5722.0
2020-10-01,661.722,5801.0,5801.0
2020-11-01,553.44,4852.0,4852.0
2020-12-01,467.724,4101.0,4101.0
2021-01-01,434.116,3839.0,3839.0
2021-02-01,424.074,3751.0,3751.0
2021-03-01,695.687,6153.0,6153.0
2021-04-01,934.812,8267.0,8267.0
2021-05-01,942.06,8332.0,8332.0
2021-06-01,867.829,7675.0,7675.0
2021-07-01,937.696,8293.0,8293.0
2021-08-01,854.637,7558.0,7558.0
2021-09-01,799.456,7070.0,7070.0
2021-10-01,656.401,5805.0,5805.0
2021-11-01,617.283,5459.0,5459.0
2021-12-01,450.949,3988.0,3988.0
2022-01-01,519.155,1771.0,1771.0
2022-02-01,579.293,1977.0,1977.0
2022-03-01,755.352,2577.0,2577.0
2022-04-01,980.487,3345.0,3345.0
2022-05-01,929.384,3171.0,3171.0
2022-06-01,982.189,3351.0,3351.0
2022-07-01,874.445,2984.0,2984.0
2022-08-01,850.629,2902.0,2902.0
2022-09-01,796.386,2717.0,2717.0
2022-10-01,667.731,2278.0,2278.0
2022-11-01,521.452,1779.0,1779.0
2022-12-01,408.497,1394.0,1394.0
2023-01-01,472.0,1610.0,1610.0
2023-02-01,532.0,1815.0,1815.0
2023-03-01,328.0,1119.0,1119.0
2023-04-01,711.0,2426.0,2426.0
2023-05-01,769.0,2624.0,2624.0
2023-06-01,756.0,2579.0,2579.0
2023-07-01,797.0,2719.0,2719.0
2023-08-01,794.0,2709.0,2709.0
2023-09-01,732.0,2498.0,2498.0
2023-10-01,705.0,2405.0,2405.0
2023-11-01,531.0,1812.0,1812.0
2023-12-01,418.0,1426.0,1426.0
2024-01-01,504.0,1720.0,1720.0
2024-02-01,613.0,2092.0,2092.0
2024-03-01,734.0,2504.0,2504.0
2024-04-01,773.0,2637.0,2637.0
2024-05-01,769.0,2624.0,2624.0
2024-06-01,818.0,2791.0,2791.0
2024-07-01,747.0,2549.0,2549.0
2024-08-01,765.0,2610.0,2610.0
2024-09-01,610.0,2081.0,2081.0
2024-10-01,774.0,2641.0,2641.0
2024-11-01,498.0,1699.0,1699.0
2024-12-01,409.0,1396.0,1396.0
