measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2022-05-01,0.0,0.0,0.0,806.333,2751.0,2751.0
2022-06-01,0.0,0.0,0.0,839.594,2865.0,2865.0
2022-07-01,0.0,0.0,0.0,809.777,2763.0,2763.0
2022-08-01,0.0,0.0,0.0,751.872,2565.0,2565.0
2022-09-01,0.0,0.0,0.0,634.517,2165.0,2165.0
2022-10-01,0.0,0.0,0.0,584.574,1995.0,1995.0
2022-11-01,0.0,0.0,0.0,433.363,1479.0,1479.0
2022-12-01,0.0,0.0,0.0,302.97,1034.0,1034.0
2023-01-01,0.0,0.0,0.0,272.0,928.0,928.0
2023-02-01,0.0,0.0,0.0,281.0,959.0,959.0
2023-03-01,0.0,0.0,0.0,364.0,1242.0,1242.0
2023-04-01,0.0,0.0,0.0,546.0,1863.0,1863.0
2023-05-01,0.0,0.0,0.0,746.0,2545.0,2545.0
2023-06-01,0.0,0.0,0.0,803.0,2740.0,2740.0
2023-07-01,0.0,0.0,0.0,841.0,2869.0,2869.0
2023-08-01,0.0,0.0,0.0,724.0,2470.0,2470.0
2023-09-01,0.0,0.0,0.0,543.0,1853.0,1853.0
2023-10-01,0.0,0.0,0.0,492.0,1679.0,1679.0
2023-11-01,0.0,0.0,0.0,374.0,1276.0,1276.0
2023-12-01,0.0,0.0,0.0,247.0,843.0,843.0
2024-01-01,0.0,0.0,0.0,245.0,836.0,836.0
2024-02-01,0.0,0.0,0.0,380.0,1297.0,1297.0
2024-03-01,0.0,0.0,0.0,578.0,1972.0,1972.0
2024-04-01,0.0,0.0,0.0,678.0,2313.0,2313.0
2024-05-01,0.0,0.0,0.0,884.0,3016.0,3016.0
2024-06-01,0.0,0.0,0.0,838.0,2859.0,2859.0
2024-07-01,0.0,0.0,0.0,718.0,2450.0,2450.0
2024-08-01,0.0,0.0,0.0,670.0,2286.0,2286.0
2024-09-01,0.0,0.0,0.0,549.0,1873.0,1873.0
2024-10-01,0.0,0.0,0.0,399.0,1361.0,1361.0
2024-11-01,0.0,0.0,0.0,314.0,1071.0,1071.0
2024-12-01,0.0,0.0,0.0,202.0,689.0,689.0
