measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2016-01-01,-17.498,0.0,0.0
2016-02-01,-35.65,0.0,0.0
2016-03-01,-42.605,0.0,0.0
2016-04-01,-44.471,0.0,0.0
2016-05-01,-44.469,0.0,0.0
2016-06-01,-33.208,0.0,0.0
2016-07-01,-44.715,0.0,0.0
2016-08-01,-44.359,0.0,0.0
2016-09-01,-44.181,0.0,0.0
2016-10-01,-43.396,0.0,0.0
2016-11-01,-41.483,0.0,0.0
2016-12-01,-31.965,0.0,0.0
2017-01-01,-42.98,0.0,0.0
2017-02-01,-41.725,0.0,0.0
2017-03-01,-54.854,0.0,0.0
2017-04-01,-54.094,0.0,0.0
2017-05-01,-53.463,0.0,0.0
2017-06-01,-48.696,0.0,0.0
2017-07-01,-53.46,0.0,0.0
2017-08-01,-53.525,0.0,0.0
2017-09-01,-50.336,0.0,0.0
2017-10-01,-42.313,0.0,0.0
2017-11-01,-50.664,0.0,0.0
2017-12-01,-54.89,0.0,0.0
2018-01-01,-16.658,0.0,0.0
2018-02-01,-13.144,0.0,0.0
2018-03-01,-18.712,0.0,0.0
2018-04-01,-21.03,0.0,0.0
2018-05-01,-19.997,0.0,0.0
2018-06-01,-20.078,0.0,0.0
2018-07-01,-20.151,0.0,0.0
2018-08-01,-20.303,0.0,0.0
2018-09-01,-18.927,0.0,0.0
