measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2018-01-01,2397.5,15474.0,15474.0
2018-02-01,2105.058,13586.0,13586.0
2018-03-01,2189.336,14130.0,14130.0
2018-04-01,1647.659,10634.0,10634.0
2018-05-01,1504.08,9707.0,9707.0
2018-06-01,2057.518,13279.0,13279.0
2018-07-01,3590.358,23171.0,23171.0
2018-08-01,3321.402,21435.0,21435.0
2018-09-01,2673.069,17251.0,17251.0
2018-10-01,2987.883,19283.0,19283.0
2018-11-01,2671.051,17238.0,17238.0
2018-12-01,2691.086,17368.0,17368.0
2019-01-01,3401.896,23481.0,23481.0
2019-02-01,3154.278,21771.0,21771.0
2019-03-01,2750.683,18985.0,18985.0
2019-04-01,1930.148,13321.0,13321.0
2019-05-01,1663.235,11480.0,11480.0
2019-06-01,2224.044,15350.0,15350.0
2019-07-01,3505.992,24198.0,24198.0
2019-08-01,4118.207,28424.0,28424.0
2019-09-01,3623.717,25011.0,25011.0
2019-10-01,3711.469,25616.0,25616.0
2019-11-01,3639.982,25124.0,25124.0
2019-12-01,3775.349,26057.0,26057.0
2020-01-01,2892.665,20766.0,20766.0
2020-02-01,2554.497,18337.0,18337.0
2020-03-01,2835.662,20356.0,20356.0
2020-04-01,2005.381,14395.0,14395.0
2020-05-01,1885.602,13536.0,13536.0
2020-06-01,2652.496,19041.0,19041.0
2020-07-01,3710.562,26637.0,26637.0
2020-08-01,4614.343,33124.0,33124.0
2020-09-01,4018.373,28846.0,28846.0
2020-10-01,4173.182,29957.0,29957.0
2020-11-01,3333.389,23928.0,23928.0
2020-12-01,3694.848,26524.0,26524.0
2021-01-01,2791.4,20164.0,20164.0
2021-02-01,2367.197,17101.0,17101.0
2021-03-01,2545.194,18387.0,18387.0
2021-04-01,2258.437,16315.0,16315.0
2021-05-01,2360.357,17052.0,17052.0
2021-06-01,3227.654,23317.0,23317.0
2021-07-01,4454.101,32176.0,32176.0
2021-08-01,4066.744,29379.0,29379.0
2021-09-01,3460.319,24997.0,24997.0
2021-10-01,3298.748,23830.0,23830.0
2021-11-01,3031.712,21901.0,21901.0
2021-12-01,3129.137,22605.0,22605.0
2022-01-01,2612.625,19171.0,19171.0
2022-02-01,2169.174,15920.0,15920.0
2022-03-01,2007.062,14730.0,14730.0
2022-04-01,2055.903,15088.0,15088.0
2022-05-01,1886.64,13846.0,13846.0
2022-06-01,2565.957,18831.0,18831.0
2022-07-01,3427.86,25157.0,25157.0
2022-08-01,4136.169,30355.0,30355.0
2022-09-01,3790.788,27820.0,27820.0
2022-10-01,3481.256,25548.0,25548.0
2022-11-01,3196.934,23462.0,23462.0
2022-12-01,3533.632,25933.0,25933.0
2023-01-01,3260.33,23696.0,23696.0
2023-02-01,2777.166,20184.0,20184.0
2023-03-01,2669.214,19399.0,19399.0
2023-04-01,2085.213,15155.0,15155.0
2023-05-01,1350.582,9816.0,9816.0
2023-06-01,1776.739,12913.0,12913.0
2023-07-01,4112.805,29892.0,29892.0
2023-08-01,4149.902,30160.0,30160.0
2023-09-01,2937.416,21349.0,21349.0
2023-10-01,3587.129,26070.0,26070.0
2023-11-01,3369.706,24490.0,24490.0
2023-12-01,3793.798,27573.0,27573.0
2024-01-01,3251.0,23599.0,23599.0
2024-02-01,2996.0,21842.0,21842.0
2024-03-01,3162.0,23056.0,23056.0
2024-04-01,3067.0,22395.0,22395.0
2024-05-01,3214.0,23449.0,23449.0
2024-06-01,3180.0,23012.0,23012.0
2024-07-01,3212.0,23602.0,23602.0
2024-08-01,3258.0,23743.0,23743.0
2024-09-01,3219.0,23400.0,23400.0
2024-10-01,3334.0,24309.0,24309.0
2024-11-01,3189.0,23537.0,23537.0
2024-12-01,3222.0,23984.0,23984.0
