measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,0.0,0.0,0.0
2003-02-01,0.0,0.0,0.0
2003-03-01,0.0,0.0,0.0
2003-04-01,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0
2003-06-01,0.0,0.0,0.0
2003-07-01,65.0,950.0,950.0
2003-08-01,0.0,0.0,0.0
2003-09-01,568.0,7661.0,7661.0
2003-10-01,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0
2004-01-01,6.87,94.0,94.0
2004-02-01,10.576,145.0,145.0
2004-03-01,11.687000000000001,160.0,160.0
2004-04-01,13.295,182.0,182.0
2004-05-01,17.657,242.0,242.0
2004-06-01,15.247,209.0,209.0
2004-07-01,20.276,278.0,278.0
2004-08-01,17.944000000000003,246.0,246.0
2004-09-01,16.778000000000002,230.0,230.0
2004-10-01,11.966000000000001,164.0,164.0
2004-11-01,9.571,131.0,131.0
2004-12-01,9.133000000000001,125.0,125.0
2005-01-01,26.092000000000002,424.54,424.54
2005-02-01,21.66,352.43,352.43
2005-03-01,26.824,436.45,436.45
2005-04-01,26.43,430.04,430.04
2005-05-01,31.156000000000002,506.95,506.95
2005-06-01,39.32,639.78,639.78
2005-07-01,49.28,801.83,801.83
2005-08-01,51.049,830.61,830.61
2005-09-01,38.845,632.05,632.05
2005-10-01,31.032,504.93,504.93
2005-11-01,26.476000000000003,430.79,430.79
2005-12-01,25.838,420.4,420.4
2006-01-01,67.45100000000001,980.0,980.0
2006-02-01,80.025,1163.0,1163.0
2006-03-01,91.275,1326.0,1326.0
2006-04-01,102.09400000000001,1483.0,1483.0
2006-05-01,118.25,1718.0,1718.0
2006-06-01,150.68200000000002,2189.0,2189.0
2006-07-01,189.441,2753.0,2753.0
2006-08-01,191.83,2787.0,2787.0
2006-09-01,130.52100000000002,1896.0,1896.0
2006-10-01,118.176,1717.0,1717.0
2006-11-01,87.76400000000001,1275.0,1275.0
2006-12-01,91.491,1329.0,1329.0
2007-01-01,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0
2007-06-01,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0
2007-08-01,233.0,3983.0,3983.0
2007-09-01,0.0,0.0,0.0
2007-10-01,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0
2009-08-01,84.0,1552.0,1552.0
2009-09-01,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0
