measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2001-01-01,139579.0,1442827.0,1442827.0,1060.0,18470.0,18470.0
2001-02-01,137660.0,1394317.0,1394317.0,2307.0,18371.0,18371.0
2001-03-01,170308.0,1725543.0,1725543.0,3140.0,25015.0,25015.0
2001-04-01,162338.0,1627194.0,1627194.0,1360.0,10718.0,10718.0
2001-05-01,74713.0,829063.0,829063.0,631.0,5502.0,5502.0
2001-06-01,69125.0,716309.0,716309.0,1423.0,11593.0,11593.0
2001-07-01,124366.0,1293179.0,1293179.0,1393.0,11389.0,11389.0
2001-08-01,134534.0,1356323.0,1356323.0,1315.0,10421.0,10421.0
2001-09-01,91732.0,890698.0,890698.0,676.0,5158.0,5158.0
2001-10-01,112883.0,1145117.0,1145117.0,612.0,4884.0,4884.0
2001-11-01,113597.0,1143352.0,1143352.0,1131.0,8952.0,8952.0
2001-12-01,111443.0,1145450.0,1145450.0,844.0,6825.0,6825.0
2002-01-01,127283.0,1243482.0,1243482.0,629.0,4826.0,4826.0
2002-02-01,141376.0,1420809.0,1420809.0,581.0,4588.0,4588.0
2002-03-01,107217.0,1087805.0,1087805.0,907.0,7227.0,7227.0
2002-04-01,161859.0,1623152.0,1623152.0,627.0,4936.0,4936.0
2002-05-01,137302.0,1367106.0,1367106.0,660.0,5156.0,5156.0
2002-06-01,141177.0,1491147.0,1491147.0,306.0,2471.0,2471.0
2002-07-01,160059.0,1699962.0,1699962.0,572.0,4715.0,4715.0
2002-08-01,162704.0,1744673.0,1744673.0,241.0,2477.0,2477.0
2002-09-01,163813.0,1713562.0,1713562.0,670.0,6769.0,6769.0
2002-10-01,155918.0,1600450.0,1600450.0,657.0,6664.0,6664.0
2002-11-01,125855.0,1321387.0,1321387.0,2091.0,21530.0,21530.0
2002-12-01,124618.0,1232586.0,1232586.0,1513.0,14564.0,14564.0
2003-01-01,160757.0,1593300.0,1593300.0,1930.0,18914.0,18914.0
2003-02-01,115934.0,1238943.0,1238943.0,5116.0,51162.0,51162.0
2003-03-01,167440.0,1654175.0,1654175.0,1754.0,17127.0,17127.0
2003-04-01,174727.0,1766873.0,1766873.0,1343.0,12858.0,12858.0
2003-05-01,92355.0,988720.0,988720.0,1154.0,11748.0,11748.0
2003-06-01,138721.0,1389650.0,1389650.0,1006.0,9964.0,9964.0
2003-07-01,157838.0,1613850.0,1613850.0,1657.0,16456.0,16456.0
2003-08-01,133933.0,1430223.0,1430223.0,656.0,6703.0,6703.0
2003-09-01,112154.0,1136015.0,1136015.0,943.0,9083.0,9083.0
2003-10-01,134366.0,1336802.0,1336802.0,773.0,7353.0,7353.0
2003-11-01,93068.0,1008407.0,1008407.0,381.0,4037.0,4037.0
2003-12-01,131764.0,1328564.0,1328564.0,2771.0,27474.0,27474.0
2004-01-01,146154.0,1459850.0,1459850.0,1812.0,17893.0,17893.0
2004-02-01,140327.0,1446725.0,1446725.0,848.0,8493.0,8493.0
2004-03-01,120864.0,1215225.0,1215225.0,1106.0,11078.0,11078.0
2004-04-01,138639.0,1351906.0,1351906.0,519.0,4942.0,4942.0
2004-05-01,44074.0,532105.0,532105.0,9.0,104.0,104.0
2004-06-01,36285.0,465279.0,465279.0,704.0,8886.0,8886.0
2004-07-01,46843.0,632192.0,632192.0,314.0,4087.0,4087.0
2004-08-01,118498.0,1180250.0,1180250.0,696.0,6732.0,6732.0
2004-09-01,96557.0,1014676.0,1014676.0,499.0,5176.0,5176.0
2004-10-01,149745.0,1499061.0,1499061.0,770.0,7685.0,7685.0
2004-11-01,123760.0,1219957.0,1219957.0,664.0,6421.0,6421.0
2004-12-01,121085.0,1161936.0,1161936.0,1025.0,10476.0,10476.0
2005-01-01,151136.0,1479915.2,1479915.2,648.0,6213.0,6213.0
2005-02-01,89475.0,881086.5,881086.5,637.0,6223.4,6223.4
2005-03-01,172168.0,1635436.0,1635436.0,739.0,6994.8,6994.8
2005-04-01,117910.0,1200375.0,1200375.0,1079.0,10670.4,10670.4
2005-05-01,81308.0,833850.0,833850.0,799.0,7962.9,7962.9
2005-06-01,135797.0,1370371.5,1370371.5,462.0,4548.6,4548.6
2005-07-01,156546.0,1677687.3,1677687.3,830.0,8675.4,8675.4
2005-08-01,171504.0,1830880.8,1830880.8,1212.0,12690.4,12690.4
2005-09-01,161009.0,1732399.2,1732399.2,582.0,6142.2,6142.2
2005-10-01,113903.0,1225658.5,1225658.5,711.0,7476.2,7476.2
2005-11-01,120676.0,1205469.1,1205469.1,949.0,9102.9,9102.9
2005-12-01,169780.0,1684887.7,1684887.7,1260.0,12095.4,12095.4
2006-01-01,149559.0,1455903.0,1455903.0,1110.0,10724.0,10724.0
2006-02-01,141273.0,1397207.0,1397207.0,999.0,9848.0,9848.0
2006-03-01,199918.0,1974950.0,1974950.0,537.0,5249.0,5249.0
2006-04-01,171326.0,1734091.0,1734091.0,744.0,7454.0,7454.0
2006-05-01,125861.0,1330564.0,1330564.0,1071.0,10942.0,10942.0
2006-06-01,149728.0,1585735.0,1585735.0,1052.0,10550.0,10550.0
2006-07-01,142467.0,1504905.0,1504905.0,914.0,9536.0,9536.0
2006-08-01,171894.0,1817014.0,1817014.0,770.0,7872.0,7872.0
2006-09-01,100299.0,1053554.0,1053554.0,586.0,6048.0,6048.0
2006-10-01,122847.0,1198438.0,1198438.0,776.0,7473.0,7473.0
2006-11-01,132878.0,1371917.0,1371917.0,1185.0,12078.0,12078.0
2006-12-01,95455.0,990778.0,990778.0,494.0,4902.0,4902.0
2007-01-01,104461.447,1036528.0,1036528.0,802.553,7963.0,7963.0
2007-02-01,155364.874,1590003.0,1590003.0,727.1260000000001,7441.0,7441.0
2007-03-01,132433.127,1393027.0,1393027.0,738.873,7772.0,7772.0
2007-04-01,122321.291,1316986.0,1316986.0,651.7090000000001,7017.0,7017.0
2007-05-01,38369.426999999996,521824.0,521824.0,318.57300000000004,4333.0,4333.0
2007-06-01,90288.915,1064721.0,1064721.0,447.085,5272.0,5272.0
2007-07-01,150563.092,1595592.0,1595592.0,727.908,7714.0,7714.0
2007-08-01,184868.774,2009710.0,2009710.0,616.226,6699.0,6699.0
2007-09-01,109707.313,1194123.0,1194123.0,805.687,8770.0,8770.0
2007-10-01,159095.781,1686987.0,1686987.0,1248.219,13236.0,13236.0
2007-11-01,142470.545,1508299.0,1508299.0,861.455,9120.0,9120.0
2007-12-01,145084.788,1513667.0,1513667.0,521.212,5438.0,5438.0
2008-01-01,140473.875,1415962.0,1415962.0,964.125,9718.0,9718.0
2008-02-01,179773.614,1811257.0,1811257.0,786.3860000000001,7923.0,7923.0
2008-03-01,187791.43,1926169.0,1926169.0,1516.57,15555.0,15555.0
2008-04-01,133409.354,1410100.0,1410100.0,1600.6460000000002,16918.0,16918.0
2008-05-01,53577.336,599501.0,599501.0,492.66400000000004,5513.0,5513.0
2008-06-01,118532.628,1293725.0,1293725.0,1375.372,15012.0,15012.0
2008-07-01,122909.187,1375052.0,1375052.0,1026.813,11488.0,11488.0
2008-08-01,146614.214,1527677.0,1527677.0,593.7860000000001,6187.0,6187.0
2008-09-01,116288.248,1208917.0,1208917.0,768.7520000000001,7992.0,7992.0
2008-10-01,34041.549,373921.0,373921.0,119.45100000000001,1312.0,1312.0
2008-11-01,68065.986,688380.0,688380.0,515.014,5209.0,5209.0
2008-12-01,91017.212,954304.0,954304.0,794.788,8333.0,8333.0
2009-01-01,82070.811,797364.0,797364.0,1629.189,15828.0,15828.0
2009-02-01,112487.89,1106992.0,1106992.0,1564.11,15392.0,15392.0
2009-03-01,47604.558,515721.0,515721.0,781.442,8466.0,8466.0
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-01,69843.692,743584.0,743584.0,1062.308,11310.0,11310.0
2009-07-01,35486.886,373839.0,373839.0,621.114,6543.0,6543.0
2009-08-01,75180.686,744677.0,744677.0,428.314,4243.0,4243.0
2009-09-01,11871.361,101041.0,101041.0,180.639,1537.0,1537.0
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01,20814.877,265130.0,265130.0,1108.123,14115.0,14115.0
2010-01-01,46497.582,502691.0,502691.0,1349.4180000000001,14589.0,14589.0
2010-02-01,3142.712,47064.0,47064.0,280.288,4198.0,4198.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-01,32535.352,319585.0,319585.0,656.648,6450.0,6450.0
2010-07-01,53809.208,594464.0,594464.0,843.792,9322.0,9322.0
2010-08-01,30618.969,327043.0,327043.0,696.0310000000001,7434.0,7434.0
2010-09-01,6149.046,78141.0,78141.0,188.954,2401.0,2401.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-01,36051.154,397705.0,397705.0,324.846,3584.0,3584.0
2011-01-01,37210.566,367745.0,367745.0,423.434,4185.0,4185.0
2011-02-01,0.0,0.0,0.0,0.0,456.0,456.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-01,0.0,31733.0,31733.0,0.0,1439.0,1439.0
2011-07-01,67303.944,742397.0,742397.0,1059.056,11682.0,11682.0
2011-08-01,32916.852,337335.0,337335.0,495.148,5074.0,5074.0
2011-09-01,52436.746,670828.0,670828.0,602.254,7705.0,7705.0
2011-10-01,19809.009,197255.0,197255.0,171.991,1713.0,1713.0
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,12110.745,130038.0,130038.0,309.255,3321.0,3321.0
2012-01-01,0.0,19070.0,19070.0,0.0,0.0,0.0
2012-02-01,3128.052,31630.0,31630.0,1402.948,14186.0,14186.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,12350.097,217171.0,217171.0,455.903,8017.0,8017.0
2012-07-01,38291.513,407254.0,407254.0,426.487,4536.0,4536.0
2012-08-01,23309.126,232900.0,232900.0,377.874,3776.0,3776.0
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.0,2635.0,2635.0,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-01,10883.891,129188.0,129188.0,472.109,5604.0,5604.0
2013-08-01,17769.027,265124.0,265124.0,389.973,5819.0,5819.0
2013-09-01,41061.479,510270.0,510270.0,428.521,5325.0,5325.0
2013-10-01,35408.286,448541.0,448541.0,369.714,4683.0,4683.0
2013-11-01,48721.558,496950.0,496950.0,478.442,4880.0,4880.0
2013-12-01,16103.271,187398.0,187398.0,42.729,497.0,497.0
2014-01-01,37107.903,419781.0,419781.0,1533.097,17343.0,17343.0
2014-02-01,7736.842,121723.0,121723.0,237.158,3731.0,3731.0
2014-03-01,31744.697,272604.0,272604.0,976.303,8384.0,8384.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-01,11825.831,122843.0,122843.0,501.169,5206.0,5206.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-01,0.0,8802.0,8802.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01,304.323,8013.0,8013.0,113.677,2993.0,2993.0
2015-01-01,4322.099,57185.0,57185.0,444.901,5886.0,5886.0
2015-02-01,25468.952,285126.0,285126.0,1249.048,13983.0,13983.0
2015-03-01,19957.593,227049.0,227049.0,970.407,11040.0,11040.0
2015-04-01,14054.561,89875.0,89875.0,1115.439,7133.0,7133.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0
