measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2019-01-01,1221.076,7991.0,7991.0
2019-02-01,1211.399,7928.0,7928.0
2019-03-01,1153.456,7549.0,7549.0
2019-04-01,1338.892,8762.0,8762.0
2019-05-01,1180.324,7724.0,7724.0
2019-06-01,1455.637,9526.0,9526.0
2019-07-01,1948.698,12753.0,12753.0
2019-08-01,1825.731,11949.0,11949.0
2019-09-01,1451.471,9499.0,9499.0
2019-10-01,1415.468,9263.0,9263.0
2019-11-01,1377.109,9013.0,9013.0
2019-12-01,1361.739,8912.0,8912.0
2020-01-01,1378.224,9510.0,9510.0
2020-02-01,1208.413,8340.0,8340.0
2020-03-01,1226.296,8463.0,8463.0
2020-04-01,1114.69,7693.0,7693.0
2020-05-01,941.794,6500.0,6500.0
2020-06-01,1565.228,10802.0,10802.0
2020-07-01,2386.828,16472.0,16472.0
2020-08-01,2090.64,14428.0,14428.0
2020-09-01,1322.168,9125.0,9125.0
2020-10-01,1458.318,10065.0,10065.0
2020-11-01,1280.999,8841.0,8841.0
2020-12-01,930.402,6421.0,6421.0
2021-01-01,793.24,5722.0,5722.0
2021-02-01,912.33,6579.0,6579.0
2021-03-01,816.741,5890.0,5890.0
2021-04-01,967.4,6976.0,6976.0
2021-05-01,1014.763,7318.0,7318.0
2021-06-01,1459.216,10522.0,10522.0
2021-07-01,1779.743,12834.0,12834.0
2021-08-01,1866.307,13458.0,13458.0
2021-09-01,1333.202,9614.0,9614.0
2021-10-01,1582.285,11410.0,11410.0
2021-11-01,1293.407,9327.0,9327.0
2021-12-01,975.366,7034.0,7034.0
2022-01-01,617.318,4316.0,4316.0
2022-02-01,806.653,5642.0,5642.0
2022-03-01,826.088,5778.0,5778.0
2022-04-01,918.579,6425.0,6425.0
2022-05-01,1021.005,7141.0,7141.0
2022-06-01,1333.441,9327.0,9327.0
2022-07-01,1909.78,13358.0,13358.0
2022-08-01,1851.078,12947.0,12947.0
2022-09-01,1271.971,8897.0,8897.0
2022-10-01,1064.057,7443.0,7443.0
2022-11-01,996.302,6969.0,6969.0
2022-12-01,866.728,6063.0,6063.0
2023-01-01,922.716,6713.0,6713.0
2023-02-01,608.031,4423.0,4423.0
2023-03-01,798.159,5806.0,5806.0
2023-04-01,1012.265,7363.0,7363.0
2023-05-01,1086.42,7903.0,7903.0
2023-06-01,1084.224,7887.0,7887.0
2023-07-01,1803.007,13116.0,13116.0
2023-08-01,1525.292,11095.0,11095.0
2023-09-01,1122.708,8167.0,8167.0
2023-10-01,1162.483,8456.0,8456.0
2023-11-01,1216.349,8848.0,8848.0
2023-12-01,1009.346,7342.0,7342.0
2024-01-01,1289.0,9381.0,9381.0
2024-02-01,1187.0,8660.0,8660.0
2024-03-01,1392.0,10032.0,10032.0
2024-04-01,1351.0,9765.0,9765.0
2024-05-01,1398.0,10219.0,10219.0
2024-06-01,1222.0,8987.0,8987.0
2024-07-01,36.0,423.0,423.0
2024-08-01,1205.0,8854.0,8854.0
2024-09-01,1073.0,8199.0,8199.0
2024-10-01,1155.0,8729.0,8729.0
2024-11-01,1229.0,9161.0,9161.0
2024-12-01,1265.0,9366.0,9366.0
