measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Subbituminous Coal Generation,Subbituminous Coal Quantity Consumed For Electricity,Subbituminous Coal Total Fuel Consumed
2001-01-01,439967.0,4464561.0,4464561.0,333.0,3492.0,3492.0,,,
2001-02-01,378892.0,3908184.0,3908184.0,508.0,5424.0,5424.0,,,
2001-03-01,460066.0,4539149.0,4539149.0,655.0,6690.0,6690.0,,,
2001-04-01,308182.0,3093394.0,3093394.0,937.0,9732.0,9732.0,,,
2001-05-01,193250.0,2075017.0,2075017.0,810.0,8994.0,8994.0,,,
2001-06-01,312276.0,3020019.0,3020019.0,919.0,9192.0,9192.0,,,
2001-07-01,398766.0,3994949.0,3994949.0,586.0,6078.0,6078.0,,,
2001-08-01,419657.0,4202794.0,4202794.0,851.0,8820.0,8820.0,,,
2001-09-01,95203.0,990204.0,990204.0,880.0,9468.0,9468.0,,,
2001-10-01,240358.0,2397155.0,2397155.0,1249.0,12888.0,12888.0,,,
2001-11-01,135640.0,1538893.0,1538893.0,926.0,10872.0,10872.0,,,
2001-12-01,183960.0,1951460.0,1951460.0,902.0,9894.0,9894.0,,,
2002-01-01,255193.0,2602446.0,2602446.0,1074.0,10956.0,10956.0,,,
2002-02-01,198609.0,1974325.0,1974325.0,1258.0,12505.0,12505.0,,,
2002-03-01,97437.0,1087547.0,1087547.0,609.0,6798.0,6798.0,,,
2002-04-01,236223.0,2574272.0,2574272.0,829.0,9031.0,9031.0,,,
2002-05-01,168600.0,2131183.0,2131183.0,29455.0,372319.0,372319.0,,,
2002-06-01,261486.0,2725200.0,2725200.0,698.0,7273.0,7273.0,,,
2002-07-01,141317.0,5312650.0,5312650.0,87.0,3260.0,3260.0,,,
2002-08-01,362647.0,3662150.0,3662150.0,441.0,4454.0,4454.0,,,
2002-09-01,311528.0,3143111.0,3143111.0,805.0,8120.0,8120.0,,,
2002-10-01,234867.0,3048150.0,3048150.0,626.0,8126.0,8126.0,,,
2002-11-01,297606.0,3002975.0,3002975.0,847.0,5980.0,5980.0,,,
2002-12-01,320166.0,3441694.0,3441694.0,760.0,8166.0,8166.0,,,
2003-01-01,336568.0,3558450.0,3558450.0,552.0,5841.0,5841.0,,,
2003-02-01,309091.0,3413600.0,3413600.0,1128.0,12458.0,12458.0,,,
2003-03-01,210869.0,3207875.0,3207875.0,742.0,11287.0,11287.0,,,
2003-04-01,291120.0,3394550.0,3394550.0,710.0,8282.0,8282.0,,,
2003-05-01,178545.0,1898085.0,1898085.0,895.0,9518.0,9518.0,,,
2003-06-01,196354.0,2372750.0,2372750.0,824.0,9959.0,9959.0,,,
2003-07-01,307346.0,3613225.0,3613225.0,586.0,6886.0,6886.0,,,
2003-08-01,308625.0,3602200.0,3602200.0,930.0,10859.0,10859.0,,,
2003-09-01,238585.0,2800725.0,2800725.0,804.0,9439.0,9439.0,,,
2003-10-01,215472.0,2526875.0,2526875.0,556.0,6525.0,6525.0,,,
2003-11-01,188023.0,2968375.0,2968375.0,985.0,15556.0,15556.0,,,
2003-12-01,278615.0,2671475.0,2671475.0,815.0,7818.0,7818.0,,,
2004-01-01,165510.0,1650825.0,1650825.0,1222.0,12186.0,12186.0,100670.0,1106789.0,1106789.0
2004-02-01,183531.0,1867450.0,1867450.0,184.0,1868.0,1868.0,138228.0,1534349.0,1534349.0
2004-03-01,175144.0,1862952.0,1862952.0,660.0,7024.0,7024.0,128947.0,1371568.0,1371568.0
2004-04-01,140251.0,1456391.0,1456391.0,1114.0,11571.0,11571.0,150445.0,1562242.0,1562242.0
2004-05-01,137095.0,1449835.0,1449835.0,858.0,9071.0,9071.0,118701.0,1255310.0,1255310.0
2004-06-01,141754.0,1494970.0,1494970.0,535.0,5638.0,5638.0,131049.0,1382075.0,1382075.0
2004-07-01,125826.0,1352824.0,1352824.0,677.0,7283.0,7283.0,186102.0,2000882.0,2000882.0
2004-08-01,95919.0,1075035.0,1075035.0,760.0,8520.0,8520.0,159267.0,1785020.0,1785020.0
2004-09-01,124290.0,1152225.0,1152225.0,638.0,5916.0,5916.0,107117.0,993020.0,993020.0
2004-10-01,82345.0,1087952.0,1087952.0,320.0,4228.0,4228.0,58216.0,769150.0,769150.0
2004-11-01,169784.0,1976188.0,1976188.0,1120.0,13033.0,13033.0,50379.0,586380.0,586380.0
2004-12-01,116617.0,1255802.0,1255802.0,565.0,6084.0,6084.0,144887.0,1560240.0,1560240.0
2005-01-01,99093.0,1082981.4,1082981.4,492.0,5382.4,5382.4,136699.0,1493976.0,1493976.0
2005-02-01,39122.0,430447.0,430447.0,968.0,10654.6,10654.6,151516.0,1667072.0,1667072.0
2005-03-01,7220.0,74732.0,74732.0,1418.0,14674.0,14674.0,99147.0,1026185.6,1026185.6
2005-05-01,34213.0,392329.0,392329.0,689.0,7905.4,7905.4,87061.0,998350.8,998350.8
