measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2007-01-01,345.791,3352.0,3352.0,1589.323,15403.0,15403.0
2007-02-01,1318.019,12772.0,12772.0,1366.2820000000002,13241.0,13241.0
2007-03-01,384.757,3729.0,3729.0,1479.794,14341.0,14341.0
2007-04-01,277.483,2691.0,2691.0,1410.278,13668.0,13668.0
2007-05-01,57.17,557.0,557.0,1555.997,15080.0,15080.0
2007-06-01,174.868,1694.0,1694.0,1534.212,14869.0,14869.0
2007-07-01,77.174,748.0,748.0,1691.76,16395.0,16395.0
2007-08-01,366.6,3555.0,3555.0,1563.718,15155.0,15155.0
2007-09-01,46.142,447.0,447.0,1441.2540000000001,13968.0,13968.0
2007-10-01,90.585,876.0,876.0,1540.367,14928.0,14928.0
2007-11-01,28.841,278.0,278.0,1436.4640000000002,13921.0,13921.0
2007-12-01,60.703,586.0,586.0,1628.337,15781.0,15781.0
2008-01-01,464.31300000000005,5365.0,5365.0,1255.4170000000001,14531.0,14531.0
2008-02-01,181.934,2105.0,2105.0,1100.077,12733.0,12733.0
2008-03-01,26.271,302.0,302.0,1011.5880000000001,11709.0,11709.0
2008-04-01,54.872,638.0,638.0,1208.837,13992.0,13992.0
2008-05-01,45.86,534.0,534.0,1378.0720000000001,15950.0,15950.0
2008-06-01,492.55800000000005,5701.0,5701.0,1442.232,16693.0,16693.0
2008-07-01,240.372,2784.0,2784.0,1405.3780000000002,16266.0,16266.0
2008-08-01,95.376,1102.0,1102.0,1386.159,16044.0,16044.0
2008-09-01,122.054,1415.0,1415.0,1194.0990000000002,13821.0,13821.0
2008-10-01,35.044000000000004,406.0,406.0,1249.276,14460.0,14460.0
2008-11-01,523.05,6055.0,6055.0,1288.651,14915.0,14915.0
2008-12-01,421.26500000000004,4878.0,4878.0,1381.2450000000001,15987.0,15987.0
2009-01-01,666.085,7262.0,7262.0,961.205,10477.0,10477.0
2009-02-01,244.491,2662.0,2662.0,834.798,9099.0,9099.0
2009-03-01,193.199,2105.0,2105.0,828.214,9028.0,9028.0
2009-04-01,17.903000000000002,197.0,197.0,967.945,10551.0,10551.0
2009-05-01,50.572,551.0,551.0,986.5590000000001,10754.0,10754.0
2009-06-01,34.857,383.0,383.0,984.133,10727.0,10727.0
2009-07-01,62.931000000000004,684.0,684.0,898.5840000000001,9795.0,9795.0
2009-08-01,124.628,1357.0,1357.0,924.1220000000001,10073.0,10073.0
2009-09-01,15.979000000000001,174.0,174.0,804.268,8767.0,8767.0
2009-10-01,20.491,226.0,226.0,819.1510000000001,8929.0,8929.0
2009-11-01,26.307000000000002,284.0,284.0,819.7330000000001,8935.0,8935.0
2009-12-01,32.459,354.0,354.0,815.3860000000001,8888.0,8888.0
2010-01-01,140.298,1572.0,1572.0,701.135,7844.0,7844.0
2010-02-01,74.813,835.0,835.0,515.462,5767.0,5767.0
2010-03-01,17.547,197.0,197.0,599.861,6711.0,6711.0
2010-04-01,17.376,197.0,197.0,774.6020000000001,8666.0,8666.0
2010-05-01,40.922000000000004,458.0,458.0,839.2330000000001,9389.0,9389.0
2010-06-01,208.663,2332.0,2332.0,862.72,9652.0,9652.0
2010-07-01,294.607,3294.0,3294.0,887.2520000000001,9926.0,9926.0
2010-08-01,164.37300000000002,1839.0,1839.0,849.51,9504.0,9504.0
2010-09-01,131.208,1467.0,1467.0,708.7510000000001,7929.0,7929.0
2010-10-01,28.509,319.0,319.0,640.04,7160.0,7160.0
2010-11-01,50.844,568.0,568.0,923.29,10329.0,10329.0
2010-12-01,322.382,3608.0,3608.0,797.6020000000001,8923.0,8923.0
2011-01-01,108.683,1218.0,1218.0,265.445,2973.0,2973.0
2011-02-01,14.612,162.0,162.0,237.813,2663.0,2663.0
2011-03-01,31.071,348.0,348.0,235.932,2642.0,2642.0
2011-04-01,13.226,151.0,151.0,246.912,2765.0,2765.0
2011-05-01,67.822,760.0,760.0,264.652,2964.0,2964.0
2011-06-01,79.432,887.0,887.0,271.798,3044.0,3044.0
2011-07-01,141.94,1589.0,1589.0,279.924,3135.0,3135.0
2011-08-01,94.972,1061.0,1061.0,281.638,3154.0,3154.0
2011-09-01,14.768,168.0,168.0,257.351,2882.0,2882.0
2011-10-01,30.124,336.0,336.0,255.26,2859.0,2859.0
2011-11-01,24.767,278.0,278.0,262.541,2940.0,2940.0
2011-12-01,21.804,244.0,244.0,287.513,3220.0,3220.0
2012-01-01,83.565,1177.0,1177.0,1930.64,27350.0,27350.0
2012-02-01,105.035,1491.0,1491.0,1856.422,26299.0,26299.0
2012-03-01,37.252,528.0,528.0,1934.988,27412.0,27412.0
2012-04-01,46.529,661.0,661.0,1971.537,27929.0,27929.0
2012-05-01,93.628,1328.0,1328.0,2067.142,29284.0,29284.0
