measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2012-06-01,242.442,3434.0,3434.0,2231.465,31612.0,31612.0
2012-07-01,615.657,8723.0,8723.0,2158.087,30572.0,30572.0
2012-08-01,65.959,934.0,934.0,2081.647,29489.0,29489.0
2012-09-01,95.096,1346.0,1346.0,1827.435,25888.0,25888.0
2012-10-01,90.119,1276.0,1276.0,1722.622,24403.0,24403.0
2012-11-01,60.528,858.0,858.0,2103.939,29805.0,29805.0
2012-12-01,44.978,638.0,638.0,2109.288,29881.0,29881.0
2013-01-01,173.717,2082.0,2082.0,1331.274,15972.0,15972.0
2013-02-01,34.373,414.0,414.0,1222.161,14663.0,14663.0
2013-03-01,42.498,512.0,512.0,1261.118,15131.0,15131.0
2013-04-01,30.275,362.0,362.0,1278.668,15341.0,15341.0
2013-05-01,56.617,679.0,679.0,1684.131,20205.0,20205.0
2013-06-01,131.202,1576.0,1576.0,1520.807,18246.0,18246.0
2013-07-01,209.112,2507.0,2507.0,1680.994,20168.0,20168.0
2013-08-01,193.543,2323.0,2323.0,1534.471,18410.0,18410.0
2013-09-01,76.586,920.0,920.0,1373.993,16485.0,16485.0
2013-10-01,39.318,472.0,472.0,1328.31,15936.0,15936.0
2013-11-01,41.552,500.0,500.0,1446.78,17358.0,17358.0
2013-12-01,29.422,351.0,351.0,1479.078,17745.0,17745.0
2014-01-01,1411.885,15945.0,15945.0,2499.298,28221.0,28221.0
2014-02-01,155.33,1755.0,1755.0,1983.71,22399.0,22399.0
2014-03-01,208.123,2349.0,2349.0,2003.027,22617.0,22617.0
2014-04-01,23.379,264.0,264.0,2514.579,28393.0,28393.0
2014-05-01,31.319,352.0,352.0,2806.448,31688.0,31688.0
2014-06-01,27.591,314.0,314.0,2594.02,29290.0,29290.0
2014-07-01,181.387,2046.0,2046.0,2677.296,30230.0,30230.0
2014-08-01,100.597,1139.0,1139.0,2580.321,29135.0,29135.0
2014-09-01,36.211,407.0,407.0,2191.36,24743.0,24743.0
2014-10-01,59.266,671.0,671.0,2352.023,26557.0,26557.0
2014-11-01,115.111,1298.0,1298.0,2279.014,25733.0,25733.0
2014-12-01,56.077,633.0,633.0,2477.628,27976.0,27976.0
2015-01-01,295.392,3552.0,3552.0,3715.189,44707.0,44707.0
2015-02-01,1847.893,22234.0,22234.0,3051.969,36726.0,36726.0
2015-03-01,99.713,1201.0,1201.0,3284.411,39523.0,39523.0
2015-04-01,21.512,260.0,260.0,3413.625,41078.0,41078.0
2015-05-01,133.758,1611.0,1611.0,3614.963,43501.0,43501.0
2015-06-01,124.797,1502.0,1502.0,3613.22,43480.0,43480.0
2015-07-01,419.783,5053.0,5053.0,3608.42,43422.0,43422.0
2015-08-01,206.588,2483.0,2483.0,4075.745,49045.0,49045.0
2015-09-01,39.165,474.0,474.0,2754.686,33149.0,33149.0
2015-10-01,44.647,537.0,537.0,3447.975,41491.0,41491.0
2015-11-01,134.697,1623.0,1623.0,3893.027,46847.0,46847.0
2015-12-01,105.19,1265.0,1265.0,3637.635,43773.0,43773.0
2016-01-01,1082.465,13537.0,13537.0,3393.39,42431.0,42431.0
2016-02-01,363.66,4545.0,4545.0,2986.124,37337.0,37337.0
2016-03-01,180.79,2258.0,2258.0,3382.0,42287.0,42287.0
2016-04-01,88.241,1103.0,1103.0,3871.24,48405.0,48405.0
2016-05-01,160.534,2010.0,2010.0,3833.305,47930.0,47930.0
2016-06-01,277.354,3471.0,3471.0,4153.283,51931.0,51931.0
2016-07-01,414.51,5180.0,5180.0,3976.423,49720.0,49720.0
2016-08-01,367.617,4597.0,4597.0,4267.829,53363.0,53363.0
2016-09-01,209.012,2616.0,2616.0,3529.234,44128.0,44128.0
2016-10-01,73.168,912.0,912.0,3749.218,46879.0,46879.0
2016-11-01,68.911,860.0,860.0,4021.786,50287.0,50287.0
2016-12-01,77.059,964.0,964.0,4228.847,52876.0,52876.0
2017-01-01,427.566,5082.0,5082.0,5149.309,61285.0,61285.0
2017-02-01,561.98,6687.0,6687.0,4935.202,58737.0,58737.0
2017-03-01,273.717,3257.0,3257.0,5315.036,63258.0,63258.0
2017-04-01,101.826,1213.0,1213.0,5718.999,68066.0,68066.0
2017-05-01,311.944,3713.0,3713.0,5504.399,65512.0,65512.0
2017-06-01,271.07,3228.0,3228.0,5542.828,65969.0,65969.0
2017-07-01,189.968,2264.0,2264.0,5823.593,69311.0,69311.0
2017-08-01,226.618,2697.0,2697.0,5133.014,61092.0,61092.0
2017-09-01,195.384,2327.0,2327.0,5495.97,65411.0,65411.0
2017-10-01,798.599,9506.0,9506.0,5734.853,68254.0,68254.0
2017-11-01,391.646,4660.0,4660.0,5181.916,61674.0,61674.0
2017-12-01,645.352,7681.0,7681.0,5726.211,68152.0,68152.0
2018-01-01,1458.686,17931.0,17931.0,4398.533,54069.0,54069.0
2018-02-01,64.957,797.0,797.0,4753.795,58436.0,58436.0
2018-03-01,52.721,647.0,647.0,5326.399,65475.0,65475.0
2018-04-01,145.345,1784.0,1784.0,5071.33,62340.0,62340.0
2018-05-01,180.275,2218.0,2218.0,5124.514,62994.0,62994.0
2018-06-01,154.408,1900.0,1900.0,5425.765,66697.0,66697.0
2018-07-01,156.558,1923.0,1923.0,5157.984,63405.0,63405.0
2018-08-01,159.254,1958.0,1958.0,5389.543,66251.0,66251.0
2018-09-01,221.601,2726.0,2726.0,3683.972,45286.0,45286.0
2018-10-01,362.319,4453.0,4453.0,5159.544,63424.0,63424.0
2018-11-01,383.713,4718.0,4718.0,5077.75,62419.0,62419.0
2018-12-01,345.722,4250.0,4250.0,5444.312,66925.0,66925.0
2019-01-01,524.158,6087.0,6087.0,4665.928,54292.0,54292.0
2019-02-01,104.003,1213.0,1213.0,4242.748,49368.0,49368.0
2019-03-01,178.951,2085.0,2085.0,4409.954,51314.0,51314.0
2019-04-01,104.521,1219.0,1219.0,4166.791,48485.0,48485.0
2019-05-01,146.009,1698.0,1698.0,4785.444,55683.0,55683.0
2019-06-01,256.497,2986.0,2986.0,4740.893,55165.0,55165.0
2019-07-01,351.667,4094.0,4094.0,4459.4,51889.0,51889.0
2019-08-01,362.478,4216.0,4216.0,4332.171,50409.0,50409.0
2019-09-01,294.065,3425.0,3425.0,4444.724,51719.0,51719.0
2019-10-01,187.682,2183.0,2183.0,4569.133,53166.0,53166.0
2019-11-01,158.601,1848.0,1848.0,3923.73,45656.0,45656.0
2019-12-01,158.828,1848.0,1848.0,4813.624,56011.0,56011.0
2020-01-01,195.693,2160.0,2160.0,6043.871,66375.0,66375.0
2020-02-01,108.71,1195.0,1195.0,5424.443,59572.0,59572.0
2020-03-01,217.368,2385.0,2385.0,5991.095,65795.0,65795.0
2020-04-01,120.575,1322.0,1322.0,5729.048,62918.0,62918.0
2020-05-01,304.596,3344.0,3344.0,5994.803,65836.0,65836.0
2020-06-01,266.811,2928.0,2928.0,5339.637,58641.0,58641.0
2020-07-01,469.756,5157.0,5157.0,5919.794,65012.0,65012.0
2020-08-01,453.423,4978.0,4978.0,6057.786,66528.0,66528.0
2020-09-01,558.666,6133.0,6133.0,5835.662,64089.0,64089.0
2020-10-01,185.436,2039.0,2039.0,5601.903,61521.0,61521.0
2020-11-01,386.008,4239.0,4239.0,5888.614,64670.0,64670.0
2020-12-01,627.406,6890.0,6890.0,6084.896,66826.0,66826.0
2021-01-01,116.561,1374.0,1374.0,4901.52,57990.0,57990.0
2021-02-01,649.768,7687.0,7687.0,5016.373,59349.0,59349.0
2021-03-01,350.97,4152.0,4152.0,5297.012,62669.0,62669.0
2021-04-01,172.553,2044.0,2044.0,5761.803,68168.0,68168.0
2021-05-01,142.358,1686.0,1686.0,5417.773,64098.0,64098.0
2021-06-01,207.982,2460.0,2460.0,5582.049,66041.0,66041.0
2021-07-01,243.026,2876.0,2876.0,5930.041,70158.0,70158.0
2021-08-01,232.346,2749.0,2749.0,5628.828,66595.0,66595.0
2021-09-01,181.129,2143.0,2143.0,3423.199,40500.0,40500.0
2021-10-01,154.019,1825.0,1825.0,5339.34,63170.0,63170.0
2021-11-01,218.71,2587.0,2587.0,5420.642,64132.0,64132.0
2021-12-01,182.681,2160.0,2160.0,5616.317,66447.0,66447.0
2022-01-01,568.142,6641.0,6641.0,3405.729,39852.0,39852.0
2022-02-01,171.286,2004.0,2004.0,3901.711,45654.0,45654.0
2022-03-01,91.506,1068.0,1068.0,4216.823,49342.0,49342.0
2022-04-01,94.554,1109.0,1109.0,4246.328,49687.0,49687.0
2022-05-01,124.314,1455.0,1455.0,4236.386,49570.0,49570.0
2022-06-01,125.139,1467.0,1467.0,3943.206,46140.0,46140.0
2022-07-01,380.783,4458.0,4458.0,4128.53,48308.0,48308.0
2022-08-01,313.418,3667.0,3667.0,4157.841,48651.0,48651.0
2022-09-01,33.816,398.0,398.0,3835.018,44874.0,44874.0
2022-10-01,57.305,670.0,670.0,4196.287,49101.0,49101.0
2022-11-01,92.675,1086.0,1086.0,4265.616,49912.0,49912.0
2022-12-01,823.923,9638.0,9638.0,3979.664,46566.0,46566.0
2023-01-01,212.75,2327.0,2327.0,1833.373,20031.0,20031.0
2023-02-01,136.789,1496.0,1496.0,1707.2,18651.0,18651.0
2023-03-01,180.854,1975.0,1975.0,1880.513,20545.0,20545.0
2023-04-01,133.468,1455.0,1455.0,2082.029,22746.0,22746.0
2023-05-01,151.448,1657.0,1657.0,2049.367,22389.0,22389.0
2023-06-01,139.543,1525.0,1525.0,1960.202,21415.0,21415.0
2023-07-01,128.2,1403.0,1403.0,1927.9,21062.0,21062.0
2023-08-01,146.588,1600.0,1600.0,1906.336,20827.0,20827.0
2023-09-01,120.884,1322.0,1322.0,1588.879,17359.0,17359.0
2023-10-01,121.299,1322.0,1322.0,1782.506,19474.0,19474.0
2023-11-01,186.688,2039.0,2039.0,1850.877,20221.0,20221.0
2023-12-01,159.87,1744.0,1744.0,1895.437,20708.0,20708.0
2024-01-01,7.636,81.0,81.0,0.472,5.0,5.0
2024-02-01,0.157,0.0,0.0,0.455,5.0,5.0
2024-03-01,0.447,6.0,6.0,0.441,5.0,5.0
2024-04-01,1.341,17.0,17.0,0.463,6.0,6.0
2024-05-01,0.569,6.0,6.0,0.474,6.0,6.0
2024-06-01,1.92,23.0,23.0,0.434,5.0,5.0
2024-07-01,7.7,87.0,87.0,0.378,4.0,4.0
2024-08-01,5.001,58.0,58.0,0.428,5.0,5.0
2024-09-01,1.839,23.0,23.0,0.387,4.0,4.0
2024-10-01,1.826,23.0,23.0,0.413,4.0,4.0
2024-11-01,0.412,6.0,6.0,0.329,4.0,4.0
2024-12-01,1.048,12.0,12.0,0.43,5.0,5.0
