measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2021-01-01,2342.406,17056.0,17056.0
2021-02-01,1986.433,14464.0,14464.0
2021-03-01,2135.799,15552.0,15552.0
2021-04-01,1895.167,13800.0,13800.0
2021-05-01,1980.694,14422.0,14422.0
2021-06-01,2708.486,19721.0,19721.0
2021-07-01,3737.659,27216.0,27216.0
2021-08-01,3412.608,24849.0,24849.0
2021-09-01,2903.727,21143.0,21143.0
2021-10-01,2768.144,20156.0,20156.0
2021-11-01,2544.061,18525.0,18525.0
2021-12-01,2625.816,19120.0,19120.0
2022-01-01,2474.739,17687.0,17687.0
2022-02-01,2054.693,14686.0,14686.0
2022-03-01,1901.136,13589.0,13589.0
2022-04-01,1947.399,13919.0,13919.0
2022-05-01,1787.07,12773.0,12773.0
2022-06-01,2430.535,17372.0,17372.0
2022-07-01,3246.949,23208.0,23208.0
2022-08-01,3917.877,28004.0,28004.0
2022-09-01,3590.723,25665.0,25665.0
2022-10-01,3297.528,23569.0,23569.0
2022-11-01,3028.211,21644.0,21644.0
2022-12-01,3347.14,23924.0,23924.0
2023-01-01,3122.626,21643.0,21643.0
2023-02-01,2659.87,18437.0,18437.0
2023-03-01,2556.477,17720.0,17720.0
2023-04-01,1997.143,13843.0,13843.0
2023-05-01,1293.539,8966.0,8966.0
2023-06-01,1701.697,11795.0,11795.0
2023-07-01,3939.097,27303.0,27303.0
2023-08-01,3974.628,27550.0,27550.0
2023-09-01,2813.351,19500.0,19500.0
2023-10-01,3435.624,23814.0,23814.0
2023-11-01,3227.384,22370.0,22370.0
2023-12-01,3633.564,25186.0,25186.0
2024-01-01,1087.0,7607.0,7607.0
2024-02-01,1035.0,7254.0,7254.0
2024-03-01,1093.0,7696.0,7696.0
2024-04-01,1038.0,7323.0,7323.0
2024-05-01,1065.0,7560.0,7560.0
2024-06-01,1026.0,7333.0,7333.0
2024-07-01,1079.0,7679.0,7679.0
2024-08-01,1106.0,7874.0,7874.0
2024-09-01,1053.0,7540.0,7540.0
2024-10-01,1062.0,7633.0,7633.0
2024-11-01,1042.0,7448.0,7448.0
2024-12-01,1073.0,7702.0,7702.0
