measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2018-11-01,76.332,695.0,695.0
2018-12-01,72.668,662.0,662.0
2019-01-01,192.857,1717.0,1717.0
2019-02-01,230.808,2055.0,2055.0
2019-03-01,325.262,2896.0,2896.0
2019-04-01,308.909,2751.0,2751.0
2019-05-01,337.612,3006.0,3006.0
2019-06-01,368.007,3277.0,3277.0
2019-07-01,412.386,3672.0,3672.0
2019-08-01,369.868,3294.0,3294.0
2019-09-01,316.86,2822.0,2822.0
2019-10-01,227.199,2023.0,2023.0
2019-11-01,217.725,1939.0,1939.0
2019-12-01,135.507,1207.0,1207.0
2020-01-01,196.392,1722.0,1722.0
2020-02-01,219.264,1922.0,1922.0
2020-03-01,317.036,2779.0,2779.0
2020-04-01,317.903,2787.0,2787.0
2020-05-01,417.468,3660.0,3660.0
2020-06-01,419.675,3679.0,3679.0
2020-07-01,399.147,3499.0,3499.0
2020-08-01,338.904,2971.0,2971.0
2020-09-01,333.289,2922.0,2922.0
2020-10-01,236.62,2074.0,2074.0
2020-11-01,217.905,1910.0,1910.0
2020-12-01,147.397,1292.0,1292.0
2021-01-01,197.472,1746.0,1746.0
2021-02-01,139.673,1235.0,1235.0
2021-03-01,343.85,3041.0,3041.0
2021-04-01,350.4,3099.0,3099.0
2021-05-01,388.234,3434.0,3434.0
2021-06-01,384.273,3399.0,3399.0
2021-07-01,344.473,3047.0,3047.0
2021-08-01,329.252,2912.0,2912.0
2021-09-01,328.722,2907.0,2907.0
2021-10-01,254.487,2251.0,2251.0
2021-11-01,235.18,2080.0,2080.0
2021-12-01,156.984,1388.0,1388.0
2022-01-01,163.935,559.0,559.0
2022-02-01,205.56,701.0,701.0
2022-03-01,287.424,981.0,981.0
2022-04-01,335.982,1146.0,1146.0
2022-05-01,335.068,1143.0,1143.0
2022-06-01,355.394,1213.0,1213.0
2022-07-01,367.4,1254.0,1254.0
2022-08-01,365.689,1248.0,1248.0
2022-09-01,309.432,1056.0,1056.0
2022-10-01,301.378,1028.0,1028.0
2022-11-01,216.564,739.0,739.0
2022-12-01,165.174,564.0,564.0
2023-01-01,281.0,959.0,959.0
2023-02-01,270.0,921.0,921.0
2023-03-01,225.0,768.0,768.0
2023-04-01,271.0,925.0,925.0
2023-05-01,262.0,894.0,894.0
2023-06-01,319.0,1088.0,1088.0
2023-07-01,295.0,1007.0,1007.0
2023-08-01,295.0,1007.0,1007.0
2023-09-01,293.0,1000.0,1000.0
2023-10-01,232.0,792.0,792.0
2023-11-01,220.0,751.0,751.0
2023-12-01,271.0,925.0,925.0
2024-01-01,96.0,328.0,328.0
2024-02-01,257.0,877.0,877.0
2024-03-01,277.0,945.0,945.0
2024-04-01,283.0,966.0,966.0
2024-05-01,99.0,338.0,338.0
2024-06-01,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0
