measured_on,Geothermal Generation,Geothermal Quantity Consumed For Electricity,Geothermal Total Fuel Consumed
2001-01-01,2510.6040000000003,25942.07,25942.07
2001-02-01,2745.7960000000003,28372.31,28372.31
2001-03-01,2202.945,22763.03,22763.03
2001-04-01,1291.508,13345.15,13345.15
2001-05-01,1594.861,16479.7,16479.7
2001-06-01,2143.205,22145.74,22145.74
2001-07-01,2547.493,26323.25,26323.25
2001-08-01,3493.98,36103.3,36103.3
2001-09-01,3142.83,32474.86,32474.86
2001-10-01,3357.7540000000004,34695.67,34695.67
2001-11-01,2611.469,26984.31,26984.31
2001-12-01,2046.555,21147.05,21147.05
2002-01-01,0.0,0.0,0.0
2002-02-01,0.0,0.0,0.0
2002-03-01,0.0,0.0,0.0
2002-04-01,0.0,0.0,0.0
2002-05-01,0.0,0.0,0.0
2002-06-01,0.0,0.0,0.0
2002-07-01,0.0,0.0,0.0
2002-08-01,0.0,0.0,0.0
2002-09-01,0.0,0.0,0.0
2002-10-01,0.0,0.0,0.0
2002-11-01,0.0,0.0,0.0
2002-12-01,0.0,0.0,0.0
2003-01-01,2485.864,25457.73,25457.73
2003-02-01,2120.078,21711.72,21711.72
2003-03-01,2345.384,24019.08,24019.08
2003-04-01,1767.864,18104.7,18104.7
2003-05-01,1807.4370000000001,18509.96,18509.96
2003-06-01,2612.212,26751.66,26751.66
2003-07-01,2831.607,28998.49,28998.49
2003-08-01,2954.9750000000004,30261.9,30261.9
2003-09-01,2744.4410000000003,28105.82,28105.82
2003-10-01,2633.076,26965.33,26965.33
2003-11-01,2588.556,26509.4,26509.4
2003-12-01,2678.5060000000003,27430.58,27430.58
2005-01-01,2383.309,23830.71,23830.71
2005-02-01,2012.402,20122.01,20122.01
2005-03-01,2278.2180000000003,22779.9,22779.9
2005-04-01,2279.4570000000003,22792.29,22792.29
2005-05-01,2420.556,24203.14,24203.14
2005-06-01,2390.288,23900.49,23900.49
2005-07-01,2444.877,24446.33,24446.33
2005-08-01,2414.889,24146.48,24146.48
2005-09-01,2363.115,23628.79,23628.79
2005-10-01,2420.417,24201.75,24201.75
2005-11-01,2349.378,23491.43,23491.43
2005-12-01,2415.096,24148.54,24148.54
2006-01-01,1295.8690000000001,12853.72,12853.72
2006-02-01,1174.559,11650.45,11650.45
2006-03-01,1327.653,13168.99,13168.99
2006-04-01,1187.844,11782.22,11782.22
2006-05-01,1155.431,11460.72,11460.72
2006-06-01,1254.1490000000001,12439.9,12439.9
2006-07-01,1317.5990000000002,13069.26,13069.26
2006-08-01,1345.401,13345.03,13345.03
2006-09-01,1273.252,12629.39,12629.39
2006-10-01,1327.001,13162.52,13162.52
2006-11-01,1285.258,12748.47,12748.47
2006-12-01,1340.986,13301.24,13301.24
2007-01-01,449.25100000000003,4440.4,4440.4
2007-02-01,369.115,3648.33,3648.33
2007-03-01,410.934,4061.67,4061.67
2007-04-01,382.565,3781.27,3781.27
2007-05-01,324.175,3204.15,3204.15
2007-06-01,375.57,3712.13,3712.13
2007-07-01,371.166,3668.6,3668.6
2007-08-01,379.589,3751.86,3751.86
2007-09-01,366.685,3624.31,3624.31
2007-10-01,376.343,3719.77,3719.77
2007-11-01,372.91200000000003,3685.86,3685.86
2007-12-01,391.695,3871.51,3871.51
