measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2016-06-01,93.348,1195.0,1195.0,2368.302,30302.0,30302.0
2016-07-01,76.108,976.0,976.0,1416.959,18130.0,18130.0
2016-08-01,73.226,936.0,936.0,1682.701,21530.0,21530.0
2016-09-01,64.191,820.0,820.0,1578.477,20197.0,20197.0
2016-10-01,69.316,889.0,889.0,210.418,2692.0,2692.0
2016-11-01,67.442,860.0,860.0,4013.597,51353.0,51353.0
2016-12-01,141.631,1813.0,1813.0,3236.322,41408.0,41408.0
2017-01-01,150.155,1808.0,1808.0,2367.583,28516.0,28516.0
2017-02-01,76.131,918.0,918.0,2259.146,27209.0,27209.0
2017-03-01,99.88,1201.0,1201.0,2310.895,27833.0,27833.0
2017-04-01,100.512,1213.0,1213.0,2093.013,25208.0,25208.0
2017-05-01,112.106,1351.0,1351.0,2123.801,25579.0,25579.0
2017-06-01,72.909,878.0,878.0,2015.586,24276.0,24276.0
2017-07-01,63.393,762.0,762.0,2085.639,25120.0,25120.0
2017-08-01,49.484,595.0,595.0,1980.093,23848.0,23848.0
2017-09-01,87.587,1057.0,1057.0,1840.256,22164.0,22164.0
2017-10-01,121.098,1461.0,1461.0,2176.138,26210.0,26210.0
2017-11-01,183.762,2212.0,2212.0,2246.267,27055.0,27055.0
2017-12-01,181.433,2183.0,2183.0,2319.133,27932.0,27932.0
2018-01-01,547.006,6537.0,6537.0,1931.9,23077.0,23077.0
2018-02-01,20.826,248.0,248.0,1832.214,21886.0,21886.0
2018-03-01,45.444,543.0,543.0,1949.967,23293.0,23293.0
2018-04-01,30.039,358.0,358.0,1877.71,22429.0,22429.0
2018-05-01,42.521,508.0,508.0,1698.377,20287.0,20287.0
2018-06-01,39.235,468.0,468.0,1837.259,21946.0,21946.0
2018-07-01,28.476,341.0,341.0,1846.214,22053.0,22053.0
2018-08-01,37.788,450.0,450.0,1836.443,21937.0,21937.0
2018-09-01,22.2,266.0,266.0,1509.048,18026.0,18026.0
2018-10-01,19.426,231.0,231.0,1872.787,22370.0,22370.0
2018-11-01,40.961,491.0,491.0,1894.92,22635.0,22635.0
2018-12-01,57.227,681.0,681.0,1947.012,23257.0,23257.0
2019-01-01,170.828,2056.0,2056.0,1646.682,19816.0,19816.0
2019-02-01,47.077,566.0,566.0,1450.821,17459.0,17459.0
2019-03-01,87.066,1045.0,1045.0,1567.082,18857.0,18857.0
2019-04-01,66.3,797.0,797.0,1474.534,17744.0,17744.0
2019-05-01,72.295,872.0,872.0,1580.281,19017.0,19017.0
2019-06-01,78.835,947.0,947.0,1528.105,18388.0,18388.0
2019-07-01,44.064,531.0,531.0,1551.439,18670.0,18670.0
2019-08-01,47.027,566.0,566.0,1501.536,18069.0,18069.0
2019-09-01,25.213,306.0,306.0,1470.2,17692.0,17692.0
2019-10-01,40.27,485.0,485.0,1546.761,18613.0,18613.0
2019-11-01,46.587,560.0,560.0,1467.523,17660.0,17660.0
2019-12-01,65.322,785.0,785.0,1637.152,19701.0,19701.0
2020-01-01,116.573,1398.0,1398.0,1753.979,21030.0,21030.0
2020-02-01,41.212,497.0,497.0,1677.376,20113.0,20113.0
2020-03-01,36.557,439.0,439.0,1866.891,22385.0,22385.0
2020-04-01,43.485,520.0,520.0,1731.033,20756.0,20756.0
2020-05-01,87.951,1057.0,1057.0,1703.195,20422.0,20422.0
2020-06-01,41.787,502.0,502.0,1503.272,18025.0,18025.0
2020-07-01,38.275,456.0,456.0,1630.664,19552.0,19552.0
2020-08-01,54.974,658.0,658.0,1646.739,19745.0,19745.0
2020-09-01,39.131,468.0,468.0,1521.929,18249.0,18249.0
2020-10-01,47.223,566.0,566.0,1536.39,18422.0,18422.0
2020-11-01,43.295,520.0,520.0,1590.596,19072.0,19072.0
2020-12-01,80.446,964.0,964.0,1835.027,22003.0,22003.0
2021-01-01,57.506,710.0,710.0,1402.506,17237.0,17237.0
2021-02-01,113.54,1398.0,1398.0,1309.33,16092.0,16092.0
2021-03-01,63.502,780.0,780.0,1394.302,17136.0,17136.0
2021-04-01,23.996,295.0,295.0,1371.132,16851.0,16851.0
2021-05-01,25.758,318.0,318.0,1383.266,17000.0,17000.0
2021-06-01,39.705,485.0,485.0,1270.56,15615.0,15615.0
2021-07-01,27.717,341.0,341.0,1310.656,16108.0,16108.0
2021-08-01,23.039,283.0,283.0,1268.178,15586.0,15586.0
2021-09-01,23.362,289.0,289.0,1167.508,14349.0,14349.0
2021-10-01,13.336,162.0,162.0,1239.564,15235.0,15235.0
2021-11-01,19.32,237.0,237.0,1236.691,15199.0,15199.0
2021-12-01,27.362,335.0,335.0,1456.164,17896.0,17896.0
2022-01-01,107.912,1247.0,1247.0,1953.691,22718.0,22718.0
2022-02-01,12.73,150.0,150.0,1873.375,21784.0,21784.0
2022-03-01,45.559,531.0,531.0,1999.544,23252.0,23252.0
2022-04-01,41.703,485.0,485.0,1939.873,22557.0,22557.0
2022-05-01,58.567,681.0,681.0,1772.786,20615.0,20615.0
2022-06-01,38.594,450.0,450.0,1838.024,21373.0,21373.0
2022-07-01,37.35,433.0,433.0,2020.943,23500.0,23500.0
2022-08-01,12.264,144.0,144.0,1852.51,21541.0,21541.0
2022-09-01,15.523,179.0,179.0,1692.178,19677.0,19677.0
2022-10-01,33.11,387.0,387.0,1840.103,21397.0,21397.0
2022-11-01,43.302,502.0,502.0,1830.32,21284.0,21284.0
2022-12-01,417.027,4851.0,4851.0,1945.012,22617.0,22617.0
2023-01-01,157.159,1692.0,1692.0,2335.076,25103.0,25103.0
2023-02-01,124.356,1334.0,1334.0,2144.254,23051.0,23051.0
2023-03-01,198.682,2137.0,2137.0,2156.14,23179.0,23179.0
2023-04-01,207.987,2235.0,2235.0,2156.925,23188.0,23188.0
2023-05-01,48.423,520.0,520.0,2387.355,25665.0,25665.0
2023-06-01,141.053,1519.0,1519.0,2120.82,22799.0,22799.0
2023-07-01,184.175,1981.0,1981.0,2203.6,23689.0,23689.0
2023-08-01,131.064,1409.0,1409.0,2136.343,22966.0,22966.0
2023-09-01,100.611,1080.0,1080.0,1946.749,20928.0,20928.0
2023-10-01,106.123,1143.0,1143.0,2188.517,23527.0,23527.0
2023-11-01,197.939,2125.0,2125.0,2193.684,23583.0,23583.0
2023-12-01,140.257,1507.0,1507.0,2351.708,25282.0,25282.0
2024-01-01,416.317,4585.0,4585.0,1765.48,19463.0,19463.0
2024-02-01,52.259,578.0,578.0,1661.34,18315.0,18315.0
2024-03-01,52.636,578.0,578.0,1590.76,17537.0,17537.0
2024-04-01,73.221,809.0,809.0,1606.761,17713.0,17713.0
2024-05-01,60.126,664.0,664.0,1677.357,18492.0,18492.0
2024-06-01,37.653,416.0,416.0,1438.965,15864.0,15864.0
2024-07-01,37.407,410.0,410.0,1551.678,17106.0,17106.0
2024-08-01,41.929,462.0,462.0,1608.21,17729.0,17729.0
2024-09-01,35.361,393.0,393.0,1469.167,16197.0,16197.0
2024-10-01,42.732,474.0,474.0,1575.628,17370.0,17370.0
2024-11-01,72.422,797.0,797.0,1668.235,18391.0,18391.0
2024-12-01,43.376,479.0,479.0,1616.98,17826.0,17826.0
