measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2018-05-01,-19.954,300.0,300.0,-40.08,221.0,221.0
2018-06-01,-18.629,283.0,283.0,-37.419,210.0,210.0
2018-07-01,-20.074,306.0,306.0,-40.321,227.0,227.0
2018-08-01,-20.499,312.0,312.0,-41.175,227.0,227.0
2018-09-01,-20.866,317.0,317.0,-41.913,232.0,232.0
2018-10-01,-21.909,329.0,329.0,-44.008,244.0,244.0
2018-11-01,-19.713,300.0,300.0,-39.596,221.0,221.0
2018-12-01,-18.884,283.0,283.0,-37.932,210.0,210.0
2019-01-01,-8.799,334.0,334.0,83.293,1320.0,1320.0
2019-02-01,-9.779,380.0,380.0,92.582,1479.0,1479.0
2019-03-01,-9.691,374.0,374.0,91.751,1467.0,1467.0
2019-04-01,-8.906,346.0,346.0,84.318,1348.0,1348.0
2019-05-01,-9.692,374.0,374.0,91.765,1467.0,1467.0
2019-06-01,-8.328,323.0,323.0,78.85,1258.0,1258.0
2019-07-01,-9.486,368.0,368.0,89.812,1433.0,1433.0
2019-08-01,-10.503,402.0,402.0,99.44,1586.0,1586.0
2019-09-01,-12.471,482.0,482.0,118.077,1886.0,1886.0
2019-10-01,-13.107,504.0,504.0,124.097,1983.0,1983.0
2019-11-01,-9.956,385.0,385.0,94.264,1507.0,1507.0
2019-12-01,-13.282,510.0,510.0,125.751,2005.0,2005.0
2020-01-01,-29.271,363.0,363.0,-58.538,261.0,261.0
2020-02-01,-18.975,238.0,238.0,-37.95,181.0,181.0
2020-03-01,-19.157,238.0,238.0,-38.315,181.0,181.0
2020-04-01,-18.383,227.0,227.0,-36.767,176.0,176.0
2020-05-01,-15.566,193.0,193.0,-31.132,147.0,147.0
2020-06-01,-19.598,244.0,244.0,-39.196,187.0,187.0
2020-07-01,-25.547,317.0,317.0,-51.093,244.0,244.0
2020-08-01,-26.175,323.0,323.0,-52.351,249.0,249.0
2020-09-01,-16.644,210.0,210.0,-33.289,159.0,159.0
2020-10-01,-19.921,249.0,249.0,-39.843,187.0,187.0
2020-11-01,-15.449,193.0,193.0,-30.898,147.0,147.0
2020-12-01,-15.314,193.0,193.0,-30.628,147.0,147.0
2021-01-01,-22.575,159.0,159.0,-42.014,147.0,147.0
2021-02-01,-24.998,176.0,176.0,-46.521,159.0,159.0
2021-03-01,-27.035,187.0,187.0,-50.313,176.0,176.0
2021-04-01,-25.988,181.0,181.0,-48.364,170.0,170.0
2021-05-01,-13.459,96.0,96.0,-25.047,85.0,85.0
2021-06-01,-18.066,125.0,125.0,-33.622,119.0,119.0
2021-07-01,-17.656,125.0,125.0,-32.857,113.0,113.0
2021-08-01,-25.461,176.0,176.0,-47.384,164.0,164.0
2021-09-01,-32.978,227.0,227.0,-61.372,210.0,210.0
2021-10-01,-32.764,227.0,227.0,-60.974,210.0,210.0
2021-11-01,-25.582,176.0,176.0,-47.608,164.0,164.0
2021-12-01,-28.438,198.0,198.0,-52.924,181.0,181.0
2022-01-01,-13.772,385.0,385.0,-59.839,130.0,130.0
2022-02-01,-11.357,323.0,323.0,-49.35,113.0,113.0
2022-03-01,-13.152,368.0,368.0,-57.149,130.0,130.0
2022-04-01,-11.692,329.0,329.0,-50.806,113.0,113.0
2022-05-01,-10.957,312.0,312.0,-47.612,108.0,108.0
2022-06-01,-13.344,374.0,374.0,-57.986,130.0,130.0
2022-07-01,-12.154,346.0,346.0,-52.814,119.0,119.0
2022-08-01,-8.174,232.0,232.0,-35.52,79.0,79.0
2022-09-01,-9.576,272.0,272.0,-41.609,96.0,96.0
2022-10-01,-10.744,300.0,300.0,-46.686,108.0,108.0
2022-11-01,-10.2,289.0,289.0,-44.324,102.0,102.0
2022-12-01,-13.878,391.0,391.0,-60.305,136.0,136.0
2023-01-01,-38.642,300.0,300.0,-46.226,204.0,204.0
2023-02-01,-30.0,227.0,227.0,-35.887,153.0,153.0
2023-03-01,-28.311,215.0,215.0,-33.867,142.0,142.0
2023-04-01,-33.467,255.0,255.0,-40.034,170.0,170.0
2023-05-01,-33.07,255.0,255.0,-39.559,170.0,170.0
2023-06-01,-28.474,215.0,215.0,-34.061,147.0,147.0
2023-07-01,-26.962,204.0,204.0,-32.253,136.0,136.0
2023-08-01,-28.064,215.0,215.0,-33.571,142.0,142.0
2023-09-01,-24.34,187.0,187.0,-29.117,125.0,125.0
2023-10-01,-27.61,210.0,210.0,-33.028,142.0,142.0
2023-11-01,-34.82,266.0,266.0,-41.653,176.0,176.0
2023-12-01,-38.24,295.0,295.0,-45.744,193.0,193.0
2024-01-01,-10.975,397.0,397.0,-40.125,238.0,238.0
2024-02-01,-9.883,363.0,363.0,-36.133,210.0,210.0
2024-03-01,-11.912,436.0,436.0,-43.549,255.0,255.0
2024-04-01,-12.55,459.0,459.0,-45.881,266.0,266.0
2024-05-01,-7.357,272.0,272.0,-26.896,159.0,159.0
2024-06-01,-13.134,482.0,482.0,-48.02,283.0,283.0
2024-07-01,-7.705,283.0,283.0,-28.169,164.0,164.0
2024-08-01,-11.126,408.0,408.0,-40.677,238.0,238.0
2024-09-01,-7.389,272.0,272.0,-27.015,159.0,159.0
2024-10-01,-11.732,431.0,431.0,-42.892,249.0,249.0
2024-11-01,-11.477,419.0,419.0,-41.96,244.0,244.0
2024-12-01,-9.76,357.0,357.0,-35.683,210.0,210.0
